Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Le'Veon Bell RB - PIT,@DET,-,-,-,93.86,0.72,32.26,0.11,-,0.01,0.15,17.31
Ezekiel Elliott RB - DAL,@WAS,-,-,-,90.12,0.71,22.91,0.11,-,0.01,0.14,15.96
LeSean McCoy RB - BUF View Videos,OAK,-,-,-,78.24,0.56,34.57,0.11,-,0.01,0.16,15.00
Mark Ingram RB - NO,CHI,-,-,-,75.48,0.59,27.14,0.11,-,0.02,0.11,14.28
Jordan Howard RB - CHI,@NO,-,-,-,91.57,0.55,14.07,0.06,-,0.01,0.13,13.98
Devonta Freeman RB - ATL View News View Videos,@NYJ,-,-,-,74.59,0.6,23.28,0.12,-,0.01,0.11,13.91
Kareem Hunt RB - KC View News View Videos,DEN,-,-,-,76.78,0.44,27.09,0.15,-,0.01,0.13,13.69
Melvin Gordon RB - LAC,@NE,-,-,-,65.69,0.47,27.84,0.19,-,-,0.12,13.07
Jay Ajayi RB - PHI,SF,-,-,-,83.09,0.4,15.38,0.06,-,-,0.15,12.31
Lamar Miller RB - HOU,@SEA,-,-,-,65.92,0.39,20.16,0.11,-,0.01,0.11,11.41
Alvin Kamara RB - NO View Videos,CHI,-,-,-,42.23,0.31,41.61,0.2,-,0.01,0.1,11.26
Doug Martin RB - TB,CAR,-,-,-,64.35,0.52,13.92,0.07,-,0.01,0.11,11.17
Chris Thompson RB - WAS,DAL,-,-,-,40.12,0.24,42.38,0.26,-,-,0.09,11.07
Carlos Hyde RB - SF,@PHI,-,-,-,58.86,0.36,19.49,0.08,-,-,0.11,10.26
LeGarrette Blount RB - PHI,SF,-,-,-,64.08,0.59,2.99,0.02,-,0.02,0.09,10.23
Ameer Abdullah RB - DET,PIT,-,-,-,63.47,0.32,16.01,0.09,-,0.01,0.11,10.21
Jalen Richard RB - OAK,@BUF,-,-,-,51.25,0.26,26.9,0.11,-,-,0.09,9.86
C.J. Anderson RB - DEN,@KC,-,-,-,57.66,0.38,13.85,0.07,-,-,0.09,9.67
Javorius Allen RB - BAL,MIA,-,-,-,42.78,0.29,28.79,0.1,-,0.01,0.09,9.34
Isaiah Crowell RB - CLE,MIN,-,-,-,52.7,0.32,17.82,0.08,-,0.01,0.1,9.27
Joe Mixon RB - CIN,IND,-,-,-,53.7,0.32,16.53,0.08,-,0.01,0.09,9.26
Latavius Murray RB - MIN,@CLE,-,-,-,55.88,0.37,11.07,0.04,-,-,0.11,8.94
Dion Lewis RB - NE,LAC,-,-,-,48.89,0.38,14.48,0.07,-,0.01,0.1,8.86
Bilal Powell RB - NYJ,ATL,-,-,-,48.04,0.3,17.34,0.08,-,-,0.07,8.68
Christian McCaffrey RB - CAR View Videos,@TB,-,-,-,22.77,0.13,42.58,0.21,-,-,0.08,8.42
Tevin Coleman RB - ATL View News View Videos,@NYJ,-,-,-,42.98,0.29,17.05,0.1,-,-,0.08,8.18
Matt Forte RB - NYJ,ATL,-,-,-,33.9,0.18,30.84,0.12,-,0.01,0.07,8.15
Marlon Mack RB - IND,@CIN,-,-,-,42.55,0.27,17.63,0.07,-,0.01,0.08,7.92
Duke Johnson RB - CLE,MIN,-,-,-,24.35,0.17,33.91,0.14,-,0.01,0.06,7.59
Thomas Rawls RB - SEA,HOU,-,-,-,44.63,0.32,9.45,0.05,-,-,0.09,7.45
Rob Kelley RB - WAS,DAL,-,-,-,46.79,0.3,6.8,0.04,-,-,0.07,7.26
Jonathan Stewart RB - CAR,@TB,-,-,-,46.76,0.29,7.5,0.03,-,0.01,0.09,7.19
Jerick McKinnon RB - MIN,@CLE,-,-,-,33.07,0.2,22.2,0.09,-,-,0.1,7.07
Frank Gore RB - IND,@CIN,-,-,-,43.73,0.25,10.9,0.04,-,0.01,0.1,7.02
James White RB - NE,LAC,-,-,-,14.18,0.14,33.74,0.2,-,0.01,0.04,6.77
DeAndre Washington RB - OAK,@BUF,-,-,-,37.02,0.23,12.94,0.05,-,-,0.07,6.54
Alex Collins RB - BAL,MIA,-,-,-,43.89,0.18,5.37,0.03,-,0.01,0.1,6.01
Tarik Cohen RB - CHI View Videos,@NO,-,-,-,23.46,0.09,25.6,0.11,-,0.01,0.07,5.99
Wendell Smallwood RB - PHI,SF,-,-,-,31.39,0.22,12.64,0.05,-,0.01,0.07,5.90
D'Onta Foreman RB - HOU,@SEA,-,-,-,36.29,0.2,7.7,0.04,-,0.01,0.08,5.70
Theo Riddick RB - DET,PIT,-,-,-,13.48,0.08,29.62,0.15,-,0.01,0.04,5.63
Jamaal Charles RB - DEN,@KC,-,-,-,28.36,0.24,8.97,0.03,-,0.01,0.05,5.27
Giovani Bernard RB - CIN View News,IND,-,-,-,16.99,0.1,21.25,0.11,-,0.01,0.04,5.02
Mike Gillislee RB - NE,LAC,-,-,-,33.62,0.24,1.73,0.01,-,0.01,0.05,4.96
Jeremy Hill RB - CIN,IND,-,-,-,28.1,0.22,5.18,0.03,-,-,0.06,4.71
Eddie Lacy RB - SEA,HOU,-,-,-,30.12,0.17,3.62,0.02,-,-,0.05,4.41
Rex Burkhead RB - NE,LAC,-,-,-,20.38,0.15,9.37,0.05,-,-,0.04,4.10
J.D. McKissic RB - SEA,HOU,-,-,-,13.32,0.1,15.42,0.1,-,-,0.04,3.99
Damien Williams RB - MIA,@BAL,-,-,-,10.73,0.07,18.32,0.09,-,-,0.03,3.81
Charles Sims RB - TB,CAR,-,-,-,9.5,0.08,18.66,0.09,-,0.01,0.03,3.80
Matt Breida RB - SF,@PHI,-,-,-,18.13,0.08,11.48,0.04,-,-,0.05,3.58
Devontae Booker RB - DEN,@KC,-,-,-,13.64,0.1,12.11,0.06,-,-,0.03,3.48
Austin Ekeler RB - LAC,@NE,-,-,-,12.19,0.09,10.06,0.04,-,-,0.03,2.95
Corey Clement RB - PHI,SF,-,-,-,13.96,0.11,6.38,0.04,-,0.01,0.03,2.89
Charcandrick West RB - KC,DEN,-,-,-,7.93,0.06,12.26,0.09,-,-,0.03,2.86
Mike Tolbert RB - BUF,OAK,-,-,-,16.15,0.11,2.92,0.02,-,0.01,0.03,2.65
James Conner RB - PIT,@DET,-,-,-,12.67,0.09,2.46,0.01,-,-,0.03,2.05
Alfred Morris RB - DAL,@WAS,-,-,-,13.9,0.08,1.54,-,-,-,0.03,1.96
Samaje Perine RB - WAS,DAL,-,-,-,11.22,0.06,3.53,0.03,-,-,0.03,1.96
Branden Oliver RB - LAC,@NE,-,-,-,9.93,0.05,6.5,0.01,-,-,0.03,1.94
Elijah Hood RB - OAK,@BUF,-,-,-,9.68,0.07,3.91,0.02,-,0.01,0.03,1.86
Zach Zenner RB - DET View News,PIT,-,-,-,8.92,0.09,2.38,0.02,-,-,0.02,1.75
Elijah McGuire RB - NYJ,ATL,-,-,-,10.85,0.06,2.92,0.01,-,-,0.03,1.74
Bobby Rainey RB,Bye,-,-,-,3.72,0.03,8.04,0.04,-,-,0.04,-
Jacquizz Rodgers RB - TB,CAR,-,-,-,8.49,0.06,2.18,0.01,-,0.01,0.02,1.47
Josh Ferguson RB - IND,@CIN,-,-,-,5.31,0.04,4.79,0.02,-,-,0.02,1.33
Kenjon Barner RB - PHI,SF,-,-,-,6.09,0.04,2.47,0.01,-,-,0.02,1.12
Kenyan Drake RB - MIA,@BAL,-,-,-,5.12,0.03,2.94,0.01,-,-,0.03,0.99
Rod Smith RB - DAL,@WAS,-,-,-,6.07,0.04,1,-,-,-,0.02,0.91
Akeem Hunt RB - KC,DEN,-,-,-,4.08,0.03,2.22,0.02,-,0.01,0.03,0.89
Terrell Watson RB - PIT,@DET,-,-,-,4.79,0.04,1.27,0.01,-,-,0.02,0.87
