Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Julio Jones WR - ATL View News View Videos,@DET,-,-,-,-,-,98.28,0.66,-,0.01,0.04,13.73
Mike Evans WR - TB,@MIN,-,-,-,-,-,81.22,0.56,-,0.02,0.04,11.44
Antonio Brown WR - PIT,@CHI,-,-,-,-,-,80.19,0.48,-,0.01,0.04,10.84
Michael Thomas WR - NO,@CAR,-,-,-,-,-,73.04,0.5,-,-,0.04,10.22
A.J. Green WR - CIN,@GB,-,-,-,-,-,75.73,0.42,-,-,0.04,10.01
Tyreek Hill WR - KC View News View Videos,@LAC,-,-,-,7.85,0.05,65.17,0.4,-,-,0.05,9.90
T.Y. Hilton WR - IND,CLE,-,-,-,-,-,71.42,0.44,-,0.02,0.04,9.74
Michael Crabtree WR - OAK,@WAS,-,-,-,-,-,67.34,0.47,-,-,0.03,9.49
Stefon Diggs WR - MIN,TB,-,-,-,2.24,0.02,64.38,0.46,-,0.01,0.04,9.48
Jordy Nelson WR - GB,CIN,-,-,-,-,-,63.78,0.51,-,-,0.03,9.38
Davante Adams WR - GB,CIN,-,-,-,-,-,64.3,0.48,-,0.02,0.04,9.27
Dez Bryant WR - DAL,@ARI,-,-,-,-,-,64.47,0.47,-,0.01,0.03,9.23
J.J. Nelson WR - ARI View News,DAL,-,-,-,0.2,-,62.57,0.47,-,-,0.03,9.04
Adam Thielen WR - MIN,TB,-,-,-,0.2,0.01,62.45,0.45,-,-,0.03,8.97
Pierre Garcon WR - SF,LA,-,-,-,-,-,65.98,0.4,-,0.01,0.03,8.96
Doug Baldwin WR - SEA,@TEN,-,-,-,0.68,-,63.7,0.43,-,-,0.04,8.94
DeAndre Hopkins WR - HOU View Videos,@NE,-,-,-,-,-,67.62,0.36,-,0.01,0.04,8.86
Keenan Allen WR - LAC,KC,-,-,-,-,-,64.52,0.41,-,0.01,0.04,8.85
Odell Beckham WR - NYG,@PHI,-,-,-,0.04,-,64.31,0.4,-,0.01,0.04,8.78
Brandin Cooks WR - NE,HOU,-,-,-,3.26,0.02,61.5,0.36,-,0.01,0.04,8.70
Martavis Bryant WR - PIT,@CHI,-,-,-,3.42,0.03,60.32,0.37,-,-,0.04,8.69
Golden Tate WR - DET,ATL,-,-,-,2.48,0.02,62.65,0.35,-,0.01,0.04,8.67
Rishard Matthews WR - TEN View Videos,SEA,-,-,-,-,-,61.14,0.42,-,0.01,0.03,8.59
DeSean Jackson WR - TB,@MIN,-,-,-,-,-,61.65,0.38,-,0.01,0.03,8.41
Emmanuel Sanders WR - DEN,@BUF,-,-,-,-,-,59.81,0.4,-,-,0.03,8.32
Demaryius Thomas WR - DEN,@BUF,-,-,-,-,-,63.28,0.34,-,-,0.03,8.31
Sammy Watkins WR - LA View Videos,@SF,-,-,-,0.02,-,59.19,0.4,-,-,0.03,8.26
Alshon Jeffery WR - PHI,NYG,-,-,-,-,-,60.98,0.36,-,0.02,0.03,8.24
Jarvis Landry WR - MIA,@NYJ,-,-,-,2.23,0.01,62.67,0.29,-,0.01,0.04,8.23
Mohamed Sanu WR - ATL View Videos,@DET,-,-,-,0.24,-,57.53,0.38,-,-,0.03,8.00
Terrelle Pryor WR - WAS,OAK,-,-,-,-,-,60.32,0.33,-,0.01,0.03,7.97
Kelvin Benjamin WR - BUF View Videos,DEN,-,-,-,-,-,56.62,0.38,-,-,0.03,7.88
Tyrell Williams WR - LAC,KC,-,-,-,-,-,57.82,0.35,-,-,0.03,7.82
Taylor Gabriel WR - ATL,@DET,-,-,-,2.66,0.02,52.47,0.33,-,-,0.03,7.55
Amari Cooper WR - OAK,@WAS,-,-,-,0.85,0.01,55.27,0.32,-,0.01,0.04,7.53
Marvin Jones WR - DET,ATL,-,-,-,-,-,52.86,0.37,-,0.01,0.03,7.47
Allen Hurns WR - JAX,BAL,-,-,-,-,-,52.74,0.37,-,0.01,0.03,7.45
Eric Decker WR - TEN View News,SEA,-,-,-,-,-,52.82,0.37,-,-,0.03,7.44
Larry Fitzgerald WR - ARI View Videos,DAL,-,-,-,-,-,55.7,0.31,-,0.01,0.03,7.39
Ted Ginn WR - NO,@CAR,-,-,-,2.02,0.01,53.34,0.28,-,0.01,0.03,7.24
Chris Hogan WR - NE,HOU,-,-,-,1.93,0.01,47.43,0.36,-,-,0.03,7.10
Marqise Lee WR - JAX View Videos,BAL,-,-,-,0.57,0.01,52.31,0.3,-,-,0.04,7.07
Jeremy Maclin WR - BAL,@JAX,-,-,-,-,-,51.31,0.33,-,0.01,0.03,7.07
Tyler Lockett WR - SEA,@TEN,-,-,-,1.17,0.01,50.86,0.3,-,-,0.06,6.94
Paul Richardson WR - SEA,@TEN,-,-,-,-,-,48.05,0.36,-,-,0.04,6.89
Brandon LaFell WR - CIN View News,@GB,-,-,-,-,-,51.89,0.29,-,-,0.03,6.87
Kenny Stills WR - MIA,@NYJ,-,-,-,-,-,46.39,0.36,-,0.01,0.03,6.76
Kenny Britt WR - NE,HOU,-,-,-,-,-,49.73,0.26,-,0.01,0.03,6.49
Sterling Shepard WR - NYG,@PHI,-,-,-,3.82,0.02,43.1,0.28,-,-,0.03,6.43
DeVante Parker WR - MIA,@NYJ,-,-,-,-,-,47.24,0.29,-,0.01,0.03,6.42
Cooper Kupp WR - LA View News View Videos,@SF,-,-,-,0.4,-,45.28,0.3,-,-,0.03,6.31
Devin Funchess WR - CAR,NO,-,-,-,-,-,45.73,0.29,-,0.01,0.03,6.27
Jordan Matthews WR - BUF,DEN,-,-,-,-,-,45.34,0.25,-,0.01,0.03,5.99
Geronimo Allison WR - GB,CIN,-,-,-,0.06,-,44.08,0.27,-,-,0.03,5.97
Kendall Wright WR - CHI,PIT,-,-,-,-,-,44.02,0.26,-,-,0.02,5.92
Deonte Thompson WR - BUF,DEN,-,-,-,-,-,40.26,0.3,-,-,0.05,5.73
Donte Moncrief WR - IND,CLE,-,-,-,-,-,39.84,0.29,-,0.01,0.02,5.70
Jermaine Kearse WR - NYJ,MIA,-,-,-,-,-,39.63,0.28,-,-,0.02,5.60
Robert Woods WR - LA View News View Videos,@SF,-,-,-,0.02,-,42.4,0.23,-,0.01,0.03,5.58
Cole Beasley WR - DAL,@ARI,-,-,-,-,-,41.64,0.24,-,-,0.03,5.54
Brandon Marshall WR - NYG,@PHI,-,-,-,-,-,42.06,0.22,-,-,0.02,5.49
Terrance Williams WR - DAL,@ARI,-,-,-,-,-,39.89,0.25,-,-,0.02,5.45
Jeremy Kerley WR,Bye,-,-,-,-,-,41.73,0.21,-,-,0.03,-
Eli Rogers WR - PIT,@CHI,-,-,-,0.04,-,40.96,0.22,-,-,0.03,5.36
Zay Jones WR - BUF,DEN,-,-,-,0.43,0.01,39.01,0.23,-,-,0.03,5.32
Nelson Agholor WR - PHI,NYG,-,-,-,1.21,0.01,36.1,0.25,-,0.01,0.03,5.25
Travis Benjamin WR - LAC,KC,-,-,-,0.43,0.01,36.71,0.23,-,-,0.02,5.11
Russell Shepard WR - CAR,NO,-,-,-,-,-,36.39,0.25,-,-,0.02,5.10
Chris Conley WR - KC,@LAC,-,-,-,-,-,36.85,0.21,-,-,0.02,4.91
Robby Anderson WR - NYJ,MIA,-,-,-,0.23,-,36.68,0.2,-,-,0.03,4.83
Brandon Coleman WR - NO,@CAR,-,-,-,-,-,34.26,0.24,-,-,0.02,4.83
Jamison Crowder WR - WAS,OAK,-,-,-,-,-,36.07,0.21,-,-,0.03,4.81
Markus Wheaton WR - CHI,PIT,-,-,-,-,-,34.86,0.22,-,0.01,0.03,4.77
Tyler Boyd WR - CIN,@GB,-,-,-,1.35,0.01,34.36,0.18,-,-,0.03,4.65
Bruce Ellington WR - HOU,@NE,-,-,-,0.02,-,35.11,0.2,-,-,0.03,4.65
Marquise Goodwin WR - SF,LA,-,-,-,-,-,35.49,0.17,-,-,0.02,4.53
Mike Wallace WR - BAL,@JAX,-,-,-,-,-,35.07,0.17,-,-,0.02,4.49
Adam Humphries WR - TB,@MIN,-,-,-,0.47,-,33.8,0.18,-,0.01,0.03,4.47
Jaron Brown WR - ARI View News,DAL,-,-,-,-,-,33.44,0.19,-,0.01,0.02,4.46
Kenny Golladay WR - DET,ATL,-,-,-,0.19,0.01,30.07,0.23,-,0.01,0.03,4.43
Rashard Higgins WR - CLE,@IND,-,-,-,1.01,0.01,30.76,0.17,-,0.01,0.03,4.22
Breshad Perriman WR - BAL,@JAX,-,-,-,0.05,-,29.35,0.17,-,-,0.02,3.92
Albert Wilson WR - KC View News View Videos,@LAC,-,-,-,0.7,-,28.42,0.17,-,-,0.02,3.89
Laquon Treadwell WR - MIN,TB,-,-,-,0.22,0.01,27.86,0.17,-,0.01,0.02,3.87
Josh Bellamy WR - CHI,PIT,-,-,-,0.73,0.01,26.04,0.15,-,-,0.02,3.60
Andre Holmes WR - BUF,DEN,-,-,-,-,-,24.22,0.2,-,-,0.01,3.60
Bennie Fowler WR - DEN,@BUF,-,-,-,-,-,24.82,0.19,-,-,0.02,3.58
Torrey Smith WR - PHI,NYG,-,-,-,-,-,25.97,0.16,-,-,0.02,3.52
Trent Taylor WR - SF,LA,-,-,-,0.24,-,25.1,0.16,-,-,0.02,3.45
Darius Jennings WR - TEN,SEA,-,-,-,-,-,25.21,0.14,-,-,0.03,3.30
T.J. Jones WR - DET,ATL,-,-,-,-,-,23.95,0.15,-,0.01,0.02,3.28
Cordarrelle Patterson WR - OAK,@WAS,-,-,-,5,0.04,18.82,0.11,-,-,0.05,3.18
Kamar Aiken WR - IND,CLE,-,-,-,-,-,23.89,0.13,-,-,0.02,3.13
