Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Julio Jones WR - ATL View News View Videos,GB,-,-,-,0.71,0.01,89.63,0.65,-,0.01,0.04,12.93
Jordy Nelson WR - GB,@ATL,-,-,-,0.39,-,78.21,0.62,-,-,0.04,11.50
A.J. Green WR - CIN,HOU,-,-,-,0.11,-,84.16,0.52,-,-,0.04,11.47
Antonio Brown WR - PIT,MIN,-,-,-,0.1,-,77.24,0.57,-,0.02,0.04,11.11
Dez Bryant WR - DAL,@DEN,-,-,-,0.02,-,73.81,0.61,-,0.01,0.04,10.98
Mike Evans WR - TB,CHI,-,-,-,0.28,-,76.5,0.51,-,0.02,0.04,10.70
Michael Thomas WR - NO,NE,-,-,-,0.4,0.01,73.02,0.54,-,-,0.04,10.56
T.Y. Hilton WR - IND,ARI,-,-,-,0.05,-,74.81,0.47,-,0.01,0.04,10.25
Tyreek Hill WR - KC View News View Videos,PHI,-,-,-,17.17,0.14,56.19,0.35,-,-,0.06,10.16
Brandin Cooks WR - NE,@NO,-,-,-,1.27,0.01,68.51,0.44,-,0.01,0.04,9.62
Doug Baldwin WR - SEA,SF,-,-,-,1.75,0.01,66.69,0.46,-,0.01,0.04,9.60
Eric Decker WR - TEN View News,@JAX,-,-,-,-,-,66.08,0.49,-,-,0.03,9.49
Rishard Matthews WR - TEN View Videos,@JAX,-,-,-,0.08,-,64.85,0.47,-,0.01,0.03,9.27
Keenan Allen WR - LAC,MIA,-,-,-,0.87,0.01,66.05,0.41,-,0.01,0.04,9.15
Pierre Garcon WR - SF,@SEA,-,-,-,-,-,66.43,0.42,-,-,0.03,9.10
Odell Beckham WR - NYG,DET,-,-,-,0.5,-,65.35,0.43,-,-,0.04,9.09
Davante Adams WR - GB,@ATL,-,-,-,1.35,0.01,61.08,0.47,-,0.02,0.04,9.08
DeAndre Hopkins WR - HOU View Videos,@CIN,-,-,-,0.33,-,68.26,0.37,-,0.01,0.04,9.02
Martavis Bryant WR - PIT,MIN,-,-,-,4.54,0.03,60.9,0.37,-,-,0.04,8.86
Jarvis Landry WR - MIA,@LAC,-,-,-,0.78,-,65.6,0.35,-,0.01,0.04,8.68
Sammy Watkins WR - LA View Videos,WAS,-,-,-,0.47,0.01,60.6,0.42,-,0.01,0.03,8.65
Demaryius Thomas WR - DEN,DAL,-,-,-,0.29,-,64.47,0.37,-,0.01,0.04,8.64
Golden Tate WR - DET,@NYG,-,-,-,1.23,0.01,63.2,0.35,-,0.01,0.04,8.54
DeSean Jackson WR - TB,CHI,-,-,-,-,-,61.42,0.4,-,0.01,0.03,8.50
Emmanuel Sanders WR - DEN,DAL,-,-,-,0.12,-,63.11,0.37,-,-,0.03,8.48
Randall Cobb WR - GB,@ATL,-,-,-,1.67,0.01,57.49,0.42,-,0.01,0.03,8.46
Alshon Jeffery WR - PHI,@KC,-,-,-,0.17,-,61.5,0.38,-,-,0.03,8.39
Tyrell Williams WR - LAC,MIA,-,-,-,0.63,0.01,58.61,0.38,-,-,0.03,8.20
Stefon Diggs WR - MIN,@PIT,-,-,-,1.05,0.01,59.05,0.36,-,-,0.04,8.15
Taylor Gabriel WR - ATL,GB,-,-,-,2.22,0.02,56.15,0.37,-,-,0.03,8.12
Adam Thielen WR - MIN,@PIT,-,-,-,0.33,-,56.31,0.42,-,-,0.03,8.12
Michael Crabtree WR - OAK,NYJ,-,-,-,-,-,59.94,0.36,-,-,0.03,8.09
Ted Ginn WR - NO,NE,-,-,-,2.9,0.02,56.42,0.32,-,0.01,0.04,7.91
Terrelle Pryor WR - WAS,@LA,-,-,-,0.32,-,59.53,0.32,-,0.01,0.04,7.85
Larry Fitzgerald WR - ARI View Videos,@IND,-,-,-,-,-,58.84,0.33,-,0.01,0.03,7.82
Chris Hogan WR - NE,@NO,-,-,-,0.02,-,54.14,0.41,-,-,0.03,7.82
Kenny Britt WR - NE,@NO,-,-,-,0.18,-,58.07,0.33,-,0.01,0.03,7.77
Marqise Lee WR - JAX View Videos,TEN,-,-,-,0.82,0.01,55.35,0.34,-,-,0.04,7.64
J.J. Nelson WR - ARI View News,@IND,-,-,-,0.37,-,53.95,0.36,-,0.01,0.03,7.55
Kelvin Benjamin WR - BUF View Videos,@CAR,-,-,-,0.07,-,52.76,0.37,-,-,0.03,7.44
Amari Cooper WR - OAK,NYJ,-,-,-,1.12,0.01,53.67,0.31,-,0.01,0.03,7.36
Brandon LaFell WR - CIN View News,HOU,-,-,-,0.02,-,53.72,0.31,-,-,0.03,7.17
Marvin Jones WR - DET,@NYG,-,-,-,0.1,-,53.87,0.3,-,-,0.03,7.14
Mohamed Sanu WR - ATL View Videos,GB,-,-,-,1.41,0.01,46.88,0.37,-,-,0.03,7.05
Kenny Stills WR - MIA,@LAC,-,-,-,0.63,-,48.38,0.36,-,0.01,0.03,7.02
Breshad Perriman WR - BAL,CLE,-,-,-,0.4,0.01,50.13,0.32,-,-,0.03,6.97
DeVante Parker WR - MIA,@LAC,-,-,-,0.64,-,48.8,0.32,-,0.01,0.03,6.82
Jordan Matthews WR - BUF,@CAR,-,-,-,0.19,-,50.12,0.3,-,0.01,0.03,6.79
Robert Woods WR - LA View News View Videos,WAS,-,-,-,0.4,0.01,49.47,0.29,-,0.01,0.03,6.75
Zay Jones WR - BUF,@CAR,-,-,-,1.18,0.01,48.82,0.29,-,-,0.03,6.74
Cole Beasley WR - DAL,@DEN,-,-,-,0.01,-,48.82,0.3,-,-,0.03,6.62
Jeremy Maclin WR - BAL,CLE,-,-,-,0.2,-,48.75,0.28,-,0.01,0.02,6.56
Sterling Shepard WR - NYG,DET,-,-,-,1.38,0.01,44.2,0.33,-,-,0.03,6.54
Brandon Marshall WR - NYG,DET,-,-,-,-,-,48.43,0.28,-,0.01,0.03,6.48
Tyler Lockett WR - SEA,SF,-,-,-,3.31,0.03,44.59,0.27,-,-,0.06,6.47
Paul Richardson WR - SEA,SF,-,-,-,0.51,0.01,44.18,0.33,-,-,0.04,6.43
Corey Davis WR - TEN View Videos,@JAX,-,-,-,0.49,-,45.97,0.28,-,-,0.03,6.27
Donte Moncrief WR - IND,ARI,-,-,-,0.28,0.01,42.57,0.32,-,0.01,0.03,6.23
Devin Funchess WR - CAR,BUF,-,-,-,0.44,0.01,40.77,0.29,-,0.01,0.02,5.90
Travis Benjamin WR - LAC,MIA,-,-,-,1.27,0.01,42.2,0.25,-,-,0.02,5.87
Mike Wallace WR - BAL,CLE,-,-,-,0.11,-,45.33,0.23,-,-,0.03,5.86
Corey Coleman WR - CLE,@BAL,-,-,-,1.6,0.01,44.12,0.21,-,-,0.03,5.83
Deonte Thompson WR - BUF,@CAR,-,-,-,-,-,42.5,0.28,-,-,0.05,5.83
Kendall Wright WR - CHI,@TB,-,-,-,0.1,-,42.65,0.26,-,-,0.02,5.80
Robby Anderson WR - NYJ,@OAK,-,-,-,0.4,-,42.13,0.25,-,-,0.03,5.69
Eli Rogers WR - PIT,MIN,-,-,-,0.57,0.01,41.91,0.24,-,-,0.03,5.69
Josh Doctson WR - WAS,@LA,-,-,-,0.02,-,41.94,0.25,-,-,0.03,5.64
Jamison Crowder WR - WAS,@LA,-,-,-,0.53,-,40.6,0.26,-,-,0.03,5.61
Kenny Golladay WR - DET,@NYG,-,-,-,0.54,-,40.36,0.25,-,-,0.03,5.53
Allen Hurns WR - JAX,TEN,-,-,-,0.31,-,40.31,0.25,-,-,0.03,5.50
