Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Ameer Abdullah RB - DET,Bye,-,-,-,-,-,-,-,-,-,-,-
Jay Ajayi RB - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Javorius Allen RB - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
C.J. Anderson RB - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Antonio Andrews RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Dri Archer RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Cameron Artis-Payne RB - CAR,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Asiata RB,Bye,-,-,-,-,-,-,-,-,-,-,-
George Atkinson RB - KC,Bye,-,-,-,-,-,-,-,-,-,-,-
Joe Banyard RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Peyton Barber RB - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
Kenjon Barner RB - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Le'Veon Bell RB - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Giovani Bernard RB - CIN View News,Bye,-,-,-,-,-,-,-,-,-,-,-
Kapri Bibbs RB - WAS,Bye,-,-,-,-,-,-,-,-,-,-,-
LeGarrette Blount RB - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
Alfred Blue RB - HOU,Bye,-,-,-,-,-,-,-,-,-,-,-
Brandon Bolden RB - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
Devontae Booker RB - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Matt Breida RB - SF,Bye,-,-,-,-,-,-,-,-,-,-,-
Zac Brooks RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Mack Brown RB - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Malcolm Brown RB - LA,Bye,-,-,-,-,-,-,-,-,-,-,-
Rex Burkhead RB - NE,Bye,-,-,-,-,-,-,-,-,-,-,-
Brandon Burks RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Travaris Cadet RB - BUF,Bye,-,-,-,-,-,-,-,-,-,-,-
Ka'Deem Carey RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Chris Carson RB - SEA,Bye,-,-,-,-,-,-,-,-,-,-,-
Tra Carson RB - CIN,Bye,-,-,-,-,-,-,-,-,-,-,-
Jamaal Charles RB - DEN,Bye,-,-,-,-,-,-,-,-,-,-,-
Corey Clement RB - PHI,Bye,-,-,-,-,-,-,-,-,-,-,-
David Cobb RB,Bye,-,-,-,-,-,-,-,-,-,-,-
Tarik Cohen RB - CHI View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Tevin Coleman RB - ATL View News View Videos,Bye,-,-,-,-,-,-,-,-,-,-,-
Alex Collins RB - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
James Conner RB - PIT,Bye,-,-,-,-,-,-,-,-,-,-,-
Dalvin Cook RB - MIN,Bye,-,-,-,-,-,-,-,-,-,-,-
John Crockett RB - BAL,Bye,-,-,-,-,-,-,-,-,-,-,-
Alan Cross RB - TB,Bye,-,-,-,-,-,-,-,-,-,-,-
Isaiah Crowell RB - CLE,Bye,-,-,-,-,-,-,-,-,-,-,-
Benny Cunningham RB - CHI,Bye,-,-,-,-,-,-,-,-,-,-,-
