Player,Opp,Yds,TD,Int,Yds,TD,Yds,TD,FumTD,2PT,Lost,Points
Melvin Gordon RB - LAC,BUF,-,-,-,77.9,0.66,32.2,0.18,-,-,0.13,15.79
Todd Gurley RB - LA View News View Videos,@MIN,-,-,-,75.83,0.6,35.52,0.2,-,0.01,0.16,15.64
Le'Veon Bell RB - PIT,TEN,-,-,-,86.05,0.6,29.02,0.1,-,0.01,0.16,15.41
LeSean McCoy RB - BUF View Videos,@LAC,-,-,-,81.31,0.55,29.04,0.09,-,0.01,0.16,14.58
Mark Ingram RB - NO,WAS,-,-,-,79.28,0.64,22.7,0.09,-,0.02,0.14,14.34
Kareem Hunt RB - KC View News View Videos,@NYG,-,-,-,77.72,0.48,28.45,0.12,-,0.01,0.13,13.98
Alvin Kamara RB - NO View Videos,WAS,-,-,-,52.35,0.49,42.34,0.25,-,0.01,0.11,13.71
Jordan Howard RB - CHI,DET,-,-,-,85.47,0.53,12.69,0.06,-,0.01,0.13,13.12
Tevin Coleman RB - ATL View News View Videos,@SEA,-,-,-,68.85,0.41,24.84,0.17,-,0.01,0.13,12.61
Orleans Darkwa RB - NYG,KC,-,-,-,69.38,0.54,11.83,0.05,-,0.01,0.09,11.50
Lamar Miller RB - HOU,ARI,-,-,-,62.96,0.43,20.28,0.12,-,0.01,0.11,11.42
Jamaal Williams RB - GB,BAL,-,-,-,65.21,0.43,18.24,0.09,-,0.01,0.12,11.25
Leonard Fournette RB - JAX View Videos,@CLE,-,-,-,66.22,0.41,14.05,0.07,-,-,0.12,10.67
Kenyan Drake RB - MIA,TB,-,-,-,52.19,0.48,16.7,0.08,-,0.01,0.1,10.07
Adrian Peterson RB - ARI,@HOU,-,-,-,65.34,0.37,12.5,0.05,-,0.01,0.15,10.02
Doug Martin RB - TB,@MIA,-,-,-,60.46,0.43,12.2,0.05,-,0.02,0.11,9.97
Isaiah Crowell RB - CLE,JAX,-,-,-,56.5,0.35,17.27,0.07,-,0.01,0.11,9.70
Jay Ajayi RB - PHI,@DAL,-,-,-,63.3,0.34,11.84,0.05,-,0.01,0.11,9.65
Marshawn Lynch RB - OAK,NE,-,-,-,57.01,0.43,9.96,0.05,-,0.01,0.08,9.44
Joe Mixon RB - CIN,@DEN,-,-,-,49.41,0.34,20.62,0.08,-,0.01,0.09,9.36
Ameer Abdullah RB - DET,@CHI,-,-,-,59.01,0.35,12.23,0.05,-,0.01,0.12,9.30
Latavius Murray RB - MIN,LA,-,-,-,60.73,0.4,7.49,0.04,-,0.01,0.1,9.28
Chris Thompson RB - WAS,@NO,-,-,-,28.69,0.17,41.7,0.23,-,-,0.09,9.26
Jerick McKinnon RB - MIN,LA,-,-,-,40.95,0.3,26.38,0.11,-,0.01,0.09,9.03
