FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Michael,Thomas,Fantasy What Now?,1.0,5,14.88,100%,23,23,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.4,80.7,0.6,0.0,0.0,0.0
Chris,Hogan,W (Jan 10),1.0,9,12.38,97%,47,47,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.6,62.2,0.6,0.0,0.0,0.0
Kelvin,Benjamin,W (Jan 10),1.0,6,11.63,96%,59,59,0.0,0.0,0.0,0.0,0.0,0.0,8.1,4.6,66.8,0.4,0.0,0.0,0.0
DeSean,Jackson,Fantasy What Now?,1.0,1,10.80,93%,71,71,0.0,0.0,0.0,0.3,1.5,0.0,6.9,4.5,68.6,0.3,0.0,0.0,0.2
Pierre,Garcon,W (Jan 10),1.0,11,10.51,88%,73,73,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.3,60.8,0.3,0.0,0.0,0.0
Terrelle,Pryor,W (Jan 10),1.0,5,10.38,94%,78,78,0.0,0.0,0.0,0.4,3.5,0.0,5.7,4.2,54.5,0.4,0.0,0.0,0.1
Tyrell,Williams,W (Jan 10),1.0,9,10.21,76%,82,82,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.2,61.4,0.3,0.0,0.0,0.0
Will,Fuller,W (Jan 10),1.0,7,10.02,89%,84,84,0.0,0.0,0.0,0.5,2.1,0.0,5.1,3.8,49.5,0.5,0.0,0.0,0.0
Allen,Hurns,W (Jan 10),1.0,8,9.62,43%,92,92,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.9,60.0,0.2,0.0,0.0,0.0
Taylor,Gabriel,W (Jan 10),1.0,5,9.26,29%,107,107,0.0,0.0,0.0,1.7,7.9,0.1,5.6,4.1,47.8,0.2,0.0,0.0,0.0
John,Brown,W (Jan 10),1.0,8,9.15,43%,112,112,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.5,51.6,0.4,0.0,0.0,0.0
Taywan,Taylor,W (Jan 10),1.0,8,9.07,1%,115,115,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.9,49.0,0.4,0.0,0.0,0.0
Willie,Snead,W (Jan 10),1.0,5,9.01,78%,120,120,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.9,52.9,0.2,0.0,0.0,0.0
Jaron,Brown,W (Jan 10),1.0,8,8.95,41%,121,121,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.5,49.5,0.4,0.0,0.0,0.0
Kenny,Stills,W (Jan 10),1.0,1,8.70,18%,128,128,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.2,51.5,0.3,0.0,0.0,0.0
Kendall,Wright,W (Jan 10),1.0,9,8.64,14%,131,131,0.0,0.0,0.0,0.2,1.6,0.0,7.5,4.4,50.2,0.2,0.0,0.0,0.0
Martavis,Bryant,Fantasy What Now?,1.0,9,8.61,90%,133,133,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.5,50.4,0.3,0.0,0.0,0.0
Torrey,Smith,W (Jan 10),1.0,10,8.60,10%,134,134,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.7,49.7,0.3,0.0,0.0,0.0
Eric,Decker,W (Jan 10),1.0,8,8.17,43%,148,148,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.3,44.3,0.3,0.0,0.0,0.0
Breshad,Perriman,W (Jan 10),1.0,10,7.96,3%,158,158,0.0,0.0,0.0,0.2,1.1,0.0,5.0,3.0,45.5,0.3,0.0,0.0,0.0
J.J.,Nelson,W (Jan 10),1.0,8,7.95,38%,159,159,0.0,0.0,0.0,0.4,3.5,0.0,5.0,2.6,48.1,0.3,0.0,0.0,0.0
JuJu,Smith-Schuster,Fantasy What Now?,1.0,9,7.87,14%,162,162,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.0,44.3,0.3,0.0,0.0,0.0
Roger,Lewis,W (Jan 10),1.0,8,7.56,21%,168,168,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.5,44.0,0.2,0.0,0.0,0.0
Donte,Moncrief,W (Jan 10),1.0,11,7.56,45%,169,169,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.8,39.4,0.4,0.0,0.0,0.0
