FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Travis,Kelce,Natty Lights,1.0,10,13.93,100%,18,18,0.0,0.0,0.0,0.0,0.0,0.0,8.2,6.0,77.8,0.6,0.0,0.0,0.1
Jimmy,Graham,Fantasy What Now?,1.0,6,11.89,99%,31,31,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.2,63.8,0.5,0.0,0.1,0.1
Jack,Doyle,Shen and the Pencils,1.0,11,11.57,92%,35,35,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.5,57.5,0.5,0.0,0.0,0.0
Evan,Engram,Shen Sucks YoungHoe!,1.0,8,10.69,91%,48,48,0.0,0.0,0.0,0.0,0.0,0.0,7.6,5.3,57.5,0.4,0.0,0.1,0.1
Cameron,Brate,W (Jan 10),1.0,1,9.15,94%,92,92,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.2,44.7,0.4,0.0,0.0,0.0
Jared,Cook,Pedialyte Powered,1.0,10,9.14,81%,93,93,0.0,0.0,0.0,0.0,0.0,0.0,5.5,4.1,46.2,0.4,0.0,0.1,0.0
Jason,Witten,Give Me Your Pencil,1.0,6,8.71,89%,109,109,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.7,45.5,0.3,0.0,0.0,0.0
Vernon,Davis,W (Jan 10),1.0,5,8.55,61%,113,113,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.1,46.2,0.3,0.0,0.0,0.0
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,8.21,78%,119,119,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.7,42.8,0.3,0.0,0.1,0.0
Austin,Hooper,W (Jan 10),1.0,5,7.40,66%,146,146,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.0,40.1,0.3,0.0,0.0,0.0
Delanie,Walker,Flacc-o'-lantern,1.0,8,7.00,87%,158,158,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.3,40.6,0.2,0.0,0.0,0.1
George,Kittle,W (Jan 10),1.0,11,6.89,13%,161,161,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.6,37.2,0.2,0.0,0.0,0.0
O.J.,Howard,W (Jan 10),1.0,1,6.58,32%,173,173,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.8,32.1,0.2,0.0,0.1,0.1
Ed,Dickson,W (Jan 10),1.0,11,6.34,40%,181,181,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.9,32.6,0.3,0.0,0.0,0.0
Tyler,Kroft,W (Jan 10),1.0,6,6.15,40%,185,185,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.0,28.8,0.3,0.0,0.0,0.0
A.J.,Derby,W (Jan 10),1.0,1,5.75,7%,194,194,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.5,30.4,0.2,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,5.69,17%,198,198,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.9,29.7,0.2,0.0,0.0,0.0
Ryan,Griffin,W (Jan 10),1.0,7,5.65,5%,199,199,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.6,26.8,0.3,0.0,0.0,0.0
Trey,Burton,W (Jan 10),1.0,10,5.14,7%,205,205,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.9,27.0,0.2,0.0,0.0,0.0
Julius,Thomas,W (Jan 10),1.0,1,5.06,15%,207,207,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.7,30.6,0.1,0.0,0.0,0.1
Jermaine,Gresham,W (Jan 10),1.0,8,4.94,1%,209,209,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,22.7,0.2,0.0,0.0,0.0
