FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,9.60,62%,94,94,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.6,48.8,0.4,0.0,0.0,0.0
Martellus,Bennett,W (Jan 10),1.0,9,8.66,90%,130,130,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.2,44.8,0.3,0.0,0.1,0.1
Jordan,Reed,W (Jan 10),1.0,5,8.49,95%,136,136,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.0,43.1,0.4,0.0,0.0,0.1
Austin,Hooper,W (Jan 10),1.0,5,8.10,50%,150,150,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.3,47.2,0.3,0.0,0.0,0.0
Cameron,Brate,W (Jan 10),1.0,1,8.01,89%,154,154,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.1,40.0,0.3,0.0,0.0,0.0
Zach,Miller,W (Jan 10),1.0,9,7.88,23%,161,161,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.7,38.1,0.4,0.0,0.0,0.0
Coby,Fleener,W (Jan 10),1.0,5,7.39,50%,174,174,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.3,39.8,0.3,0.0,0.0,0.0
Ed,Dickson,W (Jan 10),1.0,11,7.35,51%,177,177,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.4,37.8,0.3,0.0,0.0,0.0
Ryan,Griffin,W (Jan 10),1.0,7,7.10,8%,188,188,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.3,33.6,0.4,0.0,0.0,0.0
Jesse,James,W (Jan 10),1.0,9,6.51,29%,197,197,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.9,29.2,0.4,0.0,0.0,0.0
George,Kittle,W (Jan 10),1.0,11,6.09,8%,208,208,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.2,32.9,0.2,0.0,0.0,0.0
David,Njoku,W (Jan 10),1.0,9,6.04,18%,210,210,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.9,32.6,0.3,0.0,0.0,0.1
Seth,DeValve,W (Jan 10),1.0,9,6.02,0%,212,212,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.9,30.8,0.2,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,6.01,16%,213,213,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.1,31.4,0.2,0.0,0.0,0.0
Antonio,Gates,W (Jan 10),1.0,9,5.90,25%,215,215,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.4,28.4,0.2,0.0,0.1,0.0
Jermaine,Gresham,W (Jan 10),1.0,8,5.85,1%,216,216,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.3,26.9,0.3,0.0,0.0,0.0
A.J.,Derby,W (Jan 10),1.0,1,5.18,4%,232,232,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.3,27.4,0.2,0.0,0.0,0.0
Julius,Thomas,W (Jan 10),1.0,1,5.11,20%,234,234,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.7,31.0,0.1,0.0,0.0,0.1
Vernon,Davis,W (Jan 10),1.0,5,4.62,6%,241,241,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.2,25.0,0.2,0.0,0.0,0.0
