FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Antonio,Brown,Playoffs!!??,1.0,9,16.13,100%,10,10,0.0,0.0,0.0,0.0,0.0,0.0,9.7,6.5,93.6,0.6,0.0,0.1,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,15.86,100%,11,11,0.0,0.0,0.0,0.0,0.0,0.0,9.9,7.7,90.5,0.5,0.0,0.0,0.0
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,14.78,100%,15,15,0.0,0.0,0.0,0.0,0.0,0.0,10.1,6.4,91.6,0.4,0.0,0.0,0.1
A.J.,Green,Fantasy What Now?,1.0,6,14.58,100%,17,17,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.5,81.6,0.6,0.0,0.0,0.0
Brandin,Cooks,Flacc-o'-lantern,1.0,9,13.87,100%,23,23,0.0,0.0,0.0,0.4,2.2,0.0,7.7,5.2,84.2,0.4,0.0,0.0,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,13.32,100%,29,29,0.0,0.0,0.0,0.0,0.0,0.0,7.9,5.5,68.2,0.6,0.0,0.1,0.0
Tyreek,Hill,Flacc-o'-lantern,1.0,10,13.15,100%,32,32,0.0,0.0,0.0,1.8,12.8,0.1,6.3,5.0,59.8,0.4,0.1,0.1,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,12.64,100%,33,33,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.1,69.5,0.5,0.0,0.1,0.0
Golden,Tate,Playoffs!!??,1.0,7,12.59,98%,35,35,0.0,0.0,0.0,0.2,0.9,0.0,9.4,6.5,72.8,0.3,0.0,0.0,0.0
Adam,Thielen,I AM the danger!!!,1.0,9,12.36,96%,36,36,0.0,0.0,0.0,0.0,0.0,0.0,7.9,5.0,70.3,0.5,0.0,0.0,0.0
Jamison,Crowder,Shen Sucks YoungHoe!,1.0,5,12.22,72%,37,37,0.0,0.0,0.0,0.4,2.0,0.0,9.1,6.0,65.9,0.4,0.0,0.0,0.0
DeAndre,Hopkins,Give Me Your Pencil,1.0,7,12.07,100%,38,38,0.0,0.0,0.0,0.0,0.0,0.0,9.7,5.5,66.1,0.4,0.0,0.1,0.0
Emmanuel,Sanders,Playoffs!!??,1.0,5,11.89,91%,39,39,0.0,0.0,0.0,0.1,1.1,0.0,8.8,5.3,65.9,0.4,0.0,0.0,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,11.80,96%,40,40,0.0,0.0,0.0,0.0,0.0,0.0,8.6,6.1,69.6,0.3,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,11.75,100%,41,41,0.0,0.0,0.0,0.0,0.0,0.0,8.4,4.8,64.2,0.5,0.0,0.1,0.0
Stefon,Diggs,Natty Lights,1.0,9,11.73,97%,42,42,0.0,0.0,0.0,0.2,0.8,0.0,7.1,5.7,61.6,0.4,0.0,0.1,0.0
Michael,Crabtree,Shen Sucks YoungHoe!,1.0,10,11.68,98%,43,43,0.0,0.0,0.0,0.0,0.0,0.0,7.6,4.7,57.2,0.6,0.0,0.1,0.0
Robert,Woods,Natty Lights,1.0,8,11.29,89%,45,45,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.7,65.3,0.4,0.0,0.0,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,10.96,98%,53,53,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.1,63.1,0.4,0.0,0.0,0.0
Amari,Cooper,Pedialyte Powered,1.0,10,10.95,99%,54,54,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.6,63.4,0.4,0.0,0.0,0.1
DeVante,Parker,I AM the danger!!!,1.0,1,10.91,88%,55,55,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.6,57.4,0.5,0.0,0.0,0.0
Alshon,Jeffery,Shen and the Pencils,1.0,10,10.88,99%,56,56,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.2,58.8,0.5,0.0,0.0,0.0
Jarvis,Landry,Natty Lights,1.0,1,10.87,96%,57,57,0.0,0.0,0.0,0.2,1.2,0.0,9.7,5.9,55.5,0.4,0.0,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,10.61,97%,60,60,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.1,57.7,0.3,0.0,0.0,0.0
Marqise,Lee,BigmouthBilly Bajema,1.0,8,10.49,73%,63,63,0.0,0.0,0.0,0.4,0.6,0.0,8.8,5.4,57.2,0.3,0.0,0.0,0.0
JuJu,Smith-Schuster,Fantasy What Now?,1.0,9,10.36,92%,70,70,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.3,59.3,0.3,0.0,0.0,0.0
Jeremy,Maclin,W (Jan 10),1.0,10,9.74,67%,77,77,0.0,0.0,0.0,0.1,0.9,0.0,6.8,4.9,49.0,0.4,0.0,0.0,0.0
Mohamed,Sanu,Natty Lights,1.0,5,9.67,65%,78,78,0.0,0.0,0.0,0.3,1.0,0.0,7.2,4.6,52.7,0.3,0.0,0.0,0.0
Corey,Davis,Pedialyte Powered,1.0,8,9.54,51%,83,83,0.0,0.0,0.0,0.0,0.9,0.0,7.3,4.4,53.6,0.3,0.0,0.1,0.0
Nelson,Agholor,Shen Sucks YoungHoe!,1.0,10,9.28,80%,88,88,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.8,48.9,0.4,0.0,0.0,0.0
Paul,Richardson,Playoffs!!??,1.0,6,9.05,62%,94,94,0.0,0.0,0.0,0.1,0.4,0.0,6.1,4.1,52.5,0.3,0.0,0.0,0.0
Danny,Amendola,Playoffs!!??,1.0,9,8.92,49%,98,98,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.4,49.0,0.3,0.0,0.0,0.0
Ted,Ginn,Flacc-o'-lantern,1.0,5,8.90,79%,99,99,0.0,0.0,0.0,0.5,3.6,0.0,5.4,3.4,50.0,0.4,0.0,0.0,0.1
Rishard,Matthews,Shen Sucks YoungHoe!,1.0,8,8.89,76%,101,101,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.9,48.2,0.4,0.0,0.0,0.0
DeSean,Jackson,Fantasy What Now?,1.0,1,8.86,89%,103,103,0.0,0.0,0.0,0.3,1.3,0.0,6.9,3.7,55.2,0.3,0.0,0.0,0.1
Marvin,Jones,Give Me Your Pencil,1.0,7,8.76,88%,109,109,0.0,0.0,0.0,0.0,0.0,0.0,7.1,3.7,50.4,0.3,0.0,0.0,0.0
Kelvin,Benjamin,W (Jan 10),1.0,6,8.66,94%,110,110,0.0,0.0,0.0,0.0,0.0,0.0,6.8,3.4,49.7,0.3,0.0,0.0,0.0
Josh,Doctson,W (Jan 10),1.0,5,8.46,27%,118,118,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.6,47.6,0.3,0.0,0.0,0.0
Jordy,Nelson,Playoffs!!??,1.0,8,8.45,95%,120,120,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.5,45.0,0.3,0.0,0.0,0.0
Tyler,Lockett,W (Jan 10),1.0,6,8.39,43%,124,124,0.0,0.0,0.0,0.3,4.1,0.0,4.7,3.3,48.3,0.3,0.0,0.0,0.0
Davante,Adams,Shen and the Pencils,1.0,8,8.22,93%,130,130,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.6,47.0,0.3,0.0,0.0,0.1
