FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
A.J.,Green,Fantasy What Now?,1.0,6,15.71,100%,18,18,0.0,0.0,0.0,0.0,0.0,0.0,8.9,6.0,87.9,0.7,0.0,0.0,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,15.28,100%,21,21,0.0,0.0,0.0,0.0,0.0,0.0,10.2,7.5,87.2,0.5,0.0,0.0,0.0
Zay,Jones,W (Jan 10),1.0,6,9.60,14%,100,100,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.5,55.7,0.3,0.0,0.0,0.0
Josh,Doctson,W (Jan 10),1.0,5,9.38,43%,104,104,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.0,52.8,0.3,0.0,0.0,0.0
Jeremy,Maclin,W (Jan 10),1.0,10,9.18,68%,111,111,0.0,0.0,0.0,0.2,1.1,0.0,6.1,4.1,45.5,0.4,0.0,0.0,0.0
Kenny,Stills,W (Jan 10),1.0,1,8.65,66%,133,133,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.2,51.3,0.3,0.0,0.0,0.0
Tyler,Lockett,W (Jan 10),1.0,6,8.64,43%,134,134,0.0,0.0,0.0,0.3,4.2,0.0,4.7,3.4,49.8,0.3,0.0,0.0,0.0
Eric,Decker,W (Jan 10),1.0,8,8.62,28%,135,135,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.5,46.8,0.4,0.0,0.0,0.0
Dontrelle,Inman,W (Jan 10),1.0,9,8.42,9%,144,144,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.2,54.6,0.1,0.0,0.0,0.0
DeSean,Jackson,Fantasy What Now?,1.0,1,8.17,88%,155,155,0.0,0.0,0.0,0.3,1.2,0.0,6.9,3.4,51.1,0.3,0.0,0.0,0.1
Deonte,Thompson,W (Jan 10),1.0,6,8.08,5%,157,157,0.0,0.0,0.0,0.3,1.3,0.0,5.4,4.5,48.6,0.1,0.0,0.0,0.0
Martavis,Bryant,Fantasy What Now?,1.0,9,8.07,54%,158,158,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.9,49.2,0.2,0.0,0.0,0.0
Terrance,Williams,W (Jan 10),1.0,6,7.62,17%,169,169,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.2,43.9,0.3,0.0,0.0,0.0
Ryan,Grant,W (Jan 10),1.0,5,7.56,3%,173,173,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.7,41.2,0.3,0.0,0.0,0.0
Donte,Moncrief,W (Jan 10),1.0,11,7.49,27%,174,174,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.8,39.1,0.3,0.0,0.0,0.0
Brandon,LaFell,W (Jan 10),1.0,6,7.43,6%,176,176,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,40.7,0.3,0.0,0.0,0.0
Tavarres,King,W (Jan 10),1.0,8,7.39,0%,178,178,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.0,40.1,0.2,0.0,0.0,0.0
Bruce,Ellington,W (Jan 10),1.0,7,7.34,6%,182,182,0.0,0.0,0.0,0.0,0.0,0.0,7.1,3.8,41.0,0.2,0.0,0.0,0.0
Cole,Beasley,W (Jan 10),1.0,6,7.33,18%,183,183,0.0,0.0,0.0,0.1,0.2,0.0,5.1,4.0,42.8,0.2,0.0,0.0,0.0
Jordan,Matthews,W (Jan 10),1.0,6,7.25,20%,184,184,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.6,45.8,0.1,0.0,0.0,0.0
Trent,Taylor,W (Jan 10),1.0,11,7.05,0%,190,190,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.3,41.5,0.2,0.0,0.0,0.0
Roger,Lewis,W (Jan 10),1.0,8,7.04,2%,191,191,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.3,41.0,0.2,0.0,0.0,0.0
Torrey,Smith,W (Jan 10),1.0,10,6.98,5%,193,193,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.0,41.6,0.2,0.0,0.0,0.0
Ricardo,Louis,W (Jan 10),1.0,9,6.88,1%,195,195,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.3,40.3,0.2,0.0,0.0,0.0
Kenny,Golladay,W (Jan 10),1.0,7,6.86,11%,196,196,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.0,37.3,0.3,0.0,0.0,0.0
J.J.,Nelson,W (Jan 10),1.0,8,6.83,11%,198,198,0.0,0.0,0.0,0.4,3.0,0.0,4.7,2.2,41.3,0.2,0.0,0.0,0.0
Jaron,Brown,W (Jan 10),1.0,8,6.50,6%,202,202,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.9,37.0,0.1,0.0,0.0,0.0
Taylor,Gabriel,W (Jan 10),1.0,5,6.48,12%,204,204,0.0,0.0,0.0,1.2,5.5,0.1,4.0,2.9,33.5,0.1,0.0,0.0,0.0
Adam,Humphries,W (Jan 10),1.0,1,6.15,4%,221,221,0.0,0.0,0.0,0.1,0.6,0.0,5.8,3.4,34.9,0.2,0.0,0.0,0.0
Mike,Williams,W (Jan 10),1.0,9,6.15,5%,222,222,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.6,38.5,0.2,0.0,0.0,0.1
Kendall,Wright,W (Jan 10),1.0,9,6.13,4%,225,225,0.0,0.0,0.0,0.2,1.2,0.0,5.6,3.1,35.6,0.2,0.0,0.0,0.0
Kenny,Britt,W (Jan 10),1.0,9,5.84,16%,234,234,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.4,36.5,0.2,0.0,0.0,0.0
Brandon,Coleman,W (Jan 10),1.0,5,5.83,4%,235,235,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.4,31.2,0.3,0.0,0.0,0.0
Russell,Shepard,W (Jan 10),1.0,11,5.81,1%,236,236,0.0,0.0,0.0,0.1,0.5,0.0,4.4,2.8,38.1,0.1,0.0,0.0,0.0
