FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,17.15,100%,12,12,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.8,103,0.6,0.0,0.1,0.1
Antonio,Brown,Playoffs!!??,1.0,9,16.38,100%,14,14,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.1,91.7,0.6,0.0,0.1,0.0
Brandin,Cooks,Flacc-o'-lantern,1.0,9,16.20,100%,16,16,0.0,0.0,0.0,0.4,4.1,0.0,9.0,6.8,93.1,0.5,0.0,0.0,0.0
Amari,Cooper,Pedialyte Powered,1.0,10,15.55,100%,20,20,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.2,88.9,0.6,0.0,0.1,0.1
Jordy,Nelson,Playoffs!!??,1.0,8,15.30,100%,22,22,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.9,82.0,0.7,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,15.06,100%,24,24,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.8,80.0,0.7,0.0,0.1,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,14.87,100%,25,25,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.2,80.8,0.6,0.0,0.0,0.0
A.J.,Green,Fantasy What Now?,1.0,6,14.49,100%,27,27,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.7,82.0,0.6,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,14.22,100%,30,30,0.0,0.0,0.0,0.0,0.0,0.0,8.7,5.6,79.6,0.6,0.0,0.0,0.0
Odell,Beckham,W (Jan 10),1.0,8,14.18,100%,32,32,0.0,0.0,0.0,0.1,0.5,0.0,9.0,5.4,79.4,0.5,0.1,0.1,0.1
Tyreek,Hill,Flacc-o'-lantern,1.0,10,14.13,99%,35,35,0.0,0.0,0.0,2.3,16.2,0.1,7.6,5.4,62.1,0.4,0.1,0.1,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,14.08,100%,36,36,0.0,0.0,0.0,0.0,0.5,0.0,7.5,5.8,74.2,0.6,0.0,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,13.75,97%,38,38,0.0,0.0,0.0,0.0,0.0,0.0,10.8,7.1,75.7,0.4,0.0,0.1,0.0
Terrelle,Pryor,W (Jan 10),1.0,5,13.01,99%,47,47,0.0,0.0,0.0,0.5,4.5,0.0,8.0,4.9,72.1,0.5,0.0,0.0,0.1
DeAndre,Hopkins,Give Me Your Pencil,1.0,7,12.89,99%,49,49,0.0,0.0,0.0,0.0,0.0,0.0,11.3,5.6,71.9,0.5,0.0,0.1,0.0
Michael,Crabtree,Shen Sucks YoungHoe!,1.0,10,12.87,98%,50,50,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.9,67.7,0.5,0.0,0.1,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,12.85,99%,51,51,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.4,71.3,0.5,0.0,0.0,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,12.76,98%,52,52,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.8,67.2,0.5,0.0,0.0,0.0
Randall,Cobb,Flacc-o'-lantern,1.0,8,12.48,90%,56,56,0.0,0.0,0.0,1.0,3.7,0.0,8.6,6.1,67.4,0.4,0.0,0.0,0.1
DeVante,Parker,I AM the danger!!!,1.0,1,12.43,94%,57,57,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.8,67.7,0.5,0.0,0.0,0.0
Sammy,Watkins,I AM the danger!!!,1.0,8,12.36,95%,58,58,0.0,0.0,0.0,0.1,0.5,0.0,7.6,4.8,70.6,0.5,0.0,0.0,0.0
Alshon,Jeffery,Shen and the Pencils,1.0,10,12.29,99%,59,59,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.7,67.2,0.5,0.0,0.0,0.0
Kelvin,Benjamin,W (Jan 10),1.0,6,11.95,97%,63,63,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.5,64.1,0.5,0.0,0.0,0.0
Golden,Tate,Playoffs!!??,1.0,7,11.94,96%,64,64,0.0,0.0,0.0,0.2,0.8,0.0,9.0,5.8,67.9,0.4,0.0,0.0,0.0
Stefon,Diggs,Natty Lights,1.0,9,11.68,96%,69,69,0.0,0.0,0.0,0.2,0.9,0.0,9.5,5.6,66.7,0.4,0.0,0.0,0.0
Jarvis,Landry,Natty Lights,1.0,1,11.62,95%,70,70,0.0,0.0,0.0,0.3,1.4,0.0,8.3,5.5,65.4,0.3,0.0,0.1,0.0
