FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Tom,Brady,Shen and the Pencils,1.0,9,21.19,100%,1,1,322,2.6,0.5,1.6,3.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Aaron,Rodgers,Fantasy What Now?,1.0,8,20.03,100%,2,2,279,2.2,0.5,3.2,18.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Drew,Brees,Natty Lights,1.0,5,19.52,100%,4,4,335,2.4,1.0,0.7,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,18.92,99%,6,6,273,1.7,0.7,5.7,30.6,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Matt,Ryan,Flacc-o'-lantern,1.0,5,18.74,100%,7,7,309,2.3,0.7,2.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Dak,Prescott,Fantasy What Now?,1.0,6,16.91,95%,12,12,244,1.5,0.5,3.6,20.8,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Philip,Rivers,Playoffs!!??,1.0,9,15.94,87%,17,17,276,2.1,0.9,0.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,15.90,97%,18,18,218,1.6,0.6,3.5,22.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Tyrod,Taylor,Pedialyte Powered,1.0,6,15.81,45%,19,19,224,1.2,0.6,6.8,33.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jameis,Winston,Flacc-o'-lantern,1.0,1,15.30,93%,24,24,260,1.9,0.9,3.3,8.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Carson,Wentz,W (Jan 10),1.0,10,15.12,80%,26,26,259,1.7,0.8,2.6,10.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Alex,Smith,Shen and the Pencils,1.0,10,14.99,64%,27,27,238,1.4,0.4,1.2,9.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Trevor,Siemian,Playoffs!!??,1.0,5,14.97,50%,28,28,256,1.9,0.9,1.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carson,Palmer,W (Jan 10),1.0,8,14.94,63%,29,29,279,1.9,0.9,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jared,Goff,BigmouthBilly Bajema,1.0,8,14.81,22%,30,30,291,1.8,1.1,1.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,14.57,96%,33,33,240,1.8,0.6,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Jay,Cutler,W (Jan 10),1.0,1,14.46,30%,38,38,274,1.8,1.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam,Newton,Fantasy What Now?,1.0,11,14.43,89%,40,40,202,1.2,0.8,5.2,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,14.37,93%,42,42,251,1.5,0.7,2.3,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Derek,Carr,Give Me Your Pencil,1.0,10,14.07,96%,44,44,243,1.6,0.7,2.1,4.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andy,Dalton,I AM the danger!!!,1.0,6,13.92,46%,46,46,236,1.5,0.8,3.0,9.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Blake,Bortles,Pedialyte Powered,1.0,8,13.86,16%,49,49,254,1.4,1.3,3.7,14.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.4
Eli,Manning,I AM the danger!!!,1.0,8,13.60,59%,50,50,252,1.8,1.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Kirk,Cousins,Give Me Your Pencil,1.0,5,13.56,93%,51,51,248,1.4,0.8,1.5,4.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Deshaun,Watson,W (Jan 10),1.0,7,11.72,33%,71,71,185,1.0,0.8,2.8,23.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Joe,Flacco,Natty Lights,1.0,10,11.51,18%,74,74,231,1.1,0.8,1.1,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Case,Keenum,I AM the danger!!!,1.0,9,10.98,3%,83,83,247,1.1,1.1,2.1,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone,Kizer,Pedialyte Powered,1.0,9,9.80,8%,114,114,161,0.9,0.8,3.2,18.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Mike,Glennon,W (Jan 10),1.0,9,9.77,3%,117,117,197,1.2,0.9,1.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Brian,Hoyer,W (Jan 10),1.0,9,9.44,8%,124,124,173,1.2,0.7,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jacoby,Brissett,Natty Lights,1.0,11,8.29,3%,163,163,150,0.6,0.7,3.4,12.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,McCown,W (Jan 10),1.0,11,7.61,2%,192,192,182,1.0,1.1,0.9,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5
Drew,Stanton,W (Jan 10),1.0,8,0.00,0%,394,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,397,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,404,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine,Gabbert,W (Jan 10),1.0,8,0.00,0%,411,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,413,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,1%,414,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mallett,W (Jan 10),1.0,10,0.00,0%,423,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Moore,W (Jan 10),1.0,1,0.00,0%,440,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J.,Yates,W (Jan 10),0.0,7,0.00,0%,442,442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Heaps,W (Jan 10),0.0,6,0.00,0%,454,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton,Lynch,W (Jan 10),1.0,5,0.00,0%,473,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Tolzien,W (Jan 10),1.0,11,0.00,0%,475,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
