FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,14.63,100%,19,19,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.9,91.2,0.4,0.0,0.0,0.1
Michael,Thomas,Fantasy What Now?,1.0,5,14.42,100%,21,21,0.0,0.0,0.0,0.0,0.0,0.0,9.4,6.9,82.1,0.5,0.0,0.0,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,14.40,99%,22,22,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.5,84.4,0.5,0.0,0.0,0.0
A.J.,Green,Fantasy What Now?,1.0,6,12.90,100%,28,28,0.0,0.0,0.0,0.0,0.0,0.0,9.8,5.7,69.7,0.5,0.0,0.0,0.0
Adam,Thielen,I AM the danger!!!,1.0,9,12.65,98%,31,31,0.0,0.0,0.0,0.0,0.0,0.0,7.6,5.0,69.7,0.5,0.0,0.0,0.0
T.Y.,Hilton,I AM the danger!!!,1.0,11,12.60,95%,32,32,0.0,0.0,0.0,0.0,0.0,0.0,10.3,6.6,75.3,0.3,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,12.58,99%,33,33,0.0,0.0,0.0,0.0,0.0,0.0,9.4,5.1,68.3,0.5,0.0,0.1,0.0
Stefon,Diggs,Natty Lights,1.0,9,12.08,96%,38,38,0.0,0.0,0.0,0.2,0.8,0.0,7.1,5.9,63.4,0.4,0.0,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,11.90,98%,39,39,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.2,67.4,0.3,0.0,0.0,0.0
Golden,Tate,Playoffs!!??,1.0,7,11.86,96%,40,40,0.0,0.0,0.0,0.2,0.8,0.0,8.3,6.1,68.5,0.3,0.0,0.0,0.0
Jarvis,Landry,Natty Lights,1.0,1,11.50,96%,44,44,0.0,0.0,0.0,0.2,1.2,0.0,9.7,6.3,57.2,0.4,0.0,0.1,0.0
Marquise,Goodwin,BigmouthBilly Bajema,1.0,11,11.46,67%,46,46,0.0,0.0,0.0,0.8,4.8,0.0,8.6,4.4,67.2,0.3,0.0,0.0,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,11.37,99%,48,48,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.0,61.9,0.4,0.0,0.1,0.0
Marvin,Jones,Give Me Your Pencil,1.0,7,11.14,94%,52,52,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.0,59.9,0.5,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,11.11,99%,53,53,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.7,58.5,0.5,0.0,0.1,0.0
Brandin,Cooks,Flacc-o'-lantern,1.0,9,11.09,100%,54,54,0.0,0.0,0.0,0.3,1.9,0.0,6.1,4.0,66.6,0.4,0.0,0.0,0.0
Michael,Crabtree,Shen Sucks YoungHoe!,1.0,10,10.95,97%,57,57,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.4,53.6,0.5,0.0,0.1,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,10.56,97%,62,62,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.4,60.0,0.3,0.0,0.0,0.0
Amari,Cooper,Pedialyte Powered,1.0,10,10.20,87%,67,67,0.0,0.0,0.0,0.0,0.0,0.0,8.6,4.6,52.3,0.5,0.0,0.0,0.1
JuJu,Smith-Schuster,Fantasy What Now?,1.0,9,10.16,93%,68,68,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.9,60.6,0.3,0.0,0.0,0.0
Jamison,Crowder,Shen Sucks YoungHoe!,1.0,5,10.02,84%,72,72,0.0,0.0,0.0,0.3,1.7,0.0,7.9,4.8,58.2,0.3,0.0,0.0,0.0
Josh,Doctson,W (Jan 10),1.0,5,9.93,38%,74,74,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.3,55.9,0.4,0.0,0.0,0.0
Devin,Funchess,Flacc-o'-lantern,1.0,11,9.80,92%,80,80,0.0,0.0,0.0,0.0,0.0,0.0,7.4,4.2,52.2,0.4,0.0,0.1,0.0
Paul,Richardson,Playoffs!!??,1.0,6,9.76,56%,82,82,0.0,0.0,0.0,0.1,0.4,0.0,6.7,4.4,56.6,0.3,0.0,0.0,0.0
Mike,Wallace,Pedialyte Powered,1.0,10,9.65,56%,86,86,0.0,0.0,0.0,0.5,2.8,0.0,7.3,4.3,59.8,0.2,0.0,0.0,0.1
Rishard,Matthews,Shen Sucks YoungHoe!,1.0,8,9.50,75%,90,90,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.9,55.7,0.3,0.0,0.0,0.0
Mohamed,Sanu,Natty Lights,1.0,5,9.50,77%,91,91,0.0,0.0,0.0,0.2,1.0,0.0,6.8,4.5,51.7,0.3,0.0,0.0,0.0
Josh,Gordon,Give Me Your Pencil,1.0,9,9.46,86%,93,93,0.0,0.0,0.0,0.2,0.9,0.0,8.3,4.7,48.9,0.4,0.0,0.0,0.0
Kelvin,Benjamin,W (Jan 10),1.0,6,9.41,65%,95,95,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.2,52.4,0.3,0.0,0.0,0.0
Randall,Cobb,Flacc-o'-lantern,1.0,8,9.40,58%,98,98,0.0,0.0,0.0,0.8,3.0,0.0,7.1,4.5,50.2,0.3,0.0,0.0,0.1
DeVante,Parker,I AM the danger!!!,1.0,1,9.35,60%,101,101,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.2,52.6,0.3,0.0,0.0,0.0
Will,Fuller,W (Jan 10),1.0,7,9.29,41%,104,104,0.0,0.0,0.0,0.4,1.8,0.0,7.5,3.4,53.3,0.3,0.0,0.0,0.0
Martavis,Bryant,Fantasy What Now?,1.0,9,9.24,85%,105,105,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.2,49.2,0.5,0.0,0.0,0.0
Danny,Amendola,Playoffs!!??,1.0,9,9.04,52%,114,114,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.0,50.5,0.2,0.0,0.0,0.0
Kenny,Stills,W (Jan 10),1.0,1,8.97,52%,117,117,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.3,53.1,0.3,0.0,0.0,0.0
Tyrell,Williams,W (Jan 10),1.0,9,8.70,40%,128,128,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.6,52.4,0.3,0.0,0.0,0.0
Corey,Davis,Pedialyte Powered,1.0,8,8.58,30%,135,135,0.0,0.0,0.0,0.0,0.8,0.0,6.3,4.0,48.3,0.3,0.0,0.1,0.0
Kenny,Golladay,W (Jan 10),1.0,7,8.56,10%,137,137,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.7,46.4,0.3,0.0,0.0,0.0
Zay,Jones,W (Jan 10),1.0,6,8.48,14%,139,139,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.0,49.2,0.3,0.0,0.0,0.0
Roger,Lewis,W (Jan 10),1.0,8,8.46,2%,140,140,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.9,49.2,0.3,0.0,0.0,0.0
Robby,Anderson,BigmouthBilly Bajema,1.0,11,8.37,84%,143,143,0.0,0.0,0.0,0.3,1.6,0.0,6.4,3.2,46.2,0.3,0.0,0.0,0.0
Dede,Westbrook,Shen and the Pencils,1.0,8,8.32,46%,146,146,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.7,50.4,0.2,0.0,0.0,0.0
Tyler,Lockett,W (Jan 10),1.0,6,8.24,39%,149,149,0.0,0.0,0.0,0.2,4.0,0.0,4.7,3.2,47.5,0.2,0.0,0.0,0.0
