FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Le'Veon,Bell,Flacc-o'-lantern,1.0,9,19.93,100%,1,1,0.0,0.0,0.0,17.1,83.7,0.7,6.6,4.9,38.3,0.2,0.0,0.1,0.1
Kareem,Hunt,I AM the danger!!!,1.0,10,17.38,99%,4,4,0.0,0.0,0.0,15.8,79.1,0.7,3.7,2.9,29.2,0.2,0.0,0.0,0.1
Ezekiel,Elliott,Give Me Your Pencil,1.0,6,17.23,100%,7,7,0.0,0.0,0.0,17.8,90.1,0.8,3.0,2.5,16.4,0.1,0.0,0.1,0.1
LeSean,McCoy,Pedialyte Powered,1.0,6,16.70,100%,10,10,0.0,0.0,0.0,17.3,82.6,0.6,3.2,2.8,24.1,0.1,0.0,0.1,0.1
Melvin,Gordon,Shen and the Pencils,1.0,9,14.81,100%,20,20,0.0,0.0,0.0,16.2,66.2,0.6,3.4,3.0,25.8,0.1,0.0,0.0,0.1
Devonta,Freeman,Natty Lights,1.0,5,14.79,100%,21,21,0.0,0.0,0.0,14.7,66.0,0.5,3.3,3.0,28.1,0.1,0.0,0.0,0.1
Jordan,Howard,Playoffs!!??,1.0,9,13.13,100%,34,34,0.0,0.0,0.0,16.3,71.3,0.6,2.3,1.6,14.0,0.1,0.0,0.0,0.1
Mark,Ingram,Natty Lights,1.0,5,12.47,97%,41,41,0.0,0.0,0.0,15.7,68.5,0.4,2.9,2.7,19.5,0.0,0.0,0.0,0.1
Christian,McCaffrey,Give Me Your Pencil,1.0,11,12.10,98%,43,43,0.0,0.0,0.0,6.5,25.8,0.2,8.4,5.5,42.1,0.3,0.0,0.0,0.1
Jerick,McKinnon,Fantasy What Now?,1.0,9,12.02,92%,44,44,0.0,0.0,0.0,11.0,45.4,0.3,3.9,3.8,28.7,0.2,0.0,0.0,0.0
LeGarrette,Blount,W (Jan 10),1.0,10,11.32,91%,52,52,0.0,0.0,0.0,16.8,74.7,0.5,0.5,0.8,4.5,0.0,0.0,0.0,0.1
Jay,Ajayi,Pedialyte Powered,1.0,10,11.18,99%,53,53,0.0,0.0,0.0,16.9,61.3,0.4,2.4,2.0,14.9,0.1,0.0,0.0,0.1
Dion,Lewis,Playoffs!!??,1.0,9,11.09,69%,54,54,0.0,0.0,0.0,9.8,42.6,0.3,3.9,3.2,26.7,0.1,0.0,0.0,0.0
Joe,Mixon,I AM the danger!!!,1.0,6,10.76,93%,58,58,0.0,0.0,0.0,10.4,50.3,0.3,2.9,2.4,22.6,0.1,0.0,0.0,0.1
Lamar,Miller,Shen Sucks YoungHoe!,1.0,7,10.74,98%,59,59,0.0,0.0,0.0,14.0,58.1,0.3,3.3,2.6,16.7,0.1,0.0,0.0,0.1
Alvin,Kamara,Natty Lights,1.0,5,10.50,86%,63,63,0.0,0.0,0.0,4.7,23.0,0.2,6.8,4.5,35.5,0.2,0.0,0.0,0.0
Carlos,Hyde,Playoffs!!??,1.0,11,9.89,98%,73,73,0.0,0.0,0.0,14.5,52.6,0.3,2.4,2.0,16.1,0.1,0.0,0.0,0.1
Doug,Martin,Shen and the Pencils,1.0,1,9.88,93%,74,74,0.0,0.0,0.0,13.5,57.5,0.3,2.1,1.6,12.3,0.1,0.0,0.0,0.1
Ameer,Abdullah,BigmouthBilly Bajema,1.0,7,9.53,88%,80,80,0.0,0.0,0.0,12.3,50.3,0.3,2.1,1.8,15.9,0.1,0.0,0.0,0.1
