FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Aaron,Rodgers,Fantasy What Now?,1.0,8,21.37,100%,1,1,291,2.3,0.5,3.3,19.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Tom,Brady,Shen and the Pencils,1.0,9,20.91,100%,2,2,315,2.6,0.5,1.6,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Matt,Ryan,Flacc-o'-lantern,1.0,5,18.09,100%,5,5,299,2.2,0.7,2.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cam,Newton,Fantasy What Now?,1.0,11,17.79,96%,7,7,239,1.5,0.8,5.8,29.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Drew,Brees,Natty Lights,1.0,5,17.66,100%,8,8,306,2.2,1.0,0.7,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,16.69,94%,10,10,288,1.7,0.7,2.6,8.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Derek,Carr,Give Me Your Pencil,1.0,10,16.49,97%,12,12,275,1.9,0.7,2.3,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Dak,Prescott,Fantasy What Now?,1.0,6,16.12,93%,14,14,233,1.5,0.5,3.4,19.9,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,15.82,98%,15,15,260,2.0,0.6,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,15.56,97%,16,16,227,1.4,0.7,4.7,25.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Kirk,Cousins,Give Me Your Pencil,1.0,5,15.56,92%,17,17,282,1.6,0.8,1.8,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Carson,Wentz,W (Jan 10),1.0,10,15.42,80%,18,18,264,1.7,0.8,2.6,10.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Jay,Cutler,W (Jan 10),1.0,1,15.28,38%,19,19,270,1.9,0.9,0.0,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip,Rivers,Playoffs!!??,1.0,9,15.12,90%,22,22,263,2.0,0.9,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2
Trevor,Siemian,Playoffs!!??,1.0,5,14.80,52%,24,24,247,1.9,0.8,1.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex,Smith,Shen and the Pencils,1.0,10,14.41,60%,28,28,229,1.4,0.4,1.2,8.9,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,14.32,96%,31,31,205,1.5,0.6,3.4,21.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Andy,Dalton,I AM the danger!!!,1.0,6,13.99,45%,38,38,238,1.5,0.9,3.0,9.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jameis,Winston,Flacc-o'-lantern,1.0,1,13.79,94%,40,40,237,1.7,0.9,3.1,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Tyrod,Taylor,Pedialyte Powered,1.0,6,13.62,41%,42,42,193,1.0,0.5,5.9,28.8,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Carson,Palmer,W (Jan 10),1.0,8,13.27,52%,45,45,250,1.7,0.9,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jared,Goff,BigmouthBilly Bajema,1.0,8,13.23,12%,48,48,263,1.6,1.1,0.9,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Eli,Manning,I AM the danger!!!,1.0,8,12.90,56%,56,56,241,1.7,1.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Blake,Bortles,Pedialyte Powered,1.0,8,11.63,12%,69,69,215,1.2,1.1,3.1,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3
Joe,Flacco,Natty Lights,1.0,10,11.60,22%,70,70,232,1.1,0.8,1.1,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Brian,Hoyer,W (Jan 10),1.0,9,10.35,8%,95,95,189,1.3,0.8,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Deshaun,Watson,W (Jan 10),1.0,7,10.16,14%,100,100,164,0.9,0.8,2.4,20.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Mike,Glennon,W (Jan 10),1.0,9,10.15,4%,101,101,204,1.3,1.0,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Jacoby,Brissett,Natty Lights,1.0,11,9.94,2%,105,105,175,0.7,0.6,3.9,14.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone,Kizer,Pedialyte Powered,1.0,9,9.30,9%,128,128,162,0.9,0.8,0.7,16.7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Case,Keenum,I AM the danger!!!,1.0,9,8.58,1%,164,164,206,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,McCown,W (Jan 10),1.0,11,8.32,2%,176,176,198,1.1,1.2,1.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5
Drew,Stanton,W (Jan 10),1.0,8,0.00,0%,398,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,401,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,408,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine,Gabbert,W (Jan 10),1.0,8,0.00,0%,415,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,417,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,1%,418,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
