FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Aaron,Rodgers,Fantasy What Now?,1.0,8,21.22,100%,1,1,290,2.3,0.5,3.3,19.1,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Tom,Brady,Shen and the Pencils,1.0,9,21.22,100%,2,2,320,2.6,0.5,1.6,3.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Cam,Newton,Fantasy What Now?,1.0,11,18.95,98%,4,4,254,1.6,0.8,6.2,31.3,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Matt,Ryan,Flacc-o'-lantern,1.0,5,17.95,100%,6,6,297,2.2,0.7,2.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Kirk,Cousins,Give Me Your Pencil,1.0,5,17.33,98%,7,7,305,1.9,0.8,1.7,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,17.00,99%,10,10,241,1.7,0.6,4.0,25.1,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,16.88,100%,11,11,240,1.6,0.6,4.8,25.8,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,16.29,98%,12,12,267,2.0,0.6,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Dak,Prescott,Fantasy What Now?,1.0,6,16.19,96%,13,13,231,1.5,0.4,3.4,20.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Brees,Natty Lights,1.0,5,16.08,100%,16,16,278,2.0,0.8,0.6,1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Derek,Carr,Give Me Your Pencil,1.0,10,16.01,96%,17,17,268,1.9,0.7,2.3,4.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,15.92,90%,18,18,274,1.7,0.7,2.4,8.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Tyrod,Taylor,Pedialyte Powered,1.0,6,15.83,51%,19,19,223,1.2,0.5,6.8,33.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Andy,Dalton,I AM the danger!!!,1.0,6,15.26,81%,23,23,253,1.6,0.7,3.2,10.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Eli,Manning,I AM the danger!!!,1.0,8,14.84,77%,26,26,274,1.9,1.1,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Carson,Palmer,W (Jan 10),1.0,8,14.82,68%,27,27,278,1.9,1.0,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Carson,Wentz,W (Jan 10),1.0,10,13.25,63%,38,38,243,1.3,0.8,2.5,10.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Philip,Rivers,Playoffs!!??,1.0,9,13.09,91%,39,39,229,1.7,0.8,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Joe,Flacco,Natty Lights,1.0,10,12.67,26%,44,44,246,1.3,0.8,1.2,3.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Sam,Bradford,W (Jan 10),1.0,9,12.20,24%,56,56,236,1.4,0.5,0.9,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Alex,Smith,Shen and the Pencils,1.0,10,11.64,22%,61,61,186,1.1,0.4,1.0,7.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Mike,Glennon,W (Jan 10),1.0,9,10.87,5%,81,81,216,1.4,0.9,1.1,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Blake,Bortles,Pedialyte Powered,1.0,8,10.66,16%,88,88,197,1.1,1.0,2.9,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Brian,Hoyer,W (Jan 10),1.0,9,10.26,12%,97,97,186,1.3,0.7,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jared,Goff,BigmouthBilly Bajema,1.0,8,10.19,6%,100,100,218,1.2,1.0,0.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
DeShone,Kizer,Pedialyte Powered,1.0,9,9.06,10%,137,137,157,0.9,0.8,0.7,16.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Trevor,Siemian,Playoffs!!??,1.0,5,7.87,6%,178,178,147,0.9,0.4,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Tolzien,W (Jan 10),1.0,11,6.38,1%,227,227,147,0.9,1.2,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Savage,W (Jan 10),1.0,7,6.38,2%,228,228,131,0.9,0.7,0.3,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Josh,McCown,W (Jan 10),1.0,11,3.91,1%,288,288,93.2,0.5,0.6,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Drew,Stanton,W (Jan 10),1.0,8,0.00,0%,369,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,372,372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,378,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine,Gabbert,W (Jan 10),1.0,8,0.00,0%,387,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,389,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,1%,390,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mallett,W (Jan 10),1.0,10,0.00,0%,399,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Moore,W (Jan 10),0.0,1,0.00,0%,416,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J.,Yates,W (Jan 10),1.0,7,0.00,0%,419,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Heaps,W (Jan 10),0.0,6,0.00,0%,431,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton,Lynch,W (Jan 10),1.0,5,0.00,0%,451,451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Hackenberg,W (Jan 10),1.0,11,0.00,0%,454,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,Henne,W (Jan 10),1.0,8,0.00,0%,458,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby,Brissett,Natty Lights,1.0,11,0.00,1%,460,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody,Kessler,W (Jan 10),1.0,9,0.00,0%,461,461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Cook,W (Jan 10),1.0,10,0.00,0%,464,464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale,Jones,W (Jan 10),1.0,9,0.00,0%,471,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Hogan,W (Jan 10),1.0,9,0.00,0%,478,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Johnson,W (Jan 10),0.0,7,0.00,0%,490,490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate,Sudfeld,W (Jan 10),0.0,10,0.00,0%,492,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Rudock,W (Jan 10),1.0,7,0.00,0%,493,493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon,Allen,W (Jan 10),1.0,8,0.00,0%,497,497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
