FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Jimmy,Graham,Fantasy What Now?,1.0,6,11.09,99%,66,66,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.7,48.4,0.7,0.0,0.0,0.1
Charles,Clay,W (Jan 10),1.0,6,8.19,32%,156,156,0.0,0.0,0.0,0.0,0.0,0.0,6.3,4.2,44.4,0.3,0.0,0.0,0.1
Austin,Hooper,W (Jan 10),1.0,5,7.83,61%,165,165,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.0,40.3,0.3,0.0,0.0,0.0
Jesse,James,W (Jan 10),1.0,9,7.76,24%,168,168,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.7,37.3,0.4,0.0,0.0,0.0
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,7.54,46%,176,176,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.4,39.2,0.3,0.0,0.1,0.0
Julius,Thomas,W (Jan 10),1.0,1,7.07,30%,187,187,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.4,37.5,0.3,0.0,0.0,0.1
O.J.,Howard,W (Jan 10),1.0,1,7.04,26%,188,188,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.1,37.3,0.3,0.0,0.1,0.1
Vernon,Davis,W (Jan 10),1.0,5,6.96,51%,190,190,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.3,37.1,0.3,0.0,0.0,0.0
Cameron,Brate,W (Jan 10),1.0,1,6.48,63%,204,204,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.8,32.8,0.3,0.0,0.0,0.0
David,Njoku,W (Jan 10),1.0,9,6.31,8%,208,208,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.0,34.1,0.3,0.0,0.0,0.2
Benjamin,Watson,W (Jan 10),1.0,10,6.25,14%,214,214,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.2,32.6,0.2,0.0,0.0,0.0
Garrett,Celek,W (Jan 10),1.0,11,6.23,2%,215,215,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.7,33.0,0.3,0.0,0.0,0.0
Marcedes,Lewis,W (Jan 10),1.0,8,5.96,7%,226,226,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,24.0,0.4,0.0,0.0,0.0
Tyler,Kroft,W (Jan 10),1.0,6,5.94,34%,227,227,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.9,27.9,0.3,0.0,0.0,0.0
Stephen,Anderson,W (Jan 10),1.0,7,5.89,17%,229,229,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.4,27.5,0.2,0.0,0.0,0.0
Austin,Traylor,W (Jan 10),1.0,5,5.72,0%,238,238,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.2,30.1,0.2,0.0,0.0,0.0
Seth,DeValve,W (Jan 10),1.0,9,5.05,0%,257,257,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4,25.9,0.2,0.0,0.0,0.0
Josh,Hill,W (Jan 10),1.0,5,4.68,0%,264,264,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.3,22.7,0.2,0.0,0.0,0.0
Tyler,Higbee,W (Jan 10),1.0,8,4.65,1%,265,265,0.0,0.0,0.0,0.0,0.0,0.0,3.3,2.5,23.0,0.2,0.0,0.0,0.0
Antonio,Gates,W (Jan 10),1.0,9,4.56,14%,267,267,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.7,21.9,0.1,0.0,0.1,0.0
Nick,Boyle,W (Jan 10),1.0,10,4.03,0%,276,276,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.2,22.5,0.1,0.0,0.0,0.0
George,Kittle,W (Jan 10),1.0,11,3.95,2%,277,277,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.1,21.3,0.1,0.0,0.0,0.0
Richard,Rodgers,W (Jan 10),1.0,8,3.80,0%,280,280,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.2,21.8,0.1,0.0,0.0,0.0
Dion,Sims,W (Jan 10),1.0,9,3.74,0%,281,281,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,19.6,0.1,0.0,0.0,0.0
Jonnu,Smith,W (Jan 10),1.0,8,3.69,0%,283,283,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.7,21.3,0.1,0.0,0.0,0.0
Dwayne,Allen,W (Jan 10),1.0,9,3.33,2%,290,290,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,15.6,0.2,0.0,0.0,0.0
Nick,O'Leary,W (Jan 10),1.0,6,3.21,0%,292,292,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.5,17.7,0.1,0.0,0.0,0.0
Lance,Kendricks,W (Jan 10),1.0,8,3.15,0%,294,294,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.6,16.0,0.1,0.0,0.0,0.0
Darren,Fells,W (Jan 10),1.0,7,2.93,1%,298,298,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.6,16.4,0.1,0.0,0.0,0.0
Brent,Celek,W (Jan 10),1.0,10,2.87,0%,301,301,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.4,16.7,0.1,0.0,0.0,0.0
Ed,Dickson,W (Jan 10),1.0,11,2.85,13%,302,302,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,14.7,0.1,0.0,0.0,0.0
Gerald,Everett,W (Jan 10),1.0,8,2.83,0%,303,303,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.4,14.9,0.1,0.0,0.0,0.0
David,Morgan,W (Jan 10),1.0,9,2.78,0%,304,304,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4,15.9,0.1,0.0,0.0,0.0
A.J.,Derby,W (Jan 10),1.0,1,2.68,1%,306,306,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,14.2,0.1,0.0,0.0,0.0
Niles,Paul,W (Jan 10),1.0,5,2.64,0%,307,307,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.0,16.5,0.0,0.0,0.0,0.0
Trey,Burton,W (Jan 10),1.0,10,2.62,8%,308,308,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.5,13.7,0.1,0.0,0.0,0.0
Jeff,Heuerman,W (Jan 10),1.0,5,2.59,0%,310,310,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.4,15.4,0.1,0.0,0.0,0.0
Luke,Willson,W (Jan 10),1.0,6,2.51,0%,313,313,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.3,14.8,0.1,0.0,0.0,0.0
Virgil,Green,W (Jan 10),1.0,5,2.47,0%,315,315,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.4,14.7,0.0,0.0,0.0,0.0
Levine,Toilolo,W (Jan 10),1.0,5,2.21,0%,322,322,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8,10.5,0.1,0.0,0.0,0.0
Maxx,Williams,W (Jan 10),1.0,10,1.89,0%,328,328,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.3,9.9,0.0,0.0,0.0,0.0
Anthony,Fasano,W (Jan 10),1.0,1,1.68,0%,335,335,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,10.1,0.0,0.0,0.0,0.0
C.J.,Uzomah,W (Jan 10),1.0,6,1.28,0%,343,343,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.6,7.0,0.0,0.0,0.0,0.0
Rhett,Ellison,W (Jan 10),1.0,8,0.88,0%,355,355,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.7,5.0,0.0,0.0,0.0,0.0
