FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Tom,Brady,Shen and the Pencils,1.0,9,18.83,100%,2,2,283,2.3,0.4,1.4,3.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Dak,Prescott,Fantasy What Now?,1.0,6,18.41,98%,4,4,252,1.8,0.5,3.6,21.7,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Matt,Ryan,Flacc-o'-lantern,1.0,5,17.78,99%,6,6,310,2.1,0.8,2.1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Brees,Natty Lights,1.0,5,17.24,100%,8,8,284,2.1,0.8,0.7,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Cam,Newton,Fantasy What Now?,1.0,11,17.11,98%,9,9,229,1.6,0.8,5.7,26.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Carson,Wentz,W (Jan 10),1.0,10,16.70,95%,11,11,256,1.9,0.6,2.5,10.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,15.44,94%,16,16,236,1.4,0.6,3.6,22.9,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,14.81,98%,19,19,223,1.4,0.7,4.7,22.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Kirk,Cousins,Give Me Your Pencil,1.0,5,14.82,96%,20,20,260,1.7,0.8,1.7,4.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Alex,Smith,Shen and the Pencils,1.0,10,14.77,92%,21,21,229,1.5,0.4,1.1,8.1,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Carson,Palmer,W (Jan 10),1.0,8,14.62,79%,23,23,265,1.8,0.7,0.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Derek,Carr,Give Me Your Pencil,1.0,10,13.44,80%,34,34,244,1.5,0.8,2.1,4.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,13.36,87%,35,35,241,1.6,0.8,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Tyrod,Taylor,Pedialyte Powered,1.0,6,13.29,58%,36,36,199,1.1,0.5,6.0,26.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Andy,Dalton,I AM the danger!!!,1.0,6,13.12,55%,37,37,228,1.5,0.7,2.9,9.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Trevor,Siemian,Playoffs!!??,1.0,5,12.36,35%,42,42,225,1.5,0.9,1.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip,Rivers,Playoffs!!??,1.0,9,12.33,87%,44,44,224,1.6,0.9,0.7,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Jared,Goff,BigmouthBilly Bajema,1.0,8,12.20,52%,46,46,220,1.4,0.8,1.0,6.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Jameis,Winston,Flacc-o'-lantern,1.0,1,11.80,89%,48,48,209,1.4,0.8,2.8,7.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Jay,Cutler,W (Jan 10),1.0,1,10.51,15%,68,68,209,1.3,0.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett,Hundley,W (Jan 10),1.0,8,10.46,17%,71,71,247,1.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby,Brissett,Natty Lights,1.0,11,10.15,13%,79,79,183,0.9,0.8,2.7,10.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,McCown,W (Jan 10),1.0,11,10.12,12%,80,80,224,1.2,1.0,1.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
Case,Keenum,I AM the danger!!!,1.0,9,10.08,9%,81,81,176,1.2,0.6,3.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blake,Bortles,Pedialyte Powered,1.0,8,10.05,17%,82,82,189,1.0,1.0,2.8,10.6,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3
C.J.,Beathard,W (Jan 10),1.0,11,9.60,6%,93,93,185,1.0,1.0,2.8,11.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Eli,Manning,I AM the danger!!!,1.0,8,9.04,47%,111,111,186,1.1,0.9,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
DeShone,Kizer,Pedialyte Powered,1.0,9,8.96,4%,114,114,163,0.9,1.3,3.7,18.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
