FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
A.J.,Green,Fantasy What Now?,1.0,6,17.38,100%,5,5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.4,95.1,0.8,0.0,0.0,0.0
Antonio,Brown,Playoffs!!??,1.0,9,17.37,100%,6,6,0.0,0.0,0.0,0.0,0.0,0.0,10.8,7.0,101,0.6,0.0,0.1,0.0
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,15.27,100%,15,15,0.0,0.0,0.0,0.0,0.0,0.0,9.9,6.6,94.5,0.4,0.0,0.0,0.1
Brandin,Cooks,Flacc-o'-lantern,1.0,9,14.69,100%,22,22,0.0,0.0,0.0,0.3,3.7,0.0,7.8,6.1,77.4,0.6,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,14.53,100%,26,26,0.0,0.0,0.0,0.0,0.0,0.0,9.1,5.7,75.9,0.6,0.0,0.1,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,14.27,100%,29,29,0.0,0.0,0.0,0.0,0.0,0.0,9.6,6.5,79.6,0.5,0.0,0.0,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,13.33,99%,32,32,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.9,72.6,0.5,0.0,0.1,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,13.31,99%,33,33,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.6,76.2,0.4,0.0,0.0,0.0
Kelvin,Benjamin,W (Jan 10),1.0,6,13.06,97%,35,35,0.0,0.0,0.0,0.0,0.0,0.0,9.3,5.1,75.0,0.5,0.0,0.0,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,12.85,100%,37,37,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.4,70.9,0.5,0.0,0.0,0.0
Stefon,Diggs,Natty Lights,1.0,9,12.58,96%,38,38,0.0,0.0,0.0,0.2,0.8,0.0,7.3,6.0,64.1,0.5,0.0,0.1,0.0
