FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
David,Johnson,W (Jan 10),1.0,8,18.40,100%,5,5,0.0,0.0,0.0,17.0,75.7,0.6,5.0,4.5,43.4,0.1,0.0,0.1,0.2
Isaiah,Crowell,W (Jan 10),1.0,9,11.49,98%,65,65,0.0,0.0,0.0,13.7,57.1,0.4,2.5,2.3,18.4,0.1,0.0,0.0,0.1
Bilal,Powell,W (Jan 10),1.0,11,10.69,90%,83,83,0.0,0.0,0.0,11.0,43.1,0.3,3.7,3.1,28.1,0.1,0.0,0.0,0.0
Dalvin,Cook,W (Jan 10),1.0,9,10.41,98%,91,91,0.0,0.0,0.0,11.4,51.5,0.4,2.3,1.9,15.8,0.1,0.0,0.0,0.1
Paul,Perkins,W (Jan 10),1.0,8,9.94,86%,106,106,0.0,0.0,0.0,12.5,53.4,0.4,1.8,1.5,13.7,0.1,0.0,0.0,0.1
Terrance,West,W (Jan 10),1.0,10,9.91,73%,108,108,0.0,0.0,0.0,11.9,49.3,0.4,2.4,2.0,16.8,0.0,0.0,0.0,0.1
Rob,Kelley,W (Jan 10),1.0,5,9.79,85%,111,111,0.0,0.0,0.0,12.0,54.5,0.5,1.3,1.1,7.0,0.0,0.0,0.0,0.1
Duke,Johnson,Fantasy What Now?,1.0,9,9.70,61%,112,112,0.0,0.0,0.0,6.0,26.2,0.1,4.8,4.1,39.0,0.1,0.0,0.0,0.0
Mike,Gillislee,W (Jan 10),1.0,9,9.26,92%,126,126,0.0,0.0,0.0,11.4,53.1,0.5,0.9,0.7,5.1,0.0,0.0,0.0,0.1
C.J.,Prosise,W (Jan 10),1.0,6,9.13,33%,132,132,0.0,0.0,0.0,6.2,26.8,0.1,3.9,3.5,32.2,0.2,0.0,0.0,0.0
LeGarrette,Blount,W (Jan 10),1.0,10,9.13,84%,134,134,0.0,0.0,0.0,13.0,53.6,0.5,0.4,0.6,4.0,0.0,0.0,0.0,0.0
Theo,Riddick,W (Jan 10),1.0,7,8.93,55%,138,138,0.0,0.0,0.0,4.0,17.5,0.1,4.4,3.9,33.6,0.3,0.0,0.0,0.0
Jeremy,Hill,W (Jan 10),1.0,6,8.89,49%,140,140,0.0,0.0,0.0,10.5,42.7,0.5,1.3,1.2,9.6,0.0,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,8.42,17%,154,154,0.0,0.0,0.0,4.0,17.9,0.1,4.2,3.9,32.6,0.2,0.0,0.0,0.0
Darren,Sproles,W (Jan 10),1.0,10,8.30,48%,158,158,0.0,0.0,0.0,4.0,17.3,0.1,3.7,3.3,32.4,0.1,0.1,0.0,0.0
Chris,Thompson,W (Jan 10),1.0,5,8.27,17%,159,159,0.0,0.0,0.0,4.0,18.9,0.1,3.7,3.3,29.6,0.1,0.0,0.0,0.0
James,White,W (Jan 10),1.0,9,8.08,50%,165,165,0.0,0.0,0.0,3.0,14.6,0.1,4.0,3.5,33.3,0.2,0.0,0.1,0.0
Danny,Woodhead,W (Jan 10),1.0,10,7.76,78%,179,179,0.0,0.0,0.0,4.0,16.7,0.1,4.5,3.8,32.8,0.1,0.0,0.0,0.1
