FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Jerick,McKinnon,Fantasy What Now?,1.0,9,12.28,90%,43,43,0.0,0.0,0.0,11.9,46.3,0.3,3.9,3.9,29.4,0.2,0.0,0.0,0.0
Chris,Ivory,W (Jan 10),1.0,8,12.19,56%,45,45,0.0,0.0,0.0,11.5,43.4,0.3,1.3,4.3,30.9,0.1,0.0,0.0,0.0
James,White,W (Jan 10),1.0,9,11.27,73%,56,56,0.0,0.0,0.0,4.1,20.3,0.1,5.6,4.9,46.5,0.3,0.0,0.1,0.0
Adrian,Peterson,W (Jan 10),1.0,8,10.94,95%,60,60,0.0,0.0,0.0,15.5,54.0,0.5,3.1,1.9,17.4,0.0,0.0,0.0,0.1
Duke,Johnson,Fantasy What Now?,1.0,9,10.60,82%,64,64,0.0,0.0,0.0,5.8,27.6,0.1,4.6,3.9,40.3,0.2,0.0,0.0,0.0
Bilal,Powell,W (Jan 10),1.0,11,10.45,73%,66,66,0.0,0.0,0.0,12.8,45.3,0.2,4.3,2.9,27.7,0.1,0.0,0.0,0.1
Orleans,Darkwa,W (Jan 10),1.0,8,9.84,64%,85,85,0.0,0.0,0.0,13.3,46.5,0.5,2.7,1.9,13.3,0.0,0.0,0.0,0.0
Chris,Thompson,W (Jan 10),1.0,5,9.68,88%,87,87,0.0,0.0,0.0,6.5,30.5,0.1,4.7,3.6,30.8,0.1,0.0,0.0,0.0
Aaron,Jones,W (Jan 10),1.0,8,9.58,73%,89,89,0.0,0.0,0.0,7.4,36.5,0.3,3.3,1.5,26.0,0.1,0.0,0.0,0.0
Javorius,Allen,W (Jan 10),1.0,10,9.56,73%,92,92,0.0,0.0,0.0,10.0,35.5,0.2,3.0,2.9,25.7,0.1,0.0,0.0,0.1
Isaiah,Crowell,W (Jan 10),1.0,9,9.45,79%,96,96,0.0,0.0,0.0,15.4,57.5,0.3,2.4,1.8,10.0,0.0,0.0,0.0,0.1
Wendell,Smallwood,W (Jan 10),1.0,10,8.91,39%,113,113,0.0,0.0,0.0,5.8,27.4,0.2,4.0,3.2,24.7,0.1,0.0,0.0,0.0
Tarik,Cohen,W (Jan 10),1.0,9,8.79,70%,118,118,0.0,0.0,0.0,5.6,26.9,0.1,5.6,3.9,33.9,0.1,0.0,0.0,0.0
LeGarrette,Blount,W (Jan 10),1.0,10,8.62,88%,123,123,0.0,0.0,0.0,14.0,60.3,0.3,0.4,0.7,3.7,0.0,0.0,0.0,0.1
Rob,Kelley,W (Jan 10),1.0,5,8.55,46%,126,126,0.0,0.0,0.0,11.0,47.6,0.5,1.1,1.0,6.1,0.0,0.0,0.0,0.1
Marlon,Mack,W (Jan 10),1.0,11,8.44,40%,130,130,0.0,0.0,0.0,8.7,38.8,0.4,2.0,1.6,11.5,0.0,0.0,0.0,0.0
J.D.,McKissic,W (Jan 10),1.0,6,8.34,8%,134,134,0.0,0.0,0.0,3.5,18.9,0.2,4.9,4.1,24.8,0.1,0.0,0.0,0.0
Mike,Gillislee,W (Jan 10),1.0,9,7.74,83%,164,164,0.0,0.0,0.0,11.0,48.7,0.5,0.3,0.2,1.4,0.0,0.0,0.0,0.1
Wayne,Gallman,W (Jan 10),1.0,8,7.41,21%,176,176,0.0,0.0,0.0,9.2,33.7,0.4,1.7,1.1,12.5,0.0,0.0,0.0,0.0
Jamaal,Charles,W (Jan 10),1.0,5,6.93,30%,191,191,0.0,0.0,0.0,7.8,31.4,0.1,3.1,2.5,18.7,0.1,0.0,0.0,0.1
Latavius,Murray,W (Jan 10),1.0,9,6.51,40%,208,208,0.0,0.0,0.0,8.6,33.4,0.2,2.0,1.4,12.5,0.0,0.0,0.0,0.1
DeAndre,Washington,W (Jan 10),1.0,10,6.43,3%,211,211,0.0,0.0,0.0,5.0,23.7,0.1,2.3,1.9,19.3,0.1,0.0,0.0,0.0
Lance,Dunbar,W (Jan 10),1.0,8,6.20,0%,221,221,0.0,0.0,0.0,3.0,12.4,0.1,3.7,2.6,24.8,0.1,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,6.10,11%,226,226,0.0,0.0,0.0,5.0,23.1,0.1,2.3,1.8,17.5,0.1,0.0,0.0,0.0
Matt,Breida,W (Jan 10),1.0,11,6.05,16%,228,228,0.0,0.0,0.0,5.2,26.7,0.2,1.7,1.3,13.4,0.1,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,5.78,11%,240,240,0.0,0.0,0.0,3.0,12.3,0.1,2.9,2.7,22.4,0.1,0.0,0.0,0.0
Devontae,Booker,W (Jan 10),1.0,5,5.74,2%,243,243,0.0,0.0,0.0,6.0,26.3,0.1,1.9,1.4,12.6,0.1,0.0,0.0,0.0
Eddie,Lacy,W (Jan 10),1.0,6,5.32,23%,249,249,0.0,0.0,0.0,6.5,27.4,0.2,0.8,0.7,5.6,0.0,0.0,0.0,0.0
Thomas,Rawls,W (Jan 10),1.0,6,4.96,21%,255,255,0.0,0.0,0.0,6.0,25.3,0.3,0.7,0.7,5.3,0.0,0.0,0.0,0.0
Mike,Tolbert,W (Jan 10),1.0,6,4.87,2%,257,257,0.0,0.0,0.0,4.4,17.9,0.3,1.5,1.2,6.7,0.0,0.0,0.0,0.0
Jeremy,Hill,W (Jan 10),1.0,6,4.85,12%,258,258,0.0,0.0,0.0,6.2,23.3,0.3,0.7,0.7,5.2,0.0,0.0,0.0,0.0
Charles,Sims,W (Jan 10),1.0,1,4.58,1%,264,264,0.0,0.0,0.0,3.5,14.3,0.1,2.1,1.5,14.6,0.0,0.0,0.0,0.0
Jacquizz,Rodgers,W (Jan 10),1.0,1,4.30,18%,266,266,0.0,0.0,0.0,4.4,18.6,0.1,1.2,1.1,9.5,0.0,0.0,0.0,0.0
Damien,Williams,W (Jan 10),1.0,1,4.05,0%,270,270,0.0,0.0,0.0,2.0,8.6,0.1,2.1,1.9,15.0,0.1,0.0,0.0,0.0
Elijah,McGuire,W (Jan 10),1.0,11,4.03,14%,271,271,0.0,0.0,0.0,4.6,18.8,0.2,0.8,0.6,5.6,0.0,0.0,0.0,0.0
Alfred,Morris,W (Jan 10),1.0,6,3.46,47%,278,278,0.0,0.0,0.0,2.8,15.1,0.2,0.4,0.3,1.8,0.0,0.0,0.0,0.0
C.J.,Spiller,W (Jan 10),1.0,10,2.68,0%,298,298,0.0,0.0,0.0,2.0,7.7,0.0,2.9,1.5,11.7,0.0,0.0,0.0,0.0
Matthew,Dayes,W (Jan 10),1.0,9,2.55,0%,299,299,0.0,0.0,0.0,2.0,7.5,0.0,1.4,1.3,11.7,0.0,0.0,0.0,0.0
Corey,Clement,W (Jan 10),1.0,10,2.47,1%,300,300,0.0,0.0,0.0,3.2,12.4,0.2,0.3,0.2,0.7,0.0,0.0,0.0,0.0
C.J.,Prosise,W (Jan 10),1.0,6,2.45,13%,301,301,0.0,0.0,0.0,2.0,7.5,0.0,1.2,1.0,9.0,0.0,0.0,0.0,0.0
Raheem,Mostert,W (Jan 10),1.0,11,2.28,0%,306,306,0.0,0.0,0.0,2.9,11.6,0.1,0.8,0.7,2.7,0.0,0.0,0.0,0.0
Jamaal,Williams,Fantasy What Now?,1.0,8,2.25,4%,309,309,0.0,0.0,0.0,2.9,12.7,0.1,0.1,0.1,0.7,0.0,0.0,0.0,0.0
Bobby,Rainey,W (Jan 10),1.0,10,2.16,0%,311,311,0.0,0.0,0.0,1.6,5.7,0.0,1.4,1.1,10.2,0.0,0.0,0.0,0.0
James,Conner,W (Jan 10),1.0,9,2.04,4%,313,313,0.0,0.0,0.0,2.3,9.8,0.1,0.4,0.3,2.4,0.0,0.0,0.0,0.0
T.J.,Yeldon,W (Jan 10),1.0,8,1.88,1%,317,317,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.8,8.1,0.0,0.0,0.0,0.0
Akeem,Hunt,W (Jan 10),1.0,10,1.68,0%,321,321,0.0,0.0,0.0,3.0,12.2,0.0,0.6,0.5,2.3,0.0,0.0,0.0,0.0
Cameron,Artis-Payne,W (Jan 10),1.0,11,1.67,0%,322,322,0.0,0.0,0.0,2.0,8.2,0.1,0.4,0.4,1.4,0.0,0.0,0.0,0.0
Malcolm,Brown,W (Jan 10),1.0,8,1.45,0%,326,326,0.0,0.0,0.0,2.0,8.6,0.1,0.3,0.3,1.5,0.0,0.0,0.0,0.0
Rhett,Ellison,W (Jan 10),1.0,8,1.40,0%,329,329,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.2,8.0,0.0,0.0,0.0,0.0
Terron,Ward,W (Jan 10),1.0,5,1.22,0%,332,332,0.0,0.0,0.0,2.0,9.1,0.0,0.4,0.3,1.5,0.0,0.0,0.0,0.0
Corey,Grant,W (Jan 10),1.0,8,0.81,0%,339,339,0.0,0.0,0.0,1.0,4.0,0.0,0.2,0.2,1.4,0.0,0.0,0.0,0.0
Mack,Brown,W (Jan 10),1.0,9,0.53,0%,345,345,0.0,0.0,0.0,0.5,2.1,0.0,0.2,0.2,1.5,0.0,0.0,0.0,0.0
Darren,Sproles,W (Jan 10),1.0,10,0.38,4%,351,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0
Dreamius,Smith,W (Jan 10),0.0,9,0.00,0%,364,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rod,Smith,Fantasy What Now?,1.0,6,0.00,0%,368,368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon,Wegher,W (Jan 10),0.0,8,0.00,0%,370,370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul,Lasike,W (Jan 10),0.0,9,0.00,0%,378,378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will,Tukuafu,W (Jan 10),0.0,6,0.00,0%,380,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James,Develin,W (Jan 10),1.0,9,0.00,0%,385,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trey,Williams,W (Jan 10),0.0,6,0.00,0%,386,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach,Zenner,W (Jan 10),0.0,7,0.00,0%,389,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John,Crockett,W (Jan 10),0.0,10,0.00,0%,394,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian,Howsare,W (Jan 10),0.0,11,0.00,0%,396,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrence,Magee,W (Jan 10),0.0,5,0.00,0%,400,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevan,Ridley,W (Jan 10),0.0,9,0.00,0%,401,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gus,Johnson,W (Jan 10),0.0,9,0.00,0%,404,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach,Laskey,W (Jan 10),0.0,8,0.00,0%,411,411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taiwan,Jones,W (Jan 10),1.0,6,0.00,0%,413,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George,Farmer,W (Jan 10),0.0,6,0.00,0%,414,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Sherman,W (Jan 10),1.0,10,0.00,0%,416,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Todman,W (Jan 10),0.0,7,0.00,0%,429,429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terrell,Watson,W (Jan 10),1.0,9,0.00,0%,440,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
