FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Kareem,Hunt,I AM the danger!!!,1.0,10,18.55,99%,8,8,0.0,0.0,0.0,15.3,82.4,0.7,3.8,2.9,29.0,0.3,0.0,0.0,0.1
Le'Veon,Bell,Flacc-o'-lantern,1.0,9,17.44,100%,11,11,0.0,0.0,0.0,17.2,76.6,0.6,6.2,4.3,35.7,0.1,0.0,0.1,0.1
Ezekiel,Elliott,Give Me Your Pencil,1.0,6,16.80,100%,13,13,0.0,0.0,0.0,17.2,91.2,0.8,3.1,2.6,16.6,0.1,0.0,0.1,0.2
Devonta,Freeman,Natty Lights,1.0,5,16.61,100%,14,14,0.0,0.0,0.0,14.9,78.9,0.6,3.6,3.2,30.0,0.1,0.0,0.0,0.1
Todd,Gurley,Shen Sucks YoungHoe!,1.0,8,16.61,100%,15,15,0.0,0.0,0.0,18.2,81.6,0.6,2.8,2.8,26.5,0.1,0.0,0.0,0.1
LeSean,McCoy,Pedialyte Powered,1.0,6,15.54,100%,21,21,0.0,0.0,0.0,17.5,78.8,0.5,3.1,2.7,23.0,0.1,0.0,0.1,0.1
Leonard,Fournette,Shen Sucks YoungHoe!,1.0,8,15.08,100%,25,25,0.0,0.0,0.0,17.6,83.5,0.7,2.1,1.7,16.8,0.1,0.0,0.0,0.1
Jay,Ajayi,Pedialyte Powered,1.0,10,14.60,100%,31,31,0.0,0.0,0.0,17.4,78.1,0.5,2.9,2.5,20.7,0.1,0.0,0.0,0.1
Ty,Montgomery,I AM the danger!!!,1.0,8,14.59,98%,32,32,0.0,0.0,0.0,12.0,53.6,0.4,4.7,3.9,37.1,0.2,0.0,0.0,0.1
Dalvin,Cook,W (Jan 10),1.0,9,14.48,99%,34,34,0.0,0.0,0.0,16.7,71.6,0.6,3.2,2.7,22.0,0.1,0.0,0.0,0.2
Melvin,Gordon,Shen and the Pencils,1.0,9,14.43,100%,37,37,0.0,0.0,0.0,15.8,69.5,0.6,3.6,2.8,24.8,0.1,0.0,0.0,0.1
Chris,Thompson,W (Jan 10),1.0,5,14.30,88%,41,41,0.0,0.0,0.0,8.4,40.3,0.3,6.5,5.1,44.8,0.3,0.0,0.0,0.0
Joe,Mixon,I AM the danger!!!,1.0,6,13.99,93%,43,43,0.0,0.0,0.0,12.6,64.4,0.6,3.2,2.7,25.3,0.1,0.0,0.0,0.1
C.J.,Anderson,Pedialyte Powered,1.0,5,13.81,97%,47,47,0.0,0.0,0.0,15.5,71.3,0.4,2.8,2.6,21.4,0.1,0.0,0.0,0.1
Christian,McCaffrey,Give Me Your Pencil,1.0,11,13.81,98%,48,48,0.0,0.0,0.0,10.0,42.1,0.4,4.9,4.1,43.2,0.2,0.0,0.0,0.1
Jordan,Howard,Playoffs!!??,1.0,9,13.44,99%,52,52,0.0,0.0,0.0,18.0,80.3,0.5,2.8,1.9,10.4,0.1,0.0,0.0,0.0
Mike,Gillislee,W (Jan 10),1.0,9,12.84,95%,59,59,0.0,0.0,0.0,13.3,68.1,0.9,1.1,0.9,6.0,0.0,0.0,0.0,0.1
DeMarco,Murray,Flacc-o'-lantern,1.0,8,12.60,99%,62,62,0.0,0.0,0.0,14.0,61.1,0.5,2.6,1.9,19.0,0.1,0.0,0.0,0.0
Chris,Carson,W (Jan 10),1.0,6,12.12,82%,69,69,0.0,0.0,0.0,12.3,55.9,0.5,2.0,2.6,20.4,0.0,0.0,0.0,0.0
Mark,Ingram,Natty Lights,1.0,5,11.22,92%,76,76,0.0,0.0,0.0,11.5,55.3,0.4,2.7,2.5,18.6,0.1,0.0,0.0,0.1
Wendell,Smallwood,W (Jan 10),1.0,10,11.18,58%,77,77,0.0,0.0,0.0,7.4,32.8,0.3,4.8,3.8,29.6,0.2,0.0,0.0,0.0
Bilal,Powell,W (Jan 10),1.0,11,11.11,71%,78,78,0.0,0.0,0.0,14.8,46.4,0.2,5.0,3.4,31.9,0.1,0.0,0.0,0.0
James,White,W (Jan 10),1.0,9,11.09,73%,79,79,0.0,0.0,0.0,4.1,20.0,0.1,5.5,4.8,45.7,0.2,0.0,0.1,0.0
Carlos,Hyde,Playoffs!!??,1.0,11,11.04,98%,80,80,0.0,0.0,0.0,13.2,56.9,0.4,2.1,1.8,16.3,0.1,0.0,0.0,0.1
Jacquizz,Rodgers,W (Jan 10),1.0,1,10.94,57%,82,82,0.0,0.0,0.0,11.0,48.9,0.4,3.2,2.8,24.9,0.0,0.0,0.0,0.0
Tarik,Cohen,W (Jan 10),1.0,9,10.82,86%,84,84,0.0,0.0,0.0,6.8,29.3,0.1,6.1,5.1,36.9,0.1,0.0,0.0,0.0
Lamar,Miller,Shen Sucks YoungHoe!,1.0,7,10.61,97%,89,89,0.0,0.0,0.0,14.0,60.5,0.4,2.3,2.0,15.1,0.0,0.0,0.0,0.1
Isaiah,Crowell,W (Jan 10),1.0,9,10.58,93%,91,91,0.0,0.0,0.0,13.4,52.6,0.4,2.3,2.1,16.9,0.1,0.0,0.0,0.1
Marshawn,Lynch,Flacc-o'-lantern,1.0,10,10.52,98%,92,92,0.0,0.0,0.0,14.8,55.3,0.5,2.1,1.7,12.2,0.0,0.0,0.0,0.1
Theo,Riddick,W (Jan 10),1.0,7,10.45,56%,94,94,0.0,0.0,0.0,5.2,18.2,0.1,5.6,4.9,39.5,0.3,0.0,0.0,0.0
Javorius,Allen,W (Jan 10),1.0,10,10.31,74%,96,96,0.0,0.0,0.0,9.7,38.7,0.2,1.8,3.3,27.4,0.1,0.0,0.0,0.0
Duke,Johnson,Fantasy What Now?,1.0,9,9.75,61%,113,113,0.0,0.0,0.0,6.0,26.3,0.1,4.8,4.1,39.2,0.1,0.0,0.0,0.0
Alvin,Kamara,Natty Lights,1.0,5,9.29,45%,129,129,0.0,0.0,0.0,3.1,12.5,0.1,5.6,4.4,41.6,0.2,0.0,0.0,0.0
Terrance,West,W (Jan 10),1.0,10,9.06,71%,132,132,0.0,0.0,0.0,11.3,45.1,0.4,2.2,1.8,15.4,0.0,0.0,0.0,0.1
Tevin,Coleman,Natty Lights,1.0,5,8.77,90%,143,143,0.0,0.0,0.0,9.7,36.3,0.2,2.5,2.3,24.3,0.1,0.0,0.0,0.0
Andre,Ellington,W (Jan 10),1.0,7,8.72,22%,146,146,0.0,0.0,0.0,2.0,9.3,0.0,6.2,4.3,43.7,0.2,0.0,0.0,0.0
Derrick,Henry,Give Me Your Pencil,1.0,8,8.65,85%,149,149,0.0,0.0,0.0,10.2,42.0,0.4,1.3,1.1,12.7,0.1,0.0,0.0,0.0
Giovani,Bernard,Flacc-o'-lantern,1.0,6,8.34,19%,158,158,0.0,0.0,0.0,7.0,30.8,0.1,3.3,2.9,26.9,0.1,0.0,0.0,0.1
Shane,Vereen,W (Jan 10),1.0,8,8.31,18%,159,159,0.0,0.0,0.0,4.0,17.7,0.1,4.1,3.8,32.2,0.2,0.0,0.0,0.0
