FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Jimmy,Graham,Fantasy What Now?,1.0,6,9.53,99%,103,103,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.0,41.6,0.6,0.0,0.0,0.1
Charles,Clay,W (Jan 10),1.0,6,8.67,35%,137,137,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.4,47.7,0.3,0.0,0.0,0.1
Jesse,James,W (Jan 10),1.0,9,7.37,35%,179,179,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.5,35.4,0.3,0.0,0.0,0.0
Cameron,Brate,W (Jan 10),1.0,1,7.36,61%,180,180,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.2,37.3,0.3,0.0,0.0,0.0
Antonio,Gates,W (Jan 10),1.0,9,7.25,22%,184,184,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.2,35.0,0.2,0.0,0.1,0.0
Vernon,Davis,W (Jan 10),1.0,5,7.12,48%,186,186,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.4,38.0,0.3,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,6.54,20%,207,207,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.3,34.2,0.2,0.0,0.0,0.0
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,6.33,43%,213,213,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.8,33.0,0.3,0.0,0.1,0.0
Austin,Hooper,W (Jan 10),1.0,5,5.93,58%,224,224,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.0,30.5,0.2,0.0,0.0,0.0
Stephen,Anderson,W (Jan 10),1.0,7,5.88,14%,226,226,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.4,27.5,0.2,0.0,0.0,0.0
Garrett,Celek,W (Jan 10),1.0,11,5.82,3%,228,228,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.5,30.9,0.2,0.0,0.0,0.0
Marcedes,Lewis,W (Jan 10),1.0,8,5.60,6%,236,236,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.6,22.5,0.3,0.0,0.0,0.0
Tyler,Kroft,W (Jan 10),1.0,6,5.32,32%,244,244,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.6,24.9,0.3,0.0,0.0,0.0
David,Njoku,W (Jan 10),1.0,9,5.13,7%,249,249,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.4,27.7,0.2,0.0,0.0,0.1
Seth,DeValve,W (Jan 10),1.0,9,4.86,0%,259,259,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,24.9,0.2,0.0,0.0,0.0
