FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Dak,Prescott,Fantasy What Now?,1.0,6,17.98,98%,2,2,252,1.8,0.5,3.6,21.6,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,17.75,99%,4,4,265,1.7,0.7,5.6,26.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Brees,Natty Lights,1.0,5,17.37,100%,5,5,297,2.2,0.7,0.7,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Alex,Smith,Shen and the Pencils,1.0,10,17.05,96%,6,6,264,1.7,0.5,1.3,9.4,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cam,Newton,Fantasy What Now?,1.0,11,16.37,97%,8,8,220,1.5,0.8,5.4,25.3,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Carson,Wentz,W (Jan 10),1.0,10,16.36,98%,9,9,252,1.9,0.6,2.5,10.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Derek,Carr,Give Me Your Pencil,1.0,10,15.37,93%,12,12,269,1.8,0.9,2.3,4.5,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Matt,Ryan,Flacc-o'-lantern,1.0,5,14.46,98%,15,15,254,1.7,0.7,1.7,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,14.26,88%,16,16,219,1.3,0.6,3.4,21.3,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Jameis,Winston,Flacc-o'-lantern,1.0,1,13.95,87%,19,19,245,1.6,0.9,3.3,8.4,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Tyrod,Taylor,Pedialyte Powered,1.0,6,13.84,75%,20,20,208,1.2,0.6,6.3,27.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jared,Goff,BigmouthBilly Bajema,1.0,8,13.71,73%,21,21,250,1.6,0.9,1.1,7.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,13.59,92%,22,22,242,1.6,0.7,2.4,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Brett,Hundley,W (Jan 10),1.0,8,13.21,11%,23,23,205,1.1,1.0,5.3,26.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kirk,Cousins,Give Me Your Pencil,1.0,5,12.48,95%,29,29,222,1.5,0.7,1.4,4.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Blake,Bortles,Pedialyte Powered,1.0,8,11.61,30%,37,37,217,1.2,1.1,3.2,12.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.3
Jacoby,Brissett,Natty Lights,1.0,11,10.71,24%,50,50,195,1.0,0.9,2.9,10.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Cutler,W (Jan 10),1.0,1,10.47,14%,55,55,207,1.3,0.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,Dalton,I AM the danger!!!,1.0,6,10.44,57%,57,57,187,1.1,0.6,2.4,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Josh,McCown,W (Jan 10),1.0,11,10.36,34%,58,58,228,1.2,1.0,1.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4
Eli,Manning,I AM the danger!!!,1.0,8,10.33,45%,59,59,209,1.3,1.0,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Drew,Stanton,W (Jan 10),1.0,8,9.42,4%,79,79,188,0.9,0.6,2.7,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Joe,Flacco,Natty Lights,1.0,10,9.42,13%,80,80,204,1.0,1.0,1.1,3.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Tom,Savage,W (Jan 10),1.0,7,9.31,5%,83,83,190,1.3,0.9,0.5,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Brock,Osweiler,W (Jan 10),1.0,5,9.07,5%,98,98,181,1.1,0.8,2.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
C.J.,Beathard,W (Jan 10),1.0,11,8.82,3%,104,104,172,0.9,1.0,2.6,10.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,327,327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,334,334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine,Gabbert,W (Jan 10),1.0,8,0.00,0%,342,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,344,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,1%,345,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mallett,W (Jan 10),1.0,10,0.00,0%,355,355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Moore,W (Jan 10),1.0,1,0.00,2%,371,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J.,Yates,W (Jan 10),1.0,7,0.00,0%,374,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Heaps,W (Jan 10),0.0,6,0.00,0%,387,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton,Lynch,W (Jan 10),1.0,5,0.00,1%,408,408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Tolzien,W (Jan 10),1.0,11,0.00,0%,410,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Hackenberg,W (Jan 10),1.0,11,0.00,0%,414,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,Henne,W (Jan 10),1.0,8,0.00,0%,417,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody,Kessler,W (Jan 10),0.0,9,0.00,0%,420,420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
