FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Rob,Gronkowski,I AM the danger!!!,1.0,9,14.60,100%,24,24,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.4,72.8,0.8,0.0,0.1,0.1
Zach,Ertz,Playoffs!!??,1.0,10,14.46,99%,27,27,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.8,75.9,0.6,0.0,0.1,0.1
Travis,Kelce,Natty Lights,1.0,10,13.81,100%,31,31,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.9,77.2,0.6,0.0,0.0,0.1
Jimmy,Graham,Fantasy What Now?,1.0,6,10.73,98%,60,60,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.7,57.6,0.4,0.0,0.1,0.1
Kyle,Rudolph,Shen Sucks YoungHoe!,1.0,9,10.21,95%,67,67,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.7,52.3,0.4,0.0,0.0,0.0
Jordan,Reed,W (Jan 10),1.0,5,10.06,96%,69,69,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.6,51.7,0.5,0.0,0.0,0.1
Cameron,Brate,W (Jan 10),1.0,1,9.79,92%,76,76,0.0,0.0,0.0,0.0,0.0,0.0,6.5,4.5,47.9,0.5,0.0,0.0,0.0
Hunter,Henry,Give Me Your Pencil,1.0,9,9.66,91%,78,78,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.6,50.3,0.5,0.0,0.1,0.1
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,9.29,82%,86,86,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.1,48.4,0.4,0.0,0.1,0.0
Jason,Witten,Give Me Your Pencil,1.0,6,8.42,87%,114,114,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,44.1,0.3,0.0,0.0,0.0
Jared,Cook,Pedialyte Powered,1.0,10,8.30,64%,121,121,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.6,40.3,0.4,0.0,0.1,0.0
Tyler,Kroft,W (Jan 10),1.0,6,7.38,48%,145,145,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.7,34.7,0.3,0.0,0.0,0.0
Jack,Doyle,Shen and the Pencils,1.0,11,6.65,49%,167,167,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.5,34.0,0.2,0.0,0.0,0.0
O.J.,Howard,W (Jan 10),1.0,1,6.61,38%,168,168,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.9,32.3,0.2,0.0,0.1,0.1
Vernon,Davis,W (Jan 10),1.0,5,6.56,12%,171,171,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.1,35.5,0.2,0.0,0.0,0.0
Zach,Miller,W (Jan 10),1.0,9,6.29,22%,180,180,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.9,30.4,0.3,0.0,0.0,0.0
Nick,O'Leary,W (Jan 10),1.0,6,6.24,2%,182,182,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.9,34.3,0.2,0.0,0.0,0.0
Jesse,James,W (Jan 10),1.0,9,6.01,17%,192,192,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.7,27.0,0.3,0.0,0.0,0.0
George,Kittle,W (Jan 10),1.0,11,5.99,13%,193,193,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.1,32.4,0.2,0.0,0.0,0.0
Eric,Ebron,BigmouthBilly Bajema,1.0,7,5.99,32%,194,194,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.3,31.1,0.2,0.0,0.0,0.0
Coby,Fleener,W (Jan 10),1.0,5,5.90,31%,196,196,0.0,0.0,0.0,0.0,0.0,0.0,4.3,3.3,32.2,0.2,0.0,0.0,0.0
Ryan,Griffin,W (Jan 10),1.0,7,5.86,6%,198,198,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.7,27.8,0.3,0.0,0.0,0.0
A.J.,Derby,W (Jan 10),1.0,1,5.83,2%,199,199,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.5,30.9,0.2,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,5.82,11%,200,200,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.0,30.4,0.2,0.0,0.0,0.0
Ed,Dickson,W (Jan 10),1.0,11,5.80,25%,201,201,0.0,0.0,0.0,0.0,0.0,0.0,4.2,2.7,29.9,0.2,0.0,0.0,0.0
Austin,Hooper,W (Jan 10),1.0,5,5.59,47%,208,208,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.3,32.6,0.2,0.0,0.0,0.0
David,Njoku,W (Jan 10),1.0,9,5.53,10%,209,209,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2.6,30.0,0.3,0.0,0.0,0.1
Seth,DeValve,W (Jan 10),1.0,9,4.83,0%,226,226,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.3,24.8,0.2,0.0,0.0,0.0
Julius,Thomas,W (Jan 10),1.0,1,4.69,16%,229,229,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.5,28.4,0.1,0.0,0.0,0.1
Antonio,Gates,W (Jan 10),1.0,9,4.56,20%,232,232,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.7,21.9,0.1,0.0,0.1,0.0
Darren,Fells,W (Jan 10),1.0,7,4.25,2%,238,238,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.4,23.9,0.1,0.0,0.0,0.0
Trey,Burton,W (Jan 10),1.0,10,3.05,0%,252,252,0.0,0.0,0.0,0.0,0.0,0.0,2.3,1.7,16.0,0.1,0.0,0.0,0.0
Nick,Boyle,W (Jan 10),1.0,10,3.02,0%,253,253,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,16.9,0.1,0.0,0.0,0.0
Stephen,Anderson,W (Jan 10),1.0,7,2.74,0%,257,257,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.6,12.8,0.1,0.0,0.0,0.0
Dwayne,Allen,W (Jan 10),1.0,9,2.67,2%,258,258,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.1,12.5,0.1,0.0,0.0,0.0
