FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Carson,Wentz,W (Jan 10),1.0,10,18.03,98%,5,5,260,2.2,0.7,2.5,13.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Cam,Newton,Fantasy What Now?,1.0,11,15.96,97%,10,10,194,1.2,0.8,6.4,37.1,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Dak,Prescott,Fantasy What Now?,1.0,6,15.93,93%,11,11,202,1.4,0.6,3.4,25.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Josh,McCown,W (Jan 10),1.0,11,12.91,49%,35,35,208,1.5,0.7,2.2,6.2,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Jimmy,Garoppolo,Fantasy What Now?,1.0,11,12.15,20%,44,44,244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay,Cutler,W (Jan 10),1.0,1,10.91,14%,63,63,218,1.3,1.0,0.6,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett,Hundley,W (Jan 10),1.0,8,10.85,10%,64,64,146,1.2,0.8,4.5,20.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine,Gabbert,W (Jan 10),1.0,8,10.55,4%,73,73,189,1.5,1.3,3.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Tom,Savage,W (Jan 10),1.0,7,9.46,3%,95,95,224,1.3,1.2,1.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Nathan,Peterman,W (Jan 10),1.0,6,7.53,1%,173,173,182,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew,Stanton,W (Jan 10),1.0,8,0.00,1%,403,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,406,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,413,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,421,421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,0%,422,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Mallett,W (Jan 10),1.0,10,0.00,0%,431,431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Moore,W (Jan 10),1.0,1,0.00,1%,447,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J.,Yates,W (Jan 10),1.0,7,0.00,0%,449,449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake,Heaps,W (Jan 10),0.0,6,0.00,0%,460,460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton,Lynch,W (Jan 10),1.0,5,0.00,1%,478,478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Tolzien,W (Jan 10),1.0,11,0.00,0%,480,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Hackenberg,W (Jan 10),1.0,11,0.00,0%,482,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,Henne,W (Jan 10),1.0,8,0.00,0%,484,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
