FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
DeAndre,Hopkins,Give Me Your Pencil,1.0,7,14.51,100%,29,29,0.0,0.0,0.0,0.0,0.0,0.0,11.3,5.7,77.5,0.6,0.0,0.1,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,14.50,100%,30,30,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.9,82.6,0.5,0.0,0.0,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,14.34,99%,32,32,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.5,84.0,0.5,0.0,0.0,0.0
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,13.70,100%,34,34,0.0,0.0,0.0,0.0,0.0,0.0,8.9,5.5,85.4,0.4,0.0,0.0,0.1
Adam,Thielen,I AM the danger!!!,1.0,9,13.41,98%,35,35,0.0,0.0,0.0,0.0,0.0,0.0,8.6,5.3,73.9,0.6,0.0,0.0,0.0
Tyreek,Hill,Flacc-o'-lantern,1.0,10,13.25,100%,36,36,0.0,0.0,0.0,1.6,7.3,0.1,7.0,5.7,67.5,0.3,0.1,0.1,0.0
Brandin,Cooks,Flacc-o'-lantern,1.0,9,12.85,100%,42,42,0.0,0.0,0.0,0.3,2.0,0.0,7.0,4.6,80.1,0.4,0.0,0.0,0.0
A.J.,Green,Fantasy What Now?,1.0,6,12.60,100%,46,46,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.6,68.1,0.5,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,12.29,99%,47,47,0.0,0.0,0.0,0.0,0.0,0.0,9.7,5.0,66.7,0.5,0.0,0.1,0.0
Jarvis,Landry,Natty Lights,1.0,1,12.15,97%,49,49,0.0,0.0,0.0,0.2,1.3,0.0,10.9,6.6,60.3,0.4,0.0,0.1,0.0
JuJu,Smith-Schuster,Fantasy What Now?,1.0,9,12.06,93%,50,50,0.0,0.0,0.0,0.0,0.0,0.0,7.1,5.8,71.9,0.3,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,11.80,99%,55,55,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,62.1,0.5,0.0,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,11.75,98%,56,56,0.0,0.0,0.0,0.0,0.0,0.0,9.9,6.8,63.9,0.3,0.0,0.0,0.0
Golden,Tate,Playoffs!!??,1.0,7,11.74,97%,57,57,0.0,0.0,0.0,0.2,0.8,0.0,8.8,6.1,67.8,0.3,0.0,0.0,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,11.69,97%,58,58,0.0,0.0,0.0,0.0,0.0,0.0,10.4,5.9,66.5,0.3,0.0,0.0,0.0
Alshon,Jeffery,Shen and the Pencils,1.0,10,11.42,99%,59,59,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.4,61.7,0.5,0.0,0.0,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,11.23,99%,65,65,0.0,0.0,0.0,0.0,0.0,0.0,7.4,5.0,61.1,0.4,0.0,0.1,0.0
Stefon,Diggs,Natty Lights,1.0,9,11.17,96%,66,66,0.0,0.0,0.0,0.2,0.7,0.0,7.0,5.5,58.6,0.4,0.0,0.1,0.0
Devin,Funchess,Flacc-o'-lantern,1.0,11,11.12,92%,67,67,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.8,59.3,0.4,0.0,0.1,0.0
Robert,Woods,Natty Lights,1.0,8,10.98,86%,70,70,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.6,63.5,0.4,0.0,0.0,0.0
Michael,Crabtree,Shen Sucks YoungHoe!,1.0,10,10.72,97%,73,73,0.0,0.0,0.0,0.0,0.0,0.0,7.7,4.3,52.5,0.5,0.0,0.1,0.0
Martavis,Bryant,Fantasy What Now?,1.0,9,10.54,85%,76,76,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.7,56.1,0.5,0.0,0.0,0.0
Sterling,Shepard,Pedialyte Powered,1.0,8,10.50,80%,79,79,0.0,0.0,0.0,0.4,1.4,0.0,8.3,4.8,59.2,0.3,0.0,0.0,0.0
Josh,Gordon,Give Me Your Pencil,1.0,9,9.84,87%,92,92,0.0,0.0,0.0,0.2,0.9,0.0,8.8,4.9,50.8,0.4,0.0,0.0,0.0
Marvin,Jones,Give Me Your Pencil,1.0,7,9.82,94%,93,93,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.5,52.7,0.5,0.0,0.0,0.0
Nelson,Agholor,Shen Sucks YoungHoe!,1.0,10,9.73,85%,94,94,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,51.2,0.4,0.0,0.0,0.0
Mike,Wallace,Pedialyte Powered,1.0,10,9.69,56%,96,96,0.0,0.0,0.0,0.5,2.9,0.0,7.0,4.3,60.0,0.2,0.0,0.0,0.1
T.Y.,Hilton,I AM the danger!!!,1.0,11,9.66,95%,98,98,0.0,0.0,0.0,0.0,0.0,0.0,9.5,5.1,57.7,0.2,0.0,0.0,0.0
Jamison,Crowder,Shen Sucks YoungHoe!,1.0,5,9.63,83%,100,100,0.0,0.0,0.0,0.3,1.6,0.0,7.8,4.7,56.0,0.3,0.0,0.0,0.0
Mohamed,Sanu,Natty Lights,1.0,5,9.57,77%,102,102,0.0,0.0,0.0,0.2,1.0,0.0,7.0,4.5,52.1,0.3,0.0,0.0,0.0
Amari,Cooper,Pedialyte Powered,1.0,10,9.30,87%,109,109,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.2,47.6,0.4,0.0,0.0,0.1
Paul,Richardson,Playoffs!!??,1.0,6,9.22,55%,111,111,0.0,0.0,0.0,0.1,0.4,0.0,6.5,4.2,53.5,0.3,0.0,0.0,0.0
Rishard,Matthews,Shen Sucks YoungHoe!,1.0,8,9.15,75%,114,114,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.8,53.6,0.3,0.0,0.0,0.0
Cooper,Kupp,BigmouthBilly Bajema,1.0,8,9.14,76%,117,117,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.1,50.1,0.3,0.0,0.0,0.0
Eli,Rogers,W (Jan 10),1.0,9,9.07,5%,118,118,0.0,0.0,0.0,0.1,0.5,0.0,6.5,4.3,56.1,0.2,0.0,0.0,0.0
Dede,Westbrook,Shen and the Pencils,1.0,8,9.02,46%,119,119,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.0,54.6,0.3,0.0,0.0,0.0
Marquise,Goodwin,BigmouthBilly Bajema,1.0,11,9.01,66%,120,120,0.0,0.0,0.0,0.6,3.8,0.0,7.4,3.5,52.9,0.3,0.0,0.0,0.0
Jordy,Nelson,Playoffs!!??,1.0,8,9.00,91%,121,121,0.0,0.0,0.0,0.0,0.0,0.0,7.5,4.4,46.9,0.4,0.0,0.0,0.0
Randall,Cobb,Flacc-o'-lantern,1.0,8,8.95,58%,124,124,0.0,0.0,0.0,0.8,2.8,0.0,6.7,4.3,47.8,0.3,0.0,0.0,0.1
Robby,Anderson,BigmouthBilly Bajema,1.0,11,8.65,84%,138,138,0.0,0.0,0.0,0.3,1.6,0.0,6.1,3.3,47.7,0.3,0.0,0.0,0.0
DeVante,Parker,I AM the danger!!!,1.0,1,8.53,60%,139,139,0.0,0.0,0.0,0.0,0.0,0.0,6.9,3.9,48.0,0.3,0.0,0.0,0.0
Keelan,Cole,Shen Sucks YoungHoe!,1.0,8,8.53,52%,140,140,0.0,0.0,0.0,0.0,0.0,0.0,6.6,3.3,53.5,0.3,0.0,0.0,0.0
Kendall,Wright,W (Jan 10),1.0,9,8.48,11%,142,142,0.0,0.0,0.0,0.2,1.6,0.0,6.8,4.3,49.3,0.2,0.0,0.0,0.0
Tyrell,Williams,W (Jan 10),1.0,9,8.22,40%,152,152,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.4,49.5,0.3,0.0,0.0,0.0
Danny,Amendola,Playoffs!!??,1.0,9,8.19,52%,153,153,0.0,0.0,0.0,0.0,0.0,0.0,5.3,4.6,45.8,0.2,0.0,0.0,0.0
Chris,Godwin,W (Jan 10),1.0,1,8.11,1%,156,156,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.1,45.4,0.3,0.0,0.0,0.0
Tyler,Lockett,W (Jan 10),1.0,6,8.03,39%,157,157,0.0,0.0,0.0,0.2,3.9,0.0,4.7,3.2,46.3,0.2,0.0,0.0,0.0
Kenny,Golladay,W (Jan 10),1.0,7,7.98,10%,158,158,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.5,43.3,0.3,0.0,0.0,0.0
Zay,Jones,W (Jan 10),1.0,6,7.92,15%,159,159,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.7,45.9,0.2,0.0,0.0,0.0
Sammy,Watkins,I AM the danger!!!,1.0,8,7.80,84%,162,162,0.0,0.0,0.0,0.0,0.0,0.0,5.4,2.9,45.1,0.3,0.0,0.0,0.0
Brandon,LaFell,W (Jan 10),1.0,6,7.80,6%,163,163,0.0,0.0,0.0,0.0,0.0,0.0,5.9,3.8,42.7,0.3,0.0,0.0,0.0
Kenny,Stills,W (Jan 10),1.0,1,7.75,52%,167,167,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.9,45.9,0.3,0.0,0.0,0.0
Ted,Ginn,Flacc-o'-lantern,1.0,5,7.44,65%,174,174,0.0,0.0,0.0,0.4,3.0,0.0,4.7,2.8,41.8,0.3,0.0,0.0,0.1
Jermaine,Kearse,Natty Lights,1.0,11,7.43,46%,176,176,0.0,0.0,0.0,0.0,0.0,0.0,7.1,3.8,44.2,0.2,0.0,0.0,0.0
Josh,Doctson,W (Jan 10),1.0,5,7.39,36%,177,177,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.2,41.6,0.3,0.0,0.0,0.0
Terrance,Williams,W (Jan 10),1.0,6,7.38,14%,178,178,0.0,0.0,0.0,0.0,0.0,0.0,4.7,3.1,42.5,0.3,0.0,0.0,0.0
Deonte,Thompson,W (Jan 10),1.0,6,7.34,3%,181,181,0.0,0.0,0.0,0.3,1.2,0.0,5.0,4.1,44.1,0.1,0.0,0.0,0.0
Adam,Humphries,W (Jan 10),1.0,1,7.32,4%,182,182,0.0,0.0,0.0,0.1,0.7,0.0,6.9,4.0,41.5,0.2,0.0,0.0,0.0
