FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Le'Veon,Bell,Flacc-o'-lantern,1.0,9,19.42,100%,3,3,0.0,0.0,0.0,15.8,80.0,0.7,6.3,4.7,36.6,0.2,0.0,0.1,0.1
Mark,Ingram,Natty Lights,1.0,5,18.79,98%,4,4,0.0,0.0,0.0,15.5,83.0,0.9,5.0,4.0,26.1,0.1,0.0,0.0,0.1
Todd,Gurley,Shen Sucks YoungHoe!,1.0,8,18.60,100%,5,5,0.0,0.0,0.0,17.7,81.9,0.8,2.8,3.3,30.5,0.1,0.0,0.0,0.1
Kareem,Hunt,I AM the danger!!!,1.0,10,18.05,99%,7,7,0.0,0.0,0.0,17.5,89.8,0.6,4.3,3.3,33.1,0.1,0.0,0.0,0.1
Alvin,Kamara,Natty Lights,1.0,5,14.80,96%,14,14,0.0,0.0,0.0,6.7,45.9,0.3,6.9,4.9,41.3,0.3,0.0,0.0,0.0
Tevin,Coleman,Natty Lights,1.0,5,14.17,94%,19,19,0.0,0.0,0.0,13.5,62.2,0.4,4.0,2.9,29.3,0.2,0.0,0.0,0.1
Melvin,Gordon,Shen and the Pencils,1.0,9,14.13,100%,21,21,0.0,0.0,0.0,16.2,68.2,0.5,3.6,3.1,25.4,0.1,0.0,0.0,0.1
LeSean,McCoy,Pedialyte Powered,1.0,6,13.77,100%,26,26,0.0,0.0,0.0,15.2,65.2,0.5,2.5,3.2,21.3,0.1,0.0,0.1,0.1
Jordan,Howard,Playoffs!!??,1.0,9,11.05,100%,49,49,0.0,0.0,0.0,14.1,61.7,0.5,2.0,1.3,12.1,0.0,0.0,0.0,0.1
Leonard,Fournette,Shen Sucks YoungHoe!,1.0,8,10.69,100%,58,58,0.0,0.0,0.0,11.0,53.6,0.5,1.9,1.5,13.4,0.0,0.0,0.0,0.0
Jerick,McKinnon,Fantasy What Now?,1.0,9,10.49,93%,64,64,0.0,0.0,0.0,10.1,41.1,0.3,3.5,3.4,26.0,0.1,0.0,0.0,0.0
Dion,Lewis,Playoffs!!??,1.0,9,10.45,73%,66,66,0.0,0.0,0.0,9.8,47.0,0.6,4.1,1.9,14.5,0.0,0.0,0.0,0.0
Jay,Ajayi,Pedialyte Powered,1.0,10,10.43,99%,67,67,0.0,0.0,0.0,13.0,53.0,0.5,2.3,1.9,14.2,0.0,0.0,0.0,0.1
Kenyan,Drake,Give Me Your Pencil,1.0,1,10.39,74%,68,68,0.0,0.0,0.0,9.0,44.8,0.3,3.6,3.0,19.4,0.1,0.0,0.0,0.0
