FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Tom,Brady,Shen and the Pencils,1.0,9,18.22,100%,2,2,294,2.1,0.4,1.4,3.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,17.08,100%,5,5,234,1.8,0.6,4.4,20.8,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cam,Newton,Fantasy What Now?,1.0,11,16.87,98%,6,6,205,1.3,0.9,6.7,39.2,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,16.81,93%,8,8,275,1.9,0.6,2.2,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Philip,Rivers,Playoffs!!??,1.0,9,16.54,95%,9,9,296,2.1,0.8,0.9,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Dak,Prescott,Fantasy What Now?,1.0,6,15.78,95%,11,11,200,1.4,0.6,3.4,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Kirk,Cousins,Give Me Your Pencil,1.0,5,15.51,92%,12,12,267,1.6,0.7,3.2,11.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.4
Tyrod,Taylor,Pedialyte Powered,1.0,6,15.32,40%,13,13,187,1.0,0.4,6.9,35.9,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Case,Keenum,I AM the danger!!!,1.0,9,15.29,77%,14,14,255,1.6,0.6,2.9,13.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Brees,Natty Lights,1.0,5,15.27,100%,15,15,258,1.7,0.5,1.9,1.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jimmy,Garoppolo,Fantasy What Now?,1.0,11,15.27,32%,16,16,257,1.6,0.3,3.5,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,Ryan,Flacc-o'-lantern,1.0,5,14.86,96%,18,18,260,1.6,0.6,1.8,7.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jameis,Winston,Flacc-o'-lantern,1.0,1,14.56,54%,20,20,253,1.6,0.9,3.6,9.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,13.38,77%,25,25,210,1.2,0.9,3.9,22.3,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Jacoby,Brissett,Natty Lights,1.0,11,13.27,14%,27,27,225,1.1,0.8,4.3,18.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
