FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Zach,Ertz,Playoffs!!??,1.0,10,12.95,98%,36,36,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.8,69.1,0.5,0.0,0.1,0.1
Travis,Kelce,Natty Lights,1.0,10,12.52,100%,39,39,0.0,0.0,0.0,0.0,0.0,0.0,7.7,5.4,70.0,0.5,0.0,0.0,0.1
Delanie,Walker,Flacc-o'-lantern,1.0,8,11.14,98%,55,55,0.0,0.0,0.0,0.0,0.0,0.0,7.3,4.5,63.4,0.5,0.0,0.0,0.1
Jimmy,Graham,Fantasy What Now?,1.0,6,10.73,97%,63,63,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.7,57.6,0.4,0.0,0.1,0.1
Jason,Witten,Give Me Your Pencil,1.0,6,10.00,86%,78,78,0.0,0.0,0.0,0.0,0.0,0.0,6.8,5.4,52.3,0.3,0.0,0.0,0.0
Martellus,Bennett,W (Jan 10),1.0,9,9.93,92%,81,81,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.8,51.5,0.4,0.0,0.1,0.1
Kyle,Rudolph,Shen Sucks YoungHoe!,1.0,9,8.90,91%,106,106,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.1,45.6,0.4,0.0,0.0,0.0
Charles,Clay,W (Jan 10),1.0,6,8.80,86%,110,110,0.0,0.0,0.0,0.0,0.0,0.0,6.6,4.0,47.7,0.4,0.0,0.0,0.1
Cameron,Brate,W (Jan 10),1.0,1,8.75,79%,115,115,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.4,43.7,0.4,0.0,0.0,0.0
Evan,Engram,Shen Sucks YoungHoe!,1.0,8,8.60,69%,124,124,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.2,47.8,0.3,0.0,0.0,0.1
Tyler,Kroft,W (Jan 10),1.0,6,8.57,14%,125,125,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.7,35.3,0.5,0.0,0.0,0.0
Hunter,Henry,Give Me Your Pencil,1.0,9,8.21,71%,138,138,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.7,41.1,0.4,0.0,0.1,0.1
Jesse,James,W (Jan 10),1.0,9,7.71,36%,161,161,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.2,38.3,0.4,0.0,0.0,0.0
Eric,Ebron,BigmouthBilly Bajema,1.0,7,7.31,57%,178,178,0.0,0.0,0.0,0.0,0.0,0.0,5.9,4.0,37.9,0.3,0.0,0.0,0.0
