FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Le'Veon,Bell,Flacc-o'-lantern,1.0,9,19.04,100%,4,4,0.0,0.0,0.0,17.5,86.8,0.6,6.5,4.6,37.8,0.1,0.0,0.1,0.1
Kareem,Hunt,I AM the danger!!!,1.0,10,17.90,99%,6,6,0.0,0.0,0.0,16.2,78.3,0.7,3.7,2.8,28.4,0.3,0.0,0.0,0.1
Ezekiel,Elliott,Give Me Your Pencil,1.0,6,17.38,100%,7,7,0.0,0.0,0.0,17.0,90.1,0.8,3.0,2.5,16.4,0.1,0.0,0.1,0.2
Todd,Gurley,Shen Sucks YoungHoe!,1.0,8,15.95,100%,14,14,0.0,0.0,0.0,17.0,74.8,0.7,2.5,2.6,24.3,0.2,0.0,0.0,0.1
LeSean,McCoy,Pedialyte Powered,1.0,6,13.71,100%,27,27,0.0,0.0,0.0,16.2,69.6,0.5,2.7,2.4,20.3,0.1,0.0,0.1,0.1
Leonard,Fournette,Shen Sucks YoungHoe!,1.0,8,13.55,100%,28,28,0.0,0.0,0.0,16.0,71.7,0.6,2.5,2.0,17.9,0.1,0.0,0.0,0.1
Melvin,Gordon,Shen and the Pencils,1.0,9,13.10,100%,32,32,0.0,0.0,0.0,15.4,63.2,0.5,3.3,2.6,22.5,0.1,0.0,0.0,0.1
Carlos,Hyde,Playoffs!!??,1.0,11,13.07,98%,33,33,0.0,0.0,0.0,15.4,70.4,0.5,2.6,2.2,18.0,0.1,0.0,0.0,0.1
Bilal,Powell,W (Jan 10),1.0,11,12.28,91%,40,40,0.0,0.0,0.0,13.8,52.4,0.3,5.0,3.4,32.0,0.1,0.0,0.0,0.0
Jay,Ajayi,Pedialyte Powered,1.0,10,12.13,100%,42,42,0.0,0.0,0.0,17.0,66.1,0.4,2.6,2.3,16.1,0.1,0.0,0.0,0.1
Lamar,Miller,Shen Sucks YoungHoe!,1.0,7,11.94,98%,43,43,0.0,0.0,0.0,14.0,60.5,0.4,3.4,2.7,21.2,0.1,0.0,0.0,0.1
Joe,Mixon,I AM the danger!!!,1.0,6,11.73,92%,46,46,0.0,0.0,0.0,10.8,53.9,0.5,2.7,2.3,21.2,0.1,0.0,0.0,0.1
James,White,W (Jan 10),1.0,9,11.68,73%,47,47,0.0,0.0,0.0,4.3,21.1,0.1,5.8,5.0,48.2,0.3,0.0,0.1,0.0
Ameer,Abdullah,BigmouthBilly Bajema,1.0,7,11.55,91%,48,48,0.0,0.0,0.0,14.4,60.6,0.4,2.5,2.2,19.3,0.1,0.0,0.0,0.1
Jordan,Howard,Playoffs!!??,1.0,9,11.53,99%,50,50,0.0,0.0,0.0,14.3,61.9,0.5,2.0,1.4,12.2,0.1,0.0,0.0,0.0
Duke,Johnson,Fantasy What Now?,1.0,9,11.50,79%,51,51,0.0,0.0,0.0,6.4,31.0,0.1,5.2,4.4,45.3,0.1,0.0,0.0,0.0
Latavius,Murray,W (Jan 10),1.0,9,11.17,81%,53,53,0.0,0.0,0.0,14.2,56.5,0.5,3.1,2.2,19.1,0.0,0.0,0.0,0.1
Tarik,Cohen,W (Jan 10),1.0,9,11.09,85%,56,56,0.0,0.0,0.0,7.0,30.0,0.1,6.3,5.2,37.8,0.1,0.0,0.0,0.0
DeMarco,Murray,Flacc-o'-lantern,1.0,8,11.04,99%,57,57,0.0,0.0,0.0,12.5,53.6,0.4,2.3,1.6,16.7,0.1,0.0,0.0,0.0
Christian,McCaffrey,Give Me Your Pencil,1.0,11,10.92,98%,59,59,0.0,0.0,0.0,7.8,33.3,0.3,3.9,3.2,34.2,0.2,0.0,0.0,0.1
LeGarrette,Blount,W (Jan 10),1.0,10,10.55,87%,67,67,0.0,0.0,0.0,16.5,64.1,0.5,0.5,0.8,5.8,0.0,0.0,0.0,0.0
Andre,Ellington,W (Jan 10),1.0,7,10.46,56%,70,70,0.0,0.0,0.0,3.3,13.0,0.0,6.2,4.9,48.9,0.3,0.0,0.0,0.0
Mike,Gillislee,W (Jan 10),1.0,9,10.41,94%,71,71,0.0,0.0,0.0,12.1,55.9,0.8,0.4,0.2,1.6,0.0,0.0,0.0,0.1
Alex,Collins,BigmouthBilly Bajema,1.0,10,10.00,41%,77,77,0.0,0.0,0.0,9.0,39.9,0.5,2.5,2.2,13.2,0.1,0.0,0.0,0.0
Doug,Martin,Shen and the Pencils,1.0,1,9.82,88%,83,83,0.0,0.0,0.0,12.5,52.3,0.3,1.9,1.6,16.3,0.1,0.0,0.0,0.1
Marshawn,Lynch,Flacc-o'-lantern,1.0,10,9.73,96%,85,85,0.0,0.0,0.0,14.0,52.5,0.4,2.1,1.6,11.9,0.0,0.0,0.0,0.1
Aaron,Jones,W (Jan 10),1.0,8,9.71,56%,86,86,0.0,0.0,0.0,5.0,24.4,0.2,4.0,3.5,34.5,0.1,0.0,0.0,0.0
Wayne,Gallman,W (Jan 10),1.0,8,9.33,39%,94,94,0.0,0.0,0.0,9.7,40.0,0.4,2.0,1.3,14.8,0.1,0.0,0.0,0.0
Frank,Gore,Shen and the Pencils,1.0,11,9.31,81%,95,95,0.0,0.0,0.0,13.0,48.2,0.3,2.0,1.8,11.1,0.1,0.0,0.0,0.0
Javorius,Allen,W (Jan 10),1.0,10,9.12,57%,99,99,0.0,0.0,0.0,8.0,33.4,0.2,2.8,2.7,24.2,0.1,0.0,0.0,0.0
Eddie,Lacy,W (Jan 10),1.0,6,9.11,48%,100,100,0.0,0.0,0.0,10.7,48.9,0.4,1.4,1.2,10.0,0.1,0.0,0.0,0.2
Shane,Vereen,W (Jan 10),1.0,8,8.69,14%,119,119,0.0,0.0,0.0,4.0,18.5,0.1,4.3,4.0,33.6,0.2,0.0,0.0,0.0
Elijah,McGuire,W (Jan 10),1.0,11,8.45,16%,130,130,0.0,0.0,0.0,8.7,36.7,0.4,2.2,1.9,16.3,0.0,0.0,0.0,0.0
Theo,Riddick,W (Jan 10),1.0,7,8.22,45%,136,136,0.0,0.0,0.0,4.0,14.3,0.1,4.4,3.9,31.1,0.2,0.0,0.0,0.0
Orleans,Darkwa,W (Jan 10),1.0,8,8.14,2%,141,141,0.0,0.0,0.0,9.1,35.8,0.4,2.0,1.5,10.2,0.1,0.0,0.0,0.0
Jerick,McKinnon,Fantasy What Now?,1.0,9,8.12,24%,142,142,0.0,0.0,0.0,4.9,20.0,0.1,3.7,3.0,28.8,0.1,0.0,0.0,0.0
Derrick,Henry,Give Me Your Pencil,1.0,8,7.91,77%,150,150,0.0,0.0,0.0,9.5,38.4,0.4,1.2,1.0,11.6,0.1,0.0,0.0,0.0
Isaiah,Crowell,W (Jan 10),1.0,9,7.79,86%,153,153,0.0,0.0,0.0,12.0,46.7,0.3,1.8,1.3,7.5,0.0,0.0,0.0,0.1
Jonathan,Stewart,Shen and the Pencils,1.0,11,7.71,65%,162,162,0.0,0.0,0.0,13.0,54.1,0.3,0.6,0.5,2.3,0.0,0.0,0.0,0.1
Jacquizz,Rodgers,W (Jan 10),1.0,1,7.65,38%,164,164,0.0,0.0,0.0,7.5,34.2,0.3,2.3,2.0,17.4,0.0,0.0,0.0,0.0
J.D.,McKissic,W (Jan 10),1.0,6,7.44,30%,173,173,0.0,0.0,0.0,4.1,23.0,0.2,3.5,3.0,18.0,0.2,0.0,0.0,0.0
Corey,Clement,W (Jan 10),1.0,10,7.03,3%,186,186,0.0,0.0,0.0,9.8,37.0,0.5,0.9,0.5,2.1,0.0,0.0,0.0,0.2
Giovani,Bernard,Flacc-o'-lantern,1.0,6,6.98,29%,188,188,0.0,0.0,0.0,6.0,25.8,0.1,2.8,2.4,22.6,0.1,0.0,0.0,0.1
Charles,Sims,W (Jan 10),1.0,1,6.93,2%,191,191,0.0,0.0,0.0,5.0,22.0,0.2,3.3,2.3,22.5,0.1,0.0,0.0,0.1
Austin,Ekeler,Shen and the Pencils,1.0,9,6.77,2%,196,196,0.0,0.0,0.0,5.5,23.6,0.2,1.4,1.6,18.3,0.1,0.0,0.0,0.0
Dion,Lewis,Playoffs!!??,1.0,9,6.33,6%,209,209,0.0,0.0,0.0,3.0,15.6,0.1,2.7,2.4,22.2,0.1,0.0,0.0,0.0
Jamaal,Williams,Fantasy What Now?,1.0,8,6.16,10%,216,216,0.0,0.0,0.0,8.0,34.7,0.4,0.4,0.3,1.8,0.0,0.0,0.0,0.0
D'Onta,Foreman,W (Jan 10),1.0,7,6.11,22%,219,219,0.0,0.0,0.0,6.0,27.2,0.3,0.6,1.2,10.2,0.1,0.0,0.0,0.1
Chris,Johnson,W (Jan 10),1.0,8,6.07,21%,220,220,0.0,0.0,0.0,8.7,40.3,0.2,1.3,0.8,4.9,0.0,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,5.94,11%,221,221,0.0,0.0,0.0,5.0,22.5,0.1,2.2,1.8,17.0,0.1,0.0,0.0,0.0
Marlon,Mack,W (Jan 10),1.0,11,5.65,7%,230,230,0.0,0.0,0.0,6.0,26.5,0.3,1.4,1.1,7.9,0.0,0.0,0.0,0.1
Robert,Turbin,W (Jan 10),1.0,11,5.53,3%,232,232,0.0,0.0,0.0,5.1,20.5,0.2,1.4,1.3,10.8,0.1,0.0,0.0,0.0
Jeremy,Hill,W (Jan 10),1.0,6,5.30,16%,238,238,0.0,0.0,0.0,6.4,25.4,0.3,0.8,0.7,5.7,0.0,0.0,0.0,0.0
Matt,Breida,W (Jan 10),1.0,11,5.10,7%,240,240,0.0,0.0,0.0,5.2,23.1,0.2,1.7,1.3,10.9,0.0,0.0,0.0,0.0
Chris,Ivory,W (Jan 10),1.0,8,4.90,3%,242,242,0.0,0.0,0.0,6.0,22.1,0.2,1.1,1.0,11.0,0.0,0.0,0.0,0.0
Mike,Tolbert,W (Jan 10),1.0,6,4.34,3%,246,246,0.0,0.0,0.0,4.4,16.0,0.3,1.3,1.1,6.0,0.0,0.0,0.0,0.0
Charcandrick,West,W (Jan 10),1.0,10,4.04,6%,250,250,0.0,0.0,0.0,3.7,16.0,0.1,1.9,1.3,11.1,0.0,0.0,0.0,0.0
Terrance,West,W (Jan 10),1.0,10,3.97,39%,252,252,0.0,0.0,0.0,5.0,19.8,0.2,1.0,0.8,6.7,0.0,0.0,0.0,0.1
Kenjon,Barner,W (Jan 10),1.0,10,3.87,0%,254,254,0.0,0.0,0.0,4.5,19.1,0.0,1.8,1.5,12.1,0.0,0.0,0.0,0.0
Damien,Williams,W (Jan 10),1.0,1,3.71,0%,258,258,0.0,0.0,0.0,2.0,8.6,0.1,2.1,1.9,15.1,0.0,0.0,0.0,0.0
Thomas,Rawls,W (Jan 10),1.0,6,3.67,39%,259,259,0.0,0.0,0.0,4.1,18.7,0.2,0.5,0.5,3.9,0.0,0.0,0.0,0.0
Benny,Cunningham,W (Jan 10),1.0,9,3.07,0%,272,272,0.0,0.0,0.0,2.0,8.1,0.0,1.7,1.6,14.5,0.0,0.0,0.0,0.0
Zach,Zenner,W (Jan 10),1.0,7,2.79,0%,277,277,0.0,0.0,0.0,2.0,8.4,0.1,1.1,0.8,8.0,0.0,0.0,0.0,0.0
Matthew,Dayes,W (Jan 10),1.0,9,2.60,0%,278,278,0.0,0.0,0.0,2.0,7.6,0.0,1.4,1.3,11.9,0.0,0.0,0.0,0.0
Kenyan,Drake,Give Me Your Pencil,1.0,1,2.57,0%,279,279,0.0,0.0,0.0,3.0,12.9,0.0,0.9,0.7,7.0,0.0,0.0,0.0,0.0
Kerwynn,Williams,Shen Sucks YoungHoe!,1.0,8,2.42,7%,281,281,0.0,0.0,0.0,2.5,10.6,0.1,0.6,0.7,4.8,0.0,0.0,0.0,0.0
James,Conner,W (Jan 10),1.0,9,2.14,5%,285,285,0.0,0.0,0.0,2.3,10.3,0.1,0.4,0.3,2.5,0.0,0.0,0.0,0.0
