FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Antonio,Brown,Playoffs!!??,1.0,9,17.94,100%,5,5,0.0,0.0,0.0,0.0,0.0,0.0,11.5,7.3,104,0.6,0.0,0.1,0.0
A.J.,Green,Fantasy What Now?,1.0,6,16.47,100%,12,12,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.1,90.1,0.7,0.0,0.0,0.0
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,15.88,100%,14,14,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.9,98.3,0.5,0.0,0.0,0.1
Brandin,Cooks,Flacc-o'-lantern,1.0,9,14.58,100%,22,22,0.0,0.0,0.0,0.3,3.7,0.0,7.5,6.0,76.9,0.6,0.0,0.0,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,14.34,100%,24,24,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,79.2,0.6,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,14.21,100%,25,25,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.5,79.2,0.5,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,14.07,100%,26,26,0.0,0.0,0.0,0.0,0.0,0.0,9.2,5.5,73.4,0.6,0.0,0.1,0.0
Adam,Thielen,I AM the danger!!!,1.0,9,13.92,93%,27,27,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.4,71.4,0.6,0.0,0.0,0.0
Tyreek,Hill,Flacc-o'-lantern,1.0,10,13.84,99%,29,29,0.0,0.0,0.0,1.9,13.6,0.1,7.0,5.3,63.1,0.4,0.1,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,13.69,98%,30,30,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.4,69.5,0.6,0.0,0.0,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,13.50,99%,32,32,0.0,0.0,0.0,0.0,0.0,0.0,9.7,5.9,73.0,0.5,0.0,0.0,0.0
