FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Odell,Beckham,W (Jan 10),1.0,8,19.58,100%,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.8,7.4,106,0.8,0.1,0.1,0.2
Antonio,Brown,Playoffs!!??,1.0,9,19.37,100%,5,5,0.0,0.0,0.0,0.0,0.0,0.0,12.2,8.1,107,0.7,0.0,0.1,0.0
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,18.13,100%,9,9,0.0,0.0,0.0,0.0,0.0,0.0,11.1,7.6,110,0.6,0.0,0.1,0.1
A.J.,Green,Fantasy What Now?,1.0,6,17.64,100%,10,10,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.9,102,0.7,0.0,0.0,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,15.95,100%,16,16,0.0,0.0,0.0,0.0,0.0,0.0,9.5,6.8,86.5,0.6,0.0,0.0,0.0
Jordy,Nelson,Playoffs!!??,1.0,8,15.59,100%,20,20,0.0,0.0,0.0,0.0,0.0,0.0,9.8,6.7,86.2,0.6,0.0,0.0,0.0
Mike,Evans,Give Me Your Pencil,1.0,1,15.39,100%,22,22,0.0,0.0,0.0,0.0,0.0,0.0,9.6,6.0,80.4,0.7,0.0,0.1,0.0
Brandin,Cooks,Flacc-o'-lantern,1.0,9,15.31,100%,23,23,0.0,0.0,0.0,0.3,3.8,0.0,8.0,6.3,80.7,0.6,0.0,0.0,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,14.46,99%,36,36,0.0,0.0,0.0,0.0,0.0,0.0,9.6,6.1,80.2,0.6,0.0,0.0,0.0
Keenan,Allen,BigmouthBilly Bajema,1.0,9,13.87,99%,45,45,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.4,75.0,0.5,0.0,0.0,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,13.18,100%,54,54,0.0,0.0,0.0,0.0,0.0,0.0,8.1,5.6,73.1,0.5,0.0,0.0,0.0
Jarvis,Landry,Natty Lights,1.0,1,12.94,95%,55,55,0.0,0.0,0.0,0.3,1.8,0.0,9.5,6.8,78.7,0.3,0.0,0.0,0.0
Emmanuel,Sanders,Playoffs!!??,1.0,5,12.87,97%,56,56,0.0,0.0,0.0,0.1,1.1,0.0,9.3,5.4,75.0,0.4,0.0,0.0,0.0
DeAndre,Hopkins,Give Me Your Pencil,1.0,7,12.86,99%,57,57,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.5,69.1,0.5,0.0,0.1,0.0
DeVante,Parker,I AM the danger!!!,1.0,1,12.84,95%,58,58,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,70.5,0.5,0.0,0.0,0.0
Tyreek,Hill,Flacc-o'-lantern,1.0,10,12.80,99%,60,60,0.0,0.0,0.0,1.7,12.5,0.1,6.0,4.9,58.1,0.3,0.1,0.1,0.0
