FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Tom,Brady,Shen and the Pencils,1.0,9,21.16,100%,2,2,339,2.4,0.5,1.7,3.7,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Dak,Prescott,Fantasy What Now?,1.0,6,19.34,97%,5,5,236,1.8,0.4,3.5,25.7,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,19.00,100%,6,6,279,1.9,0.7,5.6,26.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Carson,Wentz,W (Jan 10),1.0,10,18.69,98%,7,7,264,2.3,0.6,2.6,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Cam,Newton,Fantasy What Now?,1.0,11,17.92,97%,9,9,224,1.6,0.8,6.0,35.5,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jared,Goff,BigmouthBilly Bajema,1.0,8,17.25,92%,10,10,287,2.0,0.6,2.0,8.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,17.04,90%,11,11,265,1.7,0.7,4.2,25.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Matt,Ryan,Flacc-o'-lantern,1.0,5,16.90,98%,12,12,303,1.9,0.7,2.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Alex,Smith,Shen and the Pencils,1.0,10,16.85,94%,13,13,249,1.8,0.4,2.4,14.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Brees,Natty Lights,1.0,5,16.80,100%,14,14,283,1.9,0.6,2.1,1.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Kirk,Cousins,Give Me Your Pencil,1.0,5,16.35,96%,15,15,286,1.9,0.8,1.8,5.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,15.66,95%,19,19,293,1.8,0.9,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,14.37,94%,30,30,240,1.7,0.7,2.3,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Jacoby,Brissett,Natty Lights,1.0,11,14.18,21%,33,33,197,1.3,0.5,3.7,18.5,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek,Carr,Give Me Your Pencil,1.0,10,13.64,89%,37,37,239,1.7,0.8,1.4,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Philip,Rivers,Playoffs!!??,1.0,9,13.20,82%,38,38,250,1.7,1.0,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Andy,Dalton,I AM the danger!!!,1.0,6,13.15,60%,39,39,232,1.4,0.7,3.0,9.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Eli,Manning,I AM the danger!!!,1.0,8,12.91,45%,42,42,238,1.6,0.7,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Tyrod,Taylor,Pedialyte Powered,1.0,6,12.88,49%,43,43,187,1.2,0.5,5.6,23.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Case,Keenum,I AM the danger!!!,1.0,9,12.48,46%,44,44,245,1.4,0.9,1.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Josh,McCown,W (Jan 10),1.0,11,11.22,31%,61,61,193,1.3,0.8,2.0,4.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Joe,Flacco,Natty Lights,1.0,10,10.26,15%,84,84,208,1.2,0.9,1.1,3.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Blake,Bortles,Pedialyte Powered,1.0,8,10.07,35%,90,90,193,1.0,1.0,2.8,10.8,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Matt,Moore,W (Jan 10),1.0,1,9.96,1%,91,91,208,1.3,1.1,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan,Fitzpatrick,W (Jan 10),1.0,1,9.84,9%,96,96,225,1.1,1.2,1.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
C.J.,Beathard,W (Jan 10),1.0,11,9.67,3%,99,99,188,1.0,1.1,2.8,11.3,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Mitchell,Trubisky,Pedialyte Powered,1.0,9,8.55,6%,139,139,165,0.8,0.6,1.7,7.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Paxton,Lynch,W (Jan 10),1.0,5,8.33,3%,151,151,180,1.1,1.2,2.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeShone,Kizer,Pedialyte Powered,1.0,9,7.75,3%,164,164,144,0.8,1.2,3.3,16.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Brett,Hundley,W (Jan 10),1.0,8,7.74,7%,165,165,132,0.7,0.9,4.0,18.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom,Savage,W (Jan 10),1.0,7,7.46,2%,179,179,186,1.0,1.2,0.9,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Blaine,Gabbert,W (Jan 10),1.0,8,7.42,3%,180,180,175,1.1,1.2,1.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Drew,Stanton,W (Jan 10),1.0,8,0.00,2%,396,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan,Thompson,W (Jan 10),0.0,8,0.00,0%,399,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor,Heinicke,W (Jan 10),0.0,7,0.00,0%,406,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Ponder,W (Jan 10),0.0,11,0.00,0%,414,414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin,Kaepernick,W (Jan 10),0.0,11,0.00,0%,415,415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
