FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Theo,Riddick,W (Jan 10),1.0,7,13.14,40%,44,44,0.0,0.0,0.0,8.8,29.6,0.1,9.4,6.0,49.0,0.3,0.0,0.0,0.0
Latavius,Murray,W (Jan 10),1.0,9,9.97,85%,90,90,0.0,0.0,0.0,11.1,46.1,0.6,2.0,1.4,12.3,0.0,0.0,0.0,0.1
Alfred,Morris,W (Jan 10),1.0,6,9.95,69%,91,91,0.0,0.0,0.0,11.4,51.1,0.5,1.2,1.2,7.4,0.0,0.0,0.1,0.0
Devontae,Booker,W (Jan 10),1.0,5,9.92,36%,93,93,0.0,0.0,0.0,8.1,38.1,0.2,2.9,3.4,26.4,0.1,0.0,0.0,0.0
Duke,Johnson,Fantasy What Now?,1.0,9,9.85,77%,97,97,0.0,0.0,0.0,6.9,24.8,0.1,5.3,4.5,38.2,0.1,0.0,0.0,0.0
J.D.,McKissic,W (Jan 10),1.0,6,9.71,24%,104,104,0.0,0.0,0.0,3.8,22.0,0.2,5.7,4.8,28.9,0.1,0.0,0.0,0.0
Jerick,McKinnon,Fantasy What Now?,1.0,9,9.58,87%,110,110,0.0,0.0,0.0,10.6,42.6,0.1,3.6,3.5,22.7,0.1,0.0,0.0,0.0
Jamaal,Williams,Fantasy What Now?,1.0,8,9.57,71%,111,111,0.0,0.0,0.0,12.0,46.1,0.4,0.6,1.2,13.7,0.1,0.0,0.0,0.0
Danny,Woodhead,W (Jan 10),1.0,10,9.50,49%,112,112,0.0,0.0,0.0,4.7,20.1,0.1,5.4,4.6,39.6,0.1,0.0,0.0,0.0
Orleans,Darkwa,W (Jan 10),1.0,8,8.99,68%,126,126,0.0,0.0,0.0,12.9,47.4,0.3,2.5,1.8,12.6,0.0,0.0,0.0,0.0
Isaiah,Crowell,W (Jan 10),1.0,9,8.52,81%,145,145,0.0,0.0,0.0,15.7,54.7,0.2,2.3,1.7,9.6,0.0,0.0,0.0,0.1
LeGarrette,Blount,W (Jan 10),1.0,10,7.73,68%,164,164,0.0,0.0,0.0,13.0,51.1,0.4,0.4,0.6,3.1,0.0,0.0,0.0,0.1
Tarik,Cohen,W (Jan 10),1.0,9,7.49,46%,175,175,0.0,0.0,0.0,4.5,23.0,0.1,4.8,3.3,28.9,0.1,0.0,0.0,0.0
Bilal,Powell,W (Jan 10),1.0,11,7.33,62%,182,182,0.0,0.0,0.0,8.9,33.6,0.1,3.9,2.7,19.5,0.0,0.0,0.0,0.1
Rod,Smith,Fantasy What Now?,1.0,6,7.31,14%,183,183,0.0,0.0,0.0,7.3,31.8,0.2,2.3,1.9,11.2,0.1,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,7.00,5%,196,196,0.0,0.0,0.0,3.7,14.9,0.1,3.5,3.2,27.1,0.1,0.0,0.0,0.0
Jacquizz,Rodgers,W (Jan 10),1.0,1,6.95,21%,200,200,0.0,0.0,0.0,7.5,31.6,0.2,2.1,1.8,16.1,0.1,0.0,0.0,0.1
James,White,W (Jan 10),1.0,9,6.90,58%,203,203,0.0,0.0,0.0,2.2,10.7,0.0,2.9,3.5,30.3,0.1,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,6.59,10%,212,212,0.0,0.0,0.0,5.2,24.9,0.1,2.5,2.0,18.9,0.1,0.0,0.0,0.0
Zach,Zenner,W (Jan 10),1.0,7,6.50,0%,214,214,0.0,0.0,0.0,5.3,21.6,0.2,2.9,2.0,20.5,0.0,0.0,0.0,0.0
Marlon,Mack,W (Jan 10),1.0,11,6.21,23%,224,224,0.0,0.0,0.0,7.7,25.4,0.2,1.6,1.7,11.9,0.1,0.0,0.0,0.0
Andre,Ellington,W (Jan 10),1.0,7,6.21,8%,225,225,0.0,0.0,0.0,3.0,11.5,0.0,4.6,3.5,27.7,0.1,0.0,0.0,0.0
Lance,Dunbar,W (Jan 10),1.0,8,5.95,0%,236,236,0.0,0.0,0.0,3.0,12.0,0.1,3.5,2.5,23.8,0.1,0.0,0.0,0.0
Charles,Sims,W (Jan 10),1.0,1,5.93,1%,238,238,0.0,0.0,0.0,4.8,19.6,0.1,2.9,2.1,19.9,0.1,0.0,0.0,0.0
Corey,Clement,W (Jan 10),1.0,10,5.71,13%,246,246,0.0,0.0,0.0,5.2,21.3,0.3,0.6,0.5,5.7,0.1,0.0,0.0,0.0
DeAndre,Washington,W (Jan 10),1.0,10,5.61,7%,253,253,0.0,0.0,0.0,4.2,20.7,0.1,2.0,1.7,16.9,0.1,0.0,0.0,0.0
Matt,Breida,W (Jan 10),1.0,11,5.58,5%,258,258,0.0,0.0,0.0,5.2,26.1,0.1,1.6,1.3,13.1,0.1,0.0,0.0,0.0
