FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Jimmy,Graham,Fantasy What Now?,1.0,6,10.29,99%,51,51,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.5,55.2,0.4,0.0,0.1,0.1
Vernon,Davis,W (Jan 10),1.0,5,10.18,64%,54,54,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.9,55.0,0.4,0.0,0.0,0.0
Cameron,Brate,W (Jan 10),1.0,1,9.02,92%,82,82,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.7,49.7,0.3,0.0,0.0,0.0
Austin,Seferian-Jenkins,W (Jan 10),1.0,11,8.37,76%,110,110,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.7,43.6,0.3,0.0,0.1,0.0
Charles,Clay,W (Jan 10),1.0,6,8.35,43%,111,111,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.8,45.2,0.3,0.0,0.0,0.1
Austin,Hooper,W (Jan 10),1.0,5,8.04,68%,126,126,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.3,43.6,0.3,0.0,0.0,0.0
Tyler,Kroft,W (Jan 10),1.0,6,7.37,53%,147,147,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,34.6,0.3,0.0,0.0,0.0
Julius,Thomas,W (Jan 10),1.0,1,6.66,28%,177,177,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.2,35.3,0.3,0.0,0.0,0.1
C.J.,Fiedorowicz,W (Jan 10),1.0,7,6.62,13%,179,179,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.7,35.2,0.2,0.0,0.0,0.1
Jesse,James,W (Jan 10),1.0,9,6.56,14%,180,180,0.0,0.0,0.0,0.0,0.0,0.0,4.1,3.1,31.5,0.3,0.0,0.0,0.0
O.J.,Howard,W (Jan 10),1.0,1,6.46,28%,185,185,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.8,31.6,0.2,0.0,0.1,0.1
Ed,Dickson,W (Jan 10),1.0,11,6.33,30%,190,190,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.9,32.6,0.3,0.0,0.0,0.0
Adam,Shaheen,W (Jan 10),1.0,9,6.27,0%,191,191,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.9,34.0,0.2,0.0,0.0,0.0
