FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Le'Veon,Bell,Flacc-o'-lantern,1.0,9,21.26,100%,1,1,0.0,0.0,0.0,17.7,89.3,0.7,7.0,5.2,40.9,0.2,0.0,0.1,0.1
Alvin,Kamara,Natty Lights,1.0,5,17.99,97%,4,4,0.0,0.0,0.0,8.0,47.5,0.4,8.0,6.2,53.5,0.4,0.0,0.1,0.0
Todd,Gurley,Shen Sucks YoungHoe!,1.0,8,17.61,100%,8,8,0.0,0.0,0.0,17.5,79.2,0.8,2.7,3.2,29.4,0.1,0.0,0.0,0.1
LeSean,McCoy,Pedialyte Powered,1.0,6,16.55,100%,14,14,0.0,0.0,0.0,16.7,78.3,0.6,2.9,3.8,25.6,0.1,0.0,0.1,0.1
Mark,Ingram,Natty Lights,1.0,5,15.92,99%,16,16,0.0,0.0,0.0,13.5,72.9,0.7,3.9,3.3,23.2,0.1,0.0,0.0,0.1
Devonta,Freeman,Natty Lights,1.0,5,14.84,99%,22,22,0.0,0.0,0.0,14.7,69.7,0.5,3.5,3.1,29.7,0.1,0.0,0.0,0.1
Kenyan,Drake,Give Me Your Pencil,1.0,1,14.04,86%,28,28,0.0,0.0,0.0,16.4,58.9,0.3,5.3,4.5,31.7,0.2,0.0,0.0,0.0
Christian,McCaffrey,Give Me Your Pencil,1.0,11,13.82,98%,30,30,0.0,0.0,0.0,8.1,28.7,0.3,8.9,6.5,43.9,0.3,0.0,0.0,0.1
Kareem,Hunt,I AM the danger!!!,1.0,10,13.63,99%,32,32,0.0,0.0,0.0,15.0,66.4,0.4,3.6,2.8,28.1,0.1,0.0,0.0,0.1
Melvin,Gordon,Shen and the Pencils,1.0,9,13.33,100%,35,35,0.0,0.0,0.0,16.2,64.4,0.5,3.4,3.0,24.0,0.1,0.0,0.0,0.1
Carlos,Hyde,Playoffs!!??,1.0,11,12.28,98%,44,44,0.0,0.0,0.0,13.1,53.8,0.4,5.0,3.8,26.4,0.1,0.0,0.0,0.1
Jordan,Howard,Playoffs!!??,1.0,9,12.21,99%,46,46,0.0,0.0,0.0,15.5,68.1,0.6,2.2,1.5,13.4,0.0,0.0,0.0,0.1
Dion,Lewis,Playoffs!!??,1.0,9,12.05,88%,48,48,0.0,0.0,0.0,11.4,56.8,0.5,4.6,2.1,16.1,0.1,0.0,0.0,0.0
Latavius,Murray,W (Jan 10),1.0,9,11.63,87%,53,53,0.0,0.0,0.0,12.0,53.7,0.7,2.3,1.6,14.4,0.0,0.0,0.0,0.1
Samaje,Perine,BigmouthBilly Bajema,1.0,5,11.52,78%,58,58,0.0,0.0,0.0,16.5,63.9,0.4,2.0,2.3,17.5,0.0,0.0,0.0,0.0
