FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Duke,Johnson,Fantasy What Now?,1.0,9,11.13,77%,62,62,0.0,0.0,0.0,7.8,28.0,0.1,6.0,5.1,43.2,0.2,0.0,0.0,0.0
Jerick,McKinnon,Fantasy What Now?,1.0,9,11.12,91%,63,63,0.0,0.0,0.0,10.9,43.6,0.3,3.7,3.6,27.6,0.1,0.0,0.0,0.0
J.D.,McKissic,W (Jan 10),1.0,6,10.87,31%,67,67,0.0,0.0,0.0,4.2,24.6,0.3,6.4,5.4,32.3,0.1,0.0,0.0,0.0
Latavius,Murray,W (Jan 10),1.0,9,10.66,81%,73,73,0.0,0.0,0.0,13.7,54.7,0.4,3.3,2.3,20.5,0.0,0.0,0.0,0.1
Alfred,Morris,W (Jan 10),1.0,6,10.07,74%,86,86,0.0,0.0,0.0,11.3,51.7,0.5,1.2,1.2,7.5,0.0,0.0,0.1,0.0
Devontae,Booker,W (Jan 10),1.0,5,9.55,34%,102,102,0.0,0.0,0.0,8.1,36.7,0.2,2.8,3.3,25.4,0.1,0.0,0.0,0.0
Orleans,Darkwa,W (Jan 10),1.0,8,9.50,73%,103,103,0.0,0.0,0.0,13.6,48.4,0.4,2.8,2.0,13.8,0.0,0.0,0.0,0.0
Jamaal,Williams,Fantasy What Now?,1.0,8,8.78,58%,128,128,0.0,0.0,0.0,16.1,49.6,0.4,0.6,1.4,9.2,0.0,0.0,0.0,0.0
Danny,Woodhead,W (Jan 10),1.0,10,8.61,53%,137,137,0.0,0.0,0.0,4.2,18.2,0.1,4.9,4.2,35.9,0.1,0.0,0.0,0.0
Isaiah,Crowell,W (Jan 10),1.0,9,8.24,79%,153,153,0.0,0.0,0.0,14.4,50.2,0.3,2.1,1.6,8.8,0.0,0.0,0.0,0.1
Terron,Ward,W (Jan 10),1.0,5,8.03,1%,159,159,0.0,0.0,0.0,7.1,33.1,0.2,3.2,2.5,20.7,0.0,0.0,0.0,0.0
Damien,Williams,W (Jan 10),1.0,1,7.96,37%,162,162,0.0,0.0,0.0,9.0,30.4,0.2,3.3,2.6,20.5,0.1,0.0,0.0,0.0
LeGarrette,Blount,W (Jan 10),1.0,10,7.62,67%,170,170,0.0,0.0,0.0,11.3,50.3,0.4,0.4,0.6,3.1,0.0,0.0,0.0,0.1
Marlon,Mack,W (Jan 10),1.0,11,7.57,27%,172,172,0.0,0.0,0.0,8.2,31.0,0.2,1.9,2.1,14.5,0.1,0.0,0.0,0.0
James,White,W (Jan 10),1.0,9,7.43,66%,177,177,0.0,0.0,0.0,2.2,11.5,0.0,3.2,3.8,32.6,0.1,0.0,0.0,0.0
Adrian,Peterson,W (Jan 10),1.0,8,7.14,92%,186,186,0.0,0.0,0.0,17.0,59.0,0.1,1.5,0.7,2.7,0.0,0.0,0.0,0.1
Tarik,Cohen,W (Jan 10),1.0,9,6.50,49%,203,203,0.0,0.0,0.0,4.5,19.9,0.0,4.2,2.9,25.0,0.0,0.0,0.0,0.0
DeAndre,Washington,W (Jan 10),1.0,10,6.32,7%,211,211,0.0,0.0,0.0,5.0,23.3,0.1,2.3,1.9,19.0,0.1,0.0,0.0,0.0
Theo,Riddick,W (Jan 10),1.0,7,6.24,40%,214,214,0.0,0.0,0.0,4.0,14.1,0.1,4.5,2.9,23.3,0.1,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,6.23,10%,215,215,0.0,0.0,0.0,5.2,23.6,0.1,2.3,1.9,17.8,0.1,0.0,0.0,0.0
Bilal,Powell,W (Jan 10),1.0,11,6.22,66%,217,217,0.0,0.0,0.0,8.0,28.5,0.1,3.3,2.3,16.5,0.0,0.0,0.0,0.1
Jamaal,Charles,W (Jan 10),1.0,5,6.20,14%,218,218,0.0,0.0,0.0,7.2,26.3,0.1,3.3,2.6,19.9,0.0,0.0,0.0,0.1
Eddie,Lacy,W (Jan 10),1.0,6,5.77,15%,237,237,0.0,0.0,0.0,7.5,30.7,0.2,1.0,0.8,7.1,0.0,0.0,0.0,0.0
Matt,Breida,W (Jan 10),1.0,11,5.52,6%,242,242,0.0,0.0,0.0,5.2,25.9,0.1,1.6,1.3,13.0,0.1,0.0,0.0,0.0
Elijah,McGuire,W (Jan 10),1.0,11,4.82,6%,259,259,0.0,0.0,0.0,6.4,25.7,0.2,1.0,0.9,7.7,0.0,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,4.72,5%,262,262,0.0,0.0,0.0,2.4,10.0,0.0,2.4,2.2,18.3,0.1,0.0,0.0,0.0
Rod,Smith,Fantasy What Now?,1.0,6,4.48,14%,275,275,0.0,0.0,0.0,4.3,20.2,0.0,2.1,1.7,10.1,0.1,0.0,0.0,0.0
Chris,Ivory,W (Jan 10),1.0,8,4.35,14%,279,279,0.0,0.0,0.0,4.2,15.5,0.1,0.5,1.5,11.0,0.0,0.0,0.0,0.0
Corey,Clement,W (Jan 10),1.0,10,4.13,17%,282,282,0.0,0.0,0.0,5.2,20.8,0.3,0.5,0.3,1.2,0.0,0.0,0.0,0.0
Wayne,Gallman,W (Jan 10),1.0,8,4.04,4%,285,285,0.0,0.0,0.0,5.6,20.9,0.1,1.1,0.7,7.7,0.0,0.0,0.0,0.0
Charles,Sims,W (Jan 10),1.0,1,4.01,1%,286,286,0.0,0.0,0.0,3.4,13.2,0.1,2.0,1.4,13.5,0.0,0.0,0.0,0.0
Travaris,Cadet,W (Jan 10),1.0,6,3.63,0%,294,294,0.0,0.0,0.0,2.0,8.1,0.0,2.4,2.0,18.0,0.0,0.0,0.0,0.0
Devante,Mays,W (Jan 10),1.0,8,3.27,0%,300,300,0.0,0.0,0.0,7.5,23.4,0.0,1.3,0.9,5.1,0.0,0.0,0.0,0.0
T.J.,Yeldon,W (Jan 10),1.0,8,3.12,15%,306,306,0.0,0.0,0.0,2.8,10.3,0.1,1.7,1.3,8.7,0.0,0.0,0.0,0.0
Benny,Cunningham,W (Jan 10),1.0,9,2.85,0%,313,313,0.0,0.0,0.0,2.0,7.5,0.0,1.6,1.5,13.5,0.0,0.0,0.0,0.0
Alfred,Blue,W (Jan 10),1.0,7,2.47,0%,321,321,0.0,0.0,0.0,3.0,10.7,0.1,0.8,0.7,4.8,0.0,0.0,0.0,0.0
Charcandrick,West,W (Jan 10),1.0,10,2.38,3%,322,322,0.0,0.0,0.0,2.0,9.4,0.0,1.1,0.8,6.5,0.0,0.0,0.0,0.0
Thomas,Rawls,W (Jan 10),1.0,6,2.38,14%,323,323,0.0,0.0,0.0,3.4,13.6,0.1,0.5,0.4,3.3,0.0,0.0,0.0,0.0
James,Conner,W (Jan 10),1.0,9,2.08,4%,332,332,0.0,0.0,0.0,2.3,10.9,0.1,0.5,0.3,2.7,0.0,0.0,0.0,0.0
Javorius,Allen,W (Jan 10),1.0,10,1.99,38%,333,333,0.0,0.0,0.0,2.0,8.0,0.0,0.7,0.6,5.8,0.0,0.0,0.0,0.0
Zach,Zenner,W (Jan 10),1.0,7,1.94,0%,335,335,0.0,0.0,0.0,1.5,6.5,0.1,0.9,0.6,6.1,0.0,0.0,0.0,0.0
Byron,Marshall,W (Jan 10),1.0,5,1.78,2%,341,341,0.0,0.0,0.0,2.2,10.1,0.0,0.7,0.6,4.7,0.0,0.0,0.0,0.0
Jacquizz,Rodgers,W (Jan 10),1.0,1,1.77,7%,342,342,0.0,0.0,0.0,2.0,8.1,0.0,0.5,0.5,4.1,0.0,0.0,0.0,0.0
Justin,Davis,W (Jan 10),1.0,8,1.62,0%,345,345,0.0,0.0,0.0,3.0,11.7,0.0,0.0,0.4,2.4,0.0,0.0,0.0,0.0
