FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Rob,Gronkowski,I AM the danger!!!,1.0,9,13.72,100%,32,32,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.2,70.6,0.7,0.0,0.1,0.1
Travis,Kelce,Natty Lights,1.0,10,13.20,100%,37,37,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.2,77.8,0.4,0.0,0.0,0.2
Jimmy,Graham,Fantasy What Now?,1.0,6,12.59,100%,43,43,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.1,67.2,0.6,0.0,0.1,0.1
Jordan,Reed,W (Jan 10),1.0,5,12.40,99%,49,49,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.2,64.0,0.6,0.0,0.0,0.1
Greg,Olsen,Shen and the Pencils,1.0,11,12.03,100%,57,57,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.4,69.3,0.4,0.0,0.0,0.1
Zach,Ertz,Playoffs!!??,1.0,10,11.38,95%,68,68,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.7,61.9,0.4,0.0,0.1,0.1
Delanie,Walker,Flacc-o'-lantern,1.0,8,11.07,97%,76,76,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.8,59.4,0.5,0.0,0.0,0.1
Martellus,Bennett,W (Jan 10),1.0,9,10.56,97%,90,90,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.5,52.1,0.5,0.0,0.1,0.1
Kyle,Rudolph,Shen Sucks YoungHoe!,1.0,9,9.93,96%,107,107,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.6,52.6,0.4,0.0,0.0,0.0
Hunter,Henry,Give Me Your Pencil,1.0,9,9.46,91%,116,116,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.8,46.1,0.5,0.0,0.1,0.1
Eric,Ebron,BigmouthBilly Bajema,1.0,7,9.18,74%,128,128,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.7,47.2,0.3,0.0,0.0,0.0
Tyler,Eifert,W (Jan 10),1.0,6,8.46,97%,153,153,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.3,41.8,0.5,0.0,0.0,0.1
Coby,Fleener,W (Jan 10),1.0,5,8.01,52%,168,168,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.6,43.1,0.3,0.0,0.0,0.0
David,Njoku,W (Jan 10),1.0,9,8.01,10%,169,169,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.8,43.2,0.4,0.0,0.0,0.2
Jack,Doyle,Shen and the Pencils,1.0,11,8.00,78%,170,170,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.0,41.5,0.3,0.0,0.0,0.0
Austin,Hooper,W (Jan 10),1.0,5,7.63,54%,184,184,0.0,0.0,0.0,0.0,0.0,0.0,4.9,3.7,41.0,0.3,0.0,0.0,0.0
Zach,Miller,W (Jan 10),1.0,9,7.44,5%,189,189,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.7,38.2,0.3,0.0,0.0,0.0
C.J.,Fiedorowicz,W (Jan 10),1.0,7,7.34,41%,191,191,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.1,38.9,0.3,0.0,0.0,0.1
Dwayne,Allen,W (Jan 10),1.0,9,7.31,10%,192,192,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.8,32.4,0.4,0.0,0.0,0.0
Antonio,Gates,W (Jan 10),1.0,9,7.01,43%,197,197,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.5,32.4,0.3,0.0,0.1,0.0
Jared,Cook,Pedialyte Powered,1.0,10,6.98,19%,200,200,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.3,36.2,0.3,0.0,0.0,0.0
Jason,Witten,Give Me Your Pencil,1.0,6,6.86,61%,203,203,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.9,37.3,0.2,0.0,0.0,0.0
Charles,Clay,W (Jan 10),1.0,6,6.70,10%,211,211,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.4,32.8,0.3,0.0,0.0,0.1
Vance,McDonald,W (Jan 10),1.0,9,6.36,4%,225,225,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,31.0,0.3,0.0,0.0,0.0
Vernon,Davis,W (Jan 10),1.0,5,6.22,3%,235,235,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.9,36.4,0.2,0.0,0.0,0.0
Dion,Sims,W (Jan 10),1.0,9,5.93,0%,248,248,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.5,30.9,0.3,0.0,0.0,0.0
Evan,Engram,Shen Sucks YoungHoe!,1.0,8,5.85,24%,251,251,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.8,31.5,0.2,0.0,0.0,0.1
Tyler,Higbee,W (Jan 10),1.0,8,5.79,1%,253,253,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,26.6,0.3,0.0,0.0,0.0
Jermaine,Gresham,W (Jan 10),1.0,8,5.56,1%,259,259,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,28.6,0.2,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,5.38,0%,261,261,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,31.2,0.2,0.0,0.0,0.0
Clive,Walford,W (Jan 10),1.0,10,5.37,0%,262,262,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.9,30.6,0.1,0.0,0.0,0.0
Gerald,Everett,W (Jan 10),1.0,8,5.32,0%,264,264,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7,28.0,0.2,0.0,0.0,0.0
George,Kittle,W (Jan 10),1.0,11,5.12,1%,267,267,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7,27.6,0.2,0.0,0.0,0.0
Maxx,Williams,W (Jan 10),1.0,10,5.07,0%,268,268,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,29.1,0.1,0.0,0.0,0.0
Nick,Boyle,W (Jan 10),1.0,10,4.91,0%,269,269,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.6,27.5,0.1,0.0,0.0,0.0
Lance,Kendricks,W (Jan 10),1.0,8,4.90,0%,271,271,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.7,26.2,0.2,0.0,0.0,0.0
A.J.,Derby,W (Jan 10),1.0,1,4.44,0%,279,279,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,23.5,0.2,0.0,0.0,0.0
Virgil,Green,W (Jan 10),1.0,5,4.37,0%,280,280,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,22.8,0.2,0.0,0.0,0.0
Josh,Hill,W (Jan 10),1.0,5,4.02,0%,285,285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,19.5,0.2,0.0,0.0,0.0
Seth,DeValve,W (Jan 10),1.0,9,3.90,0%,287,287,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,20.0,0.2,0.0,0.0,0.0
Ryan,Griffin,W (Jan 10),1.0,7,3.77,0%,289,289,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,19.8,0.1,0.0,0.0,0.0
Garrett,Celek,W (Jan 10),1.0,11,3.66,0%,290,290,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.7,21.2,0.1,0.0,0.0,0.0
Richard,Rodgers,W (Jan 10),1.0,8,3.56,1%,291,291,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.1,20.4,0.1,0.0,0.0,0.0
Jerell,Adams,W (Jan 10),1.0,8,3.28,0%,297,297,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,17.9,0.1,0.0,0.0,0.0
Trey,Burton,W (Jan 10),1.0,10,3.11,0%,303,303,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,17.6,0.1,0.0,0.0,0.0
Jesse,James,W (Jan 10),1.0,9,3.09,6%,304,304,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,16.6,0.1,0.0,0.0,0.0
Jeff,Heuerman,W (Jan 10),1.0,5,3.04,0%,306,306,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,16.8,0.1,0.0,0.0,0.0
Brent,Celek,W (Jan 10),1.0,10,2.75,0%,310,310,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,15.9,0.1,0.0,0.0,0.0
Luke,Willson,W (Jan 10),1.0,6,2.75,0%,311,311,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.4,16.3,0.1,0.0,0.0,0.0
Darren,Fells,W (Jan 10),1.0,7,2.74,0%,312,312,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5,15.4,0.1,0.0,0.0,0.0
Jonnu,Smith,W (Jan 10),1.0,8,2.71,0%,313,313,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,15.7,0.1,0.0,0.0,0.0
Michael,Roberts,W (Jan 10),1.0,7,2.52,0%,316,316,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,15.4,0.1,0.0,0.0,0.0
Adam,Shaheen,W (Jan 10),1.0,9,2.51,0%,318,318,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,14.9,0.1,0.0,0.0,0.0
Will,Tye,W (Jan 10),1.0,9,2.42,0%,320,320,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.4,13.9,0.1,0.0,0.0,0.0
Tyler,Kroft,W (Jan 10),1.0,6,2.42,0%,321,321,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,13.6,0.1,0.0,0.0,0.0
Rhett,Ellison,W (Jan 10),1.0,8,2.40,0%,322,322,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.2,12.8,0.1,0.0,0.0,0.0
Marcedes,Lewis,W (Jan 10),1.0,8,2.05,0%,328,328,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,10.9,0.1,0.0,0.0,0.0
Levine,Toilolo,W (Jan 10),1.0,5,1.88,0%,331,331,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,9.5,0.1,0.0,0.0,0.0
David,Morgan,W (Jan 10),1.0,9,1.23,0%,337,337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,8.6,0.0,0.0,0.0,0.0
Eric,Saubert,W (Jan 10),1.0,5,1.14,0%,338,338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,7.7,0.0,0.0,0.0,0.0
Ed,Dickson,W (Jan 10),1.0,11,1.11,0%,342,342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,7.6,0.0,0.0,0.0,0.0
Stephen,Anderson,W (Jan 10),1.0,7,0.88,0%,349,349,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,5.5,0.0,0.0,0.0,0.0
Brian,Parker,W (Jan 10),0.0,5,0.00,0%,358,358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian,Vogler,W (Jan 10),0.0,5,0.00,0%,360,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan,Paulsen,W (Jan 10),1.0,11,0.00,0%,362,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gannon,Sinclair,W (Jan 10),0.0,8,0.00,0%,375,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor,Hamlett,W (Jan 10),0.0,6,0.00,0%,380,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt,LaCosse,W (Jan 10),1.0,5,0.00,0%,385,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khari,Lee,W (Jan 10),1.0,6,0.00,0%,388,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes,Saxton,W (Jan 10),0.0,6,0.00,0%,394,394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rob,Housler,W (Jan 10),0.0,9,0.00,0%,396,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabe,Holmes,W (Jan 10),0.0,8,0.00,0%,400,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
