FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Dalvin,Cook,W (Jan 10),1.0,9,12.07,99%,61,61,0.0,0.0,0.0,15.6,59.8,0.5,2.6,2.3,18.4,0.1,0.0,0.0,0.1
James,White,W (Jan 10),1.0,9,11.96,66%,62,62,0.0,0.0,0.0,4.3,21.6,0.1,6.0,5.2,49.3,0.3,0.0,0.1,0.0
Terrance,West,W (Jan 10),1.0,10,11.05,84%,76,76,0.0,0.0,0.0,12.8,54.9,0.5,2.7,2.2,18.7,0.0,0.0,0.0,0.1
Bilal,Powell,W (Jan 10),1.0,11,10.08,85%,110,110,0.0,0.0,0.0,11.0,40.6,0.3,3.5,3.0,26.5,0.1,0.0,0.0,0.0
Mike,Gillislee,W (Jan 10),1.0,9,10.06,95%,111,111,0.0,0.0,0.0,12.0,57.7,0.6,1.0,0.8,5.6,0.0,0.0,0.0,0.1
Javorius,Allen,W (Jan 10),1.0,10,9.43,55%,125,125,0.0,0.0,0.0,10.0,42.8,0.2,3.2,2.6,23.4,0.0,0.0,0.0,0.0
Jacquizz,Rodgers,W (Jan 10),1.0,1,9.18,62%,133,133,0.0,0.0,0.0,9.0,41.1,0.3,2.7,2.3,20.9,0.0,0.0,0.0,0.0
Duke,Johnson,Fantasy What Now?,1.0,9,9.11,51%,136,136,0.0,0.0,0.0,6.0,24.6,0.1,4.5,3.8,36.6,0.1,0.0,0.0,0.0
Tarik,Cohen,W (Jan 10),1.0,9,8.97,86%,142,142,0.0,0.0,0.0,5.0,21.5,0.1,4.5,3.7,34.4,0.2,0.0,0.0,0.0
Theo,Riddick,W (Jan 10),1.0,7,8.73,57%,151,151,0.0,0.0,0.0,4.4,17.1,0.1,4.3,3.8,32.8,0.2,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,8.50,21%,158,158,0.0,0.0,0.0,4.0,18.1,0.1,4.2,3.9,32.9,0.2,0.0,0.0,0.0
Thomas,Rawls,W (Jan 10),1.0,6,8.29,63%,171,171,0.0,0.0,0.0,9.0,42.2,0.4,1.2,1.1,8.9,0.0,0.0,0.0,0.0
Rob,Kelley,W (Jan 10),1.0,5,8.24,75%,173,173,0.0,0.0,0.0,10.5,45.9,0.4,1.1,0.9,5.9,0.0,0.0,0.0,0.1
Darren,Sproles,W (Jan 10),1.0,10,8.13,44%,175,175,0.0,0.0,0.0,4.0,16.9,0.1,3.6,3.3,31.7,0.1,0.1,0.0,0.0
Chris,Thompson,W (Jan 10),1.0,5,7.95,29%,182,182,0.0,0.0,0.0,4.0,18.1,0.1,3.6,3.1,28.5,0.1,0.0,0.0,0.0
Paul,Perkins,W (Jan 10),1.0,8,7.94,78%,183,183,0.0,0.0,0.0,12.0,41.4,0.3,1.8,1.4,13.3,0.1,0.0,0.0,0.1
Isaiah,Crowell,W (Jan 10),1.0,9,7.87,97%,185,185,0.0,0.0,0.0,10.0,39.1,0.3,1.7,1.6,12.6,0.0,0.0,0.0,0.0
C.J.,Prosise,W (Jan 10),1.0,6,7.83,23%,187,187,0.0,0.0,0.0,5.0,23.0,0.1,3.3,3.0,27.7,0.1,0.0,0.0,0.0
Andre,Ellington,W (Jan 10),1.0,7,7.74,12%,191,191,0.0,0.0,0.0,1.8,8.3,0.0,5.5,3.9,38.8,0.2,0.0,0.0,0.0
Jamaal,Charles,W (Jan 10),1.0,5,7.55,35%,199,199,0.0,0.0,0.0,7.0,29.3,0.2,2.8,2.2,21.5,0.1,0.0,0.0,0.1
LeGarrette,Blount,W (Jan 10),1.0,10,7.55,83%,200,200,0.0,0.0,0.0,11.0,44.4,0.4,0.3,0.5,3.3,0.0,0.0,0.0,0.0
Chris,Carson,W (Jan 10),1.0,6,7.48,39%,204,204,0.0,0.0,0.0,7.0,34.0,0.3,1.1,1.5,15.1,0.0,0.0,0.0,0.0
DeAndre,Washington,W (Jan 10),1.0,10,7.02,5%,219,219,0.0,0.0,0.0,5.0,25.8,0.1,2.5,2.1,21.1,0.1,0.0,0.0,0.0
Adrian,Peterson,W (Jan 10),1.0,8,6.96,84%,222,222,0.0,0.0,0.0,8.7,36.9,0.3,1.2,1.0,8.9,0.0,0.0,0.0,0.1
Charles,Sims,W (Jan 10),1.0,1,6.93,4%,225,225,0.0,0.0,0.0,5.0,22.0,0.2,3.3,2.3,22.5,0.1,0.0,0.0,0.1
Jeremy,Hill,W (Jan 10),1.0,6,6.74,36%,231,231,0.0,0.0,0.0,8.0,32.4,0.4,1.0,0.9,7.2,0.0,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,6.67,4%,234,234,0.0,0.0,0.0,5.0,25.2,0.1,2.5,2.0,19.1,0.1,0.0,0.0,0.0
Robert,Turbin,W (Jan 10),1.0,11,6.22,5%,248,248,0.0,0.0,0.0,6.0,23.0,0.3,1.6,1.5,12.2,0.1,0.0,0.0,0.0
Branden,Oliver,W (Jan 10),1.0,9,6.21,1%,249,249,0.0,0.0,0.0,4.0,17.5,0.0,3.3,2.8,23.3,0.1,0.0,0.0,0.0
Mike,Tolbert,W (Jan 10),1.0,6,5.96,7%,256,256,0.0,0.0,0.0,6.0,21.9,0.4,1.8,1.5,8.2,0.0,0.0,0.0,0.0
Charcandrick,West,W (Jan 10),1.0,10,5.75,10%,260,260,0.0,0.0,0.0,5.0,22.8,0.1,2.1,1.9,15.7,0.1,0.0,0.0,0.0
Marlon,Mack,W (Jan 10),1.0,11,5.39,16%,266,266,0.0,0.0,0.0,6.0,25.4,0.3,1.3,1.0,7.5,0.0,0.0,0.0,0.1
D'Onta,Foreman,W (Jan 10),1.0,7,5.36,7%,267,267,0.0,0.0,0.0,6.0,23.1,0.2,0.5,1.1,9.2,0.0,0.0,0.0,0.1
Jerick,McKinnon,Fantasy What Now?,1.0,9,5.26,2%,269,269,0.0,0.0,0.0,4.0,14.8,0.1,2.5,2.0,18.4,0.1,0.0,0.0,0.0
Chris,Ivory,W (Jan 10),1.0,8,5.16,3%,271,271,0.0,0.0,0.0,6.0,23.3,0.2,1.1,1.1,11.6,0.0,0.0,0.0,0.0
James,Conner,W (Jan 10),1.0,9,4.78,10%,277,277,0.0,0.0,0.0,5.0,23.0,0.3,1.0,0.7,5.7,0.0,0.0,0.0,0.0
Damien,Williams,W (Jan 10),1.0,1,3.71,0%,301,301,0.0,0.0,0.0,2.0,8.6,0.1,2.1,1.9,15.1,0.0,0.0,0.0,0.0
Malcolm,Brown,W (Jan 10),1.0,8,3.66,0%,302,302,0.0,0.0,0.0,5.0,21.8,0.1,0.8,0.7,3.8,0.0,0.0,0.0,0.0
Tyler,Ervin,W (Jan 10),1.0,7,3.49,0%,304,304,0.0,0.0,0.0,2.0,7.2,0.0,2.8,2.4,12.8,0.0,0.0,0.0,0.0
Matt,Breida,W (Jan 10),1.0,11,3.47,3%,305,305,0.0,0.0,0.0,4.1,15.7,0.1,1.1,0.9,7.4,0.0,0.0,0.0,0.0
Jamaal,Williams,Fantasy What Now?,1.0,8,3.11,15%,313,313,0.0,0.0,0.0,4.0,17.5,0.2,0.2,0.2,0.9,0.0,0.0,0.0,0.0
Dwayne,Washington,W (Jan 10),1.0,7,2.83,0%,319,319,0.0,0.0,0.0,3.0,12.5,0.1,0.8,0.7,4.8,0.0,0.0,0.0,0.0
Wendell,Smallwood,W (Jan 10),1.0,10,2.81,4%,320,320,0.0,0.0,0.0,3.0,12.9,0.1,0.8,0.5,4.8,0.0,0.0,0.0,0.0
Rhett,Ellison,W (Jan 10),1.0,8,2.41,0%,329,329,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.3,12.9,0.1,0.0,0.0,0.0
Matthew,Dayes,W (Jan 10),1.0,9,2.39,0%,331,331,0.0,0.0,0.0,2.0,7.0,0.0,1.3,1.2,10.9,0.0,0.0,0.0,0.0
Alfred,Morris,W (Jan 10),1.0,6,2.23,5%,338,338,0.0,0.0,0.0,3.0,12.1,0.1,0.4,0.3,1.8,0.0,0.0,0.0,0.0
Latavius,Murray,W (Jan 10),1.0,9,2.22,21%,340,340,0.0,0.0,0.0,3.0,11.7,0.1,0.6,0.4,3.7,0.0,0.0,0.0,0.0
Fozzy,Whittaker,W (Jan 10),1.0,11,2.14,0%,344,344,0.0,0.0,0.0,2.0,8.3,0.0,1.1,0.9,8.3,0.0,0.0,0.0,0.0
Elijah,McGuire,W (Jan 10),1.0,11,1.71,0%,350,350,0.0,0.0,0.0,2.0,7.3,0.1,0.6,0.6,4.0,0.0,0.0,0.0,0.0
Corey,Grant,W (Jan 10),1.0,8,1.64,0%,353,353,0.0,0.0,0.0,2.0,8.1,0.1,0.4,0.4,2.9,0.0,0.0,0.0,0.0
Chris,Johnson,W (Jan 10),1.0,8,1.47,12%,355,355,0.0,0.0,0.0,2.0,8.3,0.1,0.3,0.3,1.6,0.0,0.0,0.0,0.0
Taquan,Mizzell,W (Jan 10),1.0,9,1.34,0%,358,358,0.0,0.0,0.0,1.0,3.9,0.0,1.2,0.8,5.6,0.0,0.0,0.0,0.0
Akeem,Hunt,W (Jan 10),1.0,10,1.17,0%,362,362,0.0,0.0,0.0,2.0,8.5,0.0,0.4,0.3,1.6,0.0,0.0,0.0,0.0
Orleans,Darkwa,W (Jan 10),1.0,8,0.93,0%,371,371,0.0,0.0,0.0,2.0,7.8,0.0,0.2,0.2,0.6,0.0,0.0,0.0,0.0
Terron,Ward,W (Jan 10),1.0,5,0.63,0%,374,374,0.0,0.0,0.0,1.0,4.7,0.0,0.2,0.2,0.8,0.0,0.0,0.0,0.0
