FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Martellus,Bennett,W (Jan 10),1.0,9,11.26,95%,72,72,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.0,58.0,0.5,0.0,0.1,0.1
Jimmy,Graham,Fantasy What Now?,1.0,6,9.83,92%,107,107,0.0,0.0,0.0,0.0,0.0,0.0,6.7,4.3,52.8,0.4,0.0,0.1,0.1
Jesse,James,W (Jan 10),1.0,9,8.25,40%,175,175,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.1,44.2,0.3,0.0,0.0,0.0
Coby,Fleener,W (Jan 10),1.0,5,8.23,76%,177,177,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.7,44.3,0.3,0.0,0.0,0.0
Zach,Miller,W (Jan 10),1.0,9,8.01,13%,182,182,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.9,41.1,0.3,0.0,0.0,0.0
Benjamin,Watson,W (Jan 10),1.0,10,7.84,32%,190,190,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.7,40.0,0.3,0.0,0.0,0.0
Austin,Hooper,W (Jan 10),1.0,5,7.71,70%,198,198,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.7,41.5,0.3,0.0,0.0,0.0
Charles,Clay,W (Jan 10),1.0,6,7.35,20%,211,211,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.3,39.8,0.3,0.0,0.0,0.1
Julius,Thomas,W (Jan 10),1.0,1,6.86,36%,226,226,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.5,38.0,0.2,0.0,0.0,0.1
Ryan,Griffin,W (Jan 10),1.0,7,6.81,1%,227,227,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.5,35.8,0.2,0.0,0.0,0.0
Cameron,Brate,W (Jan 10),1.0,1,6.62,40%,232,232,0.0,0.0,0.0,0.0,0.0,0.0,5.1,3.3,33.5,0.3,0.0,0.0,0.0
Ed,Dickson,W (Jan 10),1.0,11,6.61,7%,233,233,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.1,34.0,0.3,0.0,0.0,0.0
George,Kittle,W (Jan 10),1.0,11,6.29,1%,241,241,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.3,34.0,0.2,0.0,0.0,0.0
Antonio,Gates,W (Jan 10),1.0,9,6.23,34%,243,243,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.1,28.8,0.3,0.0,0.1,0.0
