FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Julio,Jones,Shen Sucks YoungHoe!,1.0,5,15.43,100%,11,11,0.0,0.0,0.0,0.0,0.0,0.0,10.5,6.7,95.6,0.4,0.0,0.0,0.1
Mike,Evans,Give Me Your Pencil,1.0,1,15.26,100%,13,13,0.0,0.0,0.0,0.0,0.0,0.0,9.6,5.9,79.7,0.7,0.0,0.1,0.0
Dez,Bryant,BigmouthBilly Bajema,1.0,6,14.38,100%,14,14,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.6,80.1,0.5,0.0,0.0,0.0
Michael,Thomas,Fantasy What Now?,1.0,5,14.10,100%,17,17,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.6,78.8,0.5,0.0,0.0,0.0
Amari,Cooper,Pedialyte Powered,1.0,10,12.86,99%,24,24,0.0,0.0,0.0,0.0,0.0,0.0,8.2,5.0,71.1,0.6,0.0,0.0,0.1
Tyreek,Hill,Flacc-o'-lantern,1.0,10,12.75,100%,25,25,0.0,0.0,0.0,1.7,12.4,0.1,6.2,4.9,57.8,0.3,0.1,0.1,0.0
A.J.,Green,Fantasy What Now?,1.0,6,12.69,100%,27,27,0.0,0.0,0.0,0.0,0.0,0.0,7.9,4.7,69.5,0.6,0.0,0.0,0.0
Doug,Baldwin,Give Me Your Pencil,1.0,6,12.45,99%,28,28,0.0,0.0,0.0,0.0,0.0,0.0,7.3,5.3,65.7,0.5,0.0,0.1,0.0
DeAndre,Hopkins,Give Me Your Pencil,1.0,7,11.58,100%,34,34,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.7,57.8,0.5,0.0,0.1,0.0
Larry,Fitzgerald,Shen and the Pencils,1.0,8,11.19,97%,40,40,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.5,59.6,0.3,0.0,0.0,0.0
Golden,Tate,Playoffs!!??,1.0,7,11.17,96%,41,41,0.0,0.0,0.0,0.2,0.9,0.0,9.6,6.2,63.9,0.3,0.0,0.0,0.0
T.Y.,Hilton,I AM the danger!!!,1.0,11,11.07,98%,42,42,0.0,0.0,0.0,0.0,0.0,0.0,9.7,5.8,62.4,0.3,0.0,0.0,0.0
Jarvis,Landry,Natty Lights,1.0,1,11.06,96%,43,43,0.0,0.0,0.0,0.3,1.6,0.0,8.5,5.6,67.4,0.2,0.0,0.0,0.0
Michael,Crabtree,Shen Sucks YoungHoe!,1.0,10,10.87,99%,44,44,0.0,0.0,0.0,0.0,0.0,0.0,7.1,4.4,53.2,0.5,0.0,0.1,0.0
Jordy,Nelson,Playoffs!!??,1.0,8,10.71,99%,46,46,0.0,0.0,0.0,0.0,0.0,0.0,8.4,5.0,59.3,0.4,0.0,0.0,0.0
DeVante,Parker,I AM the danger!!!,1.0,1,10.52,82%,52,52,0.0,0.0,0.0,0.0,0.0,0.0,7.8,4.6,60.0,0.4,0.0,0.0,0.0
Demaryius,Thomas,I AM the danger!!!,1.0,5,10.46,98%,53,53,0.0,0.0,0.0,0.0,0.0,0.0,8.1,4.5,56.6,0.4,0.0,0.0,0.0
Sterling,Shepard,Pedialyte Powered,1.0,8,10.44,71%,54,54,0.0,0.0,0.0,0.4,1.5,0.0,7.8,4.9,57.6,0.3,0.0,0.0,0.0
DeSean,Jackson,Fantasy What Now?,1.0,1,10.06,92%,63,63,0.0,0.0,0.0,0.3,1.4,0.0,6.4,4.2,63.9,0.3,0.0,0.0,0.1
Paul,Richardson,Playoffs!!??,1.0,6,10.05,78%,64,64,0.0,0.0,0.0,0.1,0.4,0.0,6.5,4.5,58.3,0.3,0.0,0.0,0.0
Devin,Funchess,Flacc-o'-lantern,1.0,11,9.88,87%,65,65,0.0,0.0,0.0,0.0,0.0,0.0,5.7,4.0,50.1,0.5,0.0,0.0,0.0
