FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Odell,Beckham,W (Jan 10),1.0,8,19.08,100%,3,3,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.2,103,0.8,0.1,0.1,0.1
A.J.,Green,Fantasy What Now?,1.0,6,15.66,100%,15,15,0.0,0.0,0.0,0.0,0.0,0.0,9.3,6.0,87.9,0.6,0.0,0.0,0.0
Chris,Hogan,W (Jan 10),1.0,9,12.24,95%,41,41,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.5,64.4,0.5,0.0,0.0,0.0
DeSean,Jackson,Fantasy What Now?,1.0,1,11.40,92%,52,52,0.0,0.0,0.0,0.3,1.6,0.0,7.0,4.7,72.3,0.3,0.0,0.0,0.2
Kelvin,Benjamin,W (Jan 10),1.0,6,10.93,95%,58,58,0.0,0.0,0.0,0.0,0.0,0.0,8.1,4.3,62.7,0.4,0.0,0.0,0.0
Martavis,Bryant,Fantasy What Now?,1.0,9,10.75,94%,61,61,0.0,0.0,0.0,0.0,0.0,0.0,6.9,4.2,60.3,0.4,0.0,0.0,0.0
Pierre,Garcon,W (Jan 10),1.0,11,9.96,87%,80,80,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.1,53.5,0.3,0.0,0.0,0.0
Will,Fuller,W (Jan 10),1.0,7,9.63,73%,88,88,0.0,0.0,0.0,0.6,2.3,0.0,6.2,3.8,55.3,0.3,0.0,0.0,0.0
Tyrell,Williams,W (Jan 10),1.0,9,9.38,82%,92,92,0.0,0.0,0.0,0.0,0.0,0.0,6.7,3.9,56.4,0.3,0.0,0.0,0.0
Terrance,Williams,W (Jan 10),1.0,6,9.25,10%,96,96,0.0,0.0,0.0,0.0,0.0,0.0,5.7,3.8,53.2,0.3,0.0,0.0,0.0
Donte,Moncrief,W (Jan 10),1.0,11,9.11,50%,101,101,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.4,47.5,0.4,0.0,0.1,0.0
Jeremy,Maclin,W (Jan 10),1.0,10,9.03,75%,103,103,0.0,0.0,0.0,0.1,0.8,0.0,6.1,4.5,45.5,0.4,0.0,0.0,0.0
Allen,Hurns,W (Jan 10),1.0,8,8.93,50%,105,105,0.0,0.0,0.0,0.0,0.0,0.0,7.2,4.6,55.7,0.2,0.0,0.0,0.0
Brandon,Marshall,W (Jan 10),1.0,8,8.78,63%,111,111,0.0,0.0,0.0,0.0,0.0,0.0,6.5,3.9,47.3,0.3,0.0,0.0,0.0
Cole,Beasley,W (Jan 10),1.0,6,8.77,21%,112,112,0.0,0.0,0.0,0.1,0.3,0.0,6.1,4.8,51.2,0.2,0.0,0.0,0.0
Eric,Decker,W (Jan 10),1.0,8,8.75,45%,114,114,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.6,47.5,0.4,0.0,0.0,0.0
Phillip,Dorsett,W (Jan 10),1.0,9,8.72,3%,117,117,0.0,0.0,0.0,0.3,0.0,0.0,5.7,3.9,55.0,0.2,0.0,0.0,0.0
Jaron,Brown,W (Jan 10),1.0,8,8.62,48%,122,122,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.3,47.6,0.4,0.0,0.0,0.0
Tyler,Lockett,W (Jan 10),1.0,6,8.61,42%,123,123,0.0,0.0,0.0,0.3,4.2,0.0,4.7,3.4,49.6,0.3,0.0,0.0,0.0
John,Brown,W (Jan 10),1.0,8,8.18,37%,140,140,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.1,46.1,0.3,0.0,0.0,0.0
Kenny,Stills,W (Jan 10),1.0,1,8.07,23%,146,146,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.0,47.8,0.3,0.0,0.0,0.0
Zay,Jones,W (Jan 10),1.0,6,7.76,12%,155,155,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.7,45.0,0.2,0.0,0.0,0.0
Chris,Conley,W (Jan 10),1.0,10,7.72,2%,158,158,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.4,44.2,0.3,0.0,0.0,0.0
Taywan,Taylor,W (Jan 10),1.0,8,7.65,0%,165,165,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.3,41.4,0.3,0.0,0.0,0.0
JuJu,Smith-Schuster,Fantasy What Now?,1.0,9,7.53,5%,169,169,0.0,0.0,0.0,0.0,0.0,0.0,4.7,2.9,42.4,0.3,0.0,0.0,0.0
Ricardo,Louis,W (Jan 10),1.0,9,7.50,1%,172,172,0.0,0.0,0.0,0.0,0.0,0.0,6.3,3.6,44.0,0.2,0.0,0.0,0.0
Josh,Bellamy,W (Jan 10),1.0,9,7.41,0%,174,174,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.6,44.5,0.2,0.0,0.0,0.0
Torrey,Smith,W (Jan 10),1.0,10,7.32,7%,177,177,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.2,42.3,0.3,0.0,0.0,0.0
Rashard,Higgins,W (Jan 10),1.0,9,7.21,9%,181,181,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.0,43.2,0.2,0.0,0.0,0.0
Brandon,LaFell,W (Jan 10),1.0,6,7.17,2%,182,182,0.0,0.0,0.0,0.0,0.0,0.0,5.5,3.5,39.3,0.2,0.0,0.0,0.0
Kendall,Wright,W (Jan 10),1.0,9,7.08,14%,185,185,0.0,0.0,0.0,0.2,1.3,0.0,6.0,3.6,41.1,0.2,0.0,0.0,0.0
Adam,Humphries,W (Jan 10),1.0,1,6.98,10%,189,189,0.0,0.0,0.0,0.1,0.7,0.0,5.8,3.8,39.5,0.2,0.0,0.0,0.0
Curtis,Samuel,W (Jan 10),1.0,11,6.88,1%,192,192,0.0,0.0,0.0,0.8,7.2,0.1,4.4,2.5,33.6,0.2,0.0,0.0,0.0
Markus,Wheaton,W (Jan 10),1.0,9,6.24,1%,212,212,0.0,0.0,0.0,0.0,0.0,0.0,5.3,3.1,34.8,0.2,0.0,0.0,0.0
Breshad,Perriman,W (Jan 10),1.0,10,6.12,3%,217,217,0.0,0.0,0.0,0.1,0.8,0.0,4.1,2.3,35.0,0.2,0.0,0.0,0.0
J.J.,Nelson,W (Jan 10),1.0,8,5.89,33%,222,222,0.0,0.0,0.0,0.3,2.6,0.0,4.0,1.9,35.7,0.2,0.0,0.0,0.0
Deonte,Thompson,W (Jan 10),1.0,6,5.81,2%,226,226,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.3,35.5,0.1,0.0,0.0,0.0
Geronimo,Allison,W (Jan 10),1.0,8,5.78,18%,227,227,0.0,0.0,0.0,0.0,0.0,0.0,3.8,2.0,32.6,0.3,0.0,0.0,0.0
Travis,Benjamin,W (Jan 10),1.0,9,5.69,9%,229,229,0.0,0.0,0.0,0.1,0.7,0.0,4.1,2.1,34.5,0.2,0.0,0.0,0.0
Laquon,Treadwell,W (Jan 10),1.0,9,5.35,1%,235,235,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.4,29.7,0.2,0.0,0.0,0.0
