FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Adrian,Peterson,W (Jan 10),1.0,8,11.66,96%,32,32,0.0,0.0,0.0,18.0,60.3,0.6,3.4,2.2,14.1,0.0,0.0,0.0,0.1
T.J.,Yeldon,W (Jan 10),1.0,8,11.65,30%,33,33,0.0,0.0,0.0,6.0,24.5,0.1,6.1,5.2,50.4,0.1,0.0,0.0,0.0
Aaron,Jones,W (Jan 10),1.0,8,11.53,91%,36,36,0.0,0.0,0.0,11.6,51.6,0.5,4.7,2.1,16.5,0.1,0.0,0.0,0.1
Chris,Thompson,W (Jan 10),1.0,5,9.57,91%,74,74,0.0,0.0,0.0,5.9,25.6,0.2,4.5,3.6,30.2,0.2,0.0,0.0,0.0
Chris,Ivory,W (Jan 10),1.0,8,9.20,33%,85,85,0.0,0.0,0.0,8.4,32.7,0.2,1.0,3.3,23.3,0.1,0.0,0.0,0.0
Orleans,Darkwa,W (Jan 10),1.0,8,9.17,62%,90,90,0.0,0.0,0.0,11.3,43.3,0.5,2.5,1.8,12.4,0.0,0.0,0.0,0.0
Damien,Williams,W (Jan 10),1.0,1,8.64,33%,111,111,0.0,0.0,0.0,4.2,18.2,0.1,4.5,4.0,31.9,0.1,0.0,0.0,0.0
Eddie,Lacy,W (Jan 10),1.0,6,8.10,32%,120,120,0.0,0.0,0.0,9.0,41.8,0.4,1.2,1.0,8.6,0.1,0.0,0.0,0.0
Bilal,Powell,W (Jan 10),1.0,11,7.91,71%,126,126,0.0,0.0,0.0,9.7,36.3,0.2,4.2,2.9,21.0,0.0,0.0,0.0,0.1
Theo,Riddick,W (Jan 10),1.0,7,7.86,41%,127,127,0.0,0.0,0.0,4.2,14.3,0.1,4.4,3.8,31.1,0.2,0.0,0.0,0.0
Javorius,Allen,W (Jan 10),1.0,10,7.65,63%,135,135,0.0,0.0,0.0,7.7,28.4,0.2,2.4,2.3,20.5,0.1,0.0,0.0,0.1
LeGarrette,Blount,W (Jan 10),1.0,10,7.46,83%,143,143,0.0,0.0,0.0,12.0,49.3,0.3,0.3,0.6,3.0,0.0,0.0,0.0,0.1
J.D.,McKissic,W (Jan 10),1.0,6,7.34,3%,149,149,0.0,0.0,0.0,2.8,16.6,0.2,4.3,3.6,21.8,0.1,0.0,0.0,0.0
Marlon,Mack,W (Jan 10),1.0,11,7.01,50%,156,156,0.0,0.0,0.0,7.7,32.2,0.4,1.7,1.3,9.6,0.0,0.0,0.0,0.0
Rob,Kelley,W (Jan 10),1.0,5,6.54,32%,174,174,0.0,0.0,0.0,9.1,36.4,0.4,0.9,0.8,4.7,0.0,0.0,0.0,0.0
DeAndre,Washington,W (Jan 10),1.0,10,6.46,16%,175,175,0.0,0.0,0.0,5.0,23.8,0.1,2.3,1.9,19.4,0.1,0.0,0.0,0.0
Jalen,Richard,W (Jan 10),1.0,10,6.38,18%,179,179,0.0,0.0,0.0,5.2,24.1,0.1,2.4,1.9,18.2,0.1,0.0,0.0,0.0
Jamaal,Charles,W (Jan 10),1.0,5,6.34,20%,180,180,0.0,0.0,0.0,7.7,28.8,0.1,2.8,2.2,17.1,0.1,0.0,0.0,0.1
Matt,Breida,W (Jan 10),1.0,11,5.74,10%,195,195,0.0,0.0,0.0,5.2,25.4,0.2,1.6,1.3,12.7,0.1,0.0,0.0,0.0
Andre,Ellington,W (Jan 10),1.0,7,5.70,12%,197,197,0.0,0.0,0.0,2.6,10.5,0.0,4.2,3.2,25.4,0.1,0.0,0.0,0.0
Devontae,Booker,W (Jan 10),1.0,5,4.87,4%,211,211,0.0,0.0,0.0,5.5,22.4,0.1,1.6,1.2,10.7,0.1,0.0,0.0,0.0
Mike,Tolbert,W (Jan 10),1.0,6,4.72,1%,215,215,0.0,0.0,0.0,4.4,17.4,0.3,1.4,1.2,6.5,0.0,0.0,0.0,0.0
Shane,Vereen,W (Jan 10),1.0,8,4.66,7%,218,218,0.0,0.0,0.0,2.2,9.9,0.0,2.3,2.1,18.0,0.1,0.0,0.0,0.0
Charles,Sims,W (Jan 10),1.0,1,4.62,1%,220,220,0.0,0.0,0.0,3.4,14.5,0.1,2.2,1.5,14.8,0.0,0.0,0.0,0.0
Wendell,Smallwood,W (Jan 10),1.0,10,4.25,14%,224,224,0.0,0.0,0.0,2.9,13.1,0.1,1.9,1.5,11.8,0.1,0.0,0.0,0.0
Wayne,Gallman,W (Jan 10),1.0,8,4.06,7%,230,230,0.0,0.0,0.0,4.6,18.5,0.2,0.9,0.6,6.8,0.0,0.0,0.0,0.0
Thomas,Rawls,W (Jan 10),1.0,6,3.64,12%,238,238,0.0,0.0,0.0,4.0,18.5,0.2,0.5,0.5,3.9,0.0,0.0,0.0,0.0
D'Onta,Foreman,W (Jan 10),1.0,7,3.59,9%,240,240,0.0,0.0,0.0,3.3,16.0,0.2,0.3,0.7,6.0,0.0,0.0,0.0,0.0
Alfred,Blue,W (Jan 10),1.0,7,2.93,0%,250,250,0.0,0.0,0.0,3.0,12.8,0.1,0.9,0.8,5.7,0.0,0.0,0.0,0.0
Malcolm,Brown,W (Jan 10),1.0,8,2.88,0%,252,252,0.0,0.0,0.0,4.2,17.1,0.1,0.6,0.5,3.0,0.0,0.0,0.0,0.0
Dwayne,Washington,W (Jan 10),1.0,7,2.80,0%,253,253,0.0,0.0,0.0,3.0,12.4,0.1,0.8,0.7,4.8,0.0,0.0,0.0,0.0
Alfred,Morris,W (Jan 10),1.0,6,2.75,58%,254,254,0.0,0.0,0.0,2.2,12.0,0.2,0.3,0.2,1.4,0.0,0.0,0.0,0.0
