FN,LN,Owner,GP*,Bye,Fan Pts,% Owned,Proj,Actual,Yds,TD,Int,Att*,Yds,TD,Tgt*,Rec,Yds,TD,TD,2PT,Lost
Tom,Brady,Shen and the Pencils,1.0,9,18.24,100%,4,4,282,2.1,0.4,1.4,3.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0
Dak,Prescott,Fantasy What Now?,1.0,6,17.30,99%,6,6,238,1.7,0.5,3.4,20.5,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Russell,Wilson,Shen Sucks YoungHoe!,1.0,6,16.62,100%,8,8,248,1.6,0.7,5.1,24.2,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Cam,Newton,Fantasy What Now?,1.0,11,16.31,97%,9,9,218,1.5,0.8,5.4,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.2,0.0
Drew,Brees,Natty Lights,1.0,5,15.49,100%,11,11,265,2.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Tyrod,Taylor,Pedialyte Powered,1.0,6,15.22,80%,13,13,219,1.4,0.6,6.5,28.5,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Jared,Goff,BigmouthBilly Bajema,1.0,8,15.05,90%,15,15,255,1.8,0.8,1.1,8.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Matthew,Stafford,Shen Sucks YoungHoe!,1.0,7,15.01,95%,16,16,253,1.8,0.7,2.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
Matt,Ryan,Flacc-o'-lantern,1.0,5,15.00,98%,17,17,270,1.7,0.7,1.9,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Ben,Roethlisberger,Flacc-o'-lantern,1.0,9,14.96,93%,18,18,266,1.8,0.8,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
Marcus,Mariota,BigmouthBilly Bajema,1.0,8,14.63,89%,19,19,228,1.4,0.6,3.6,21.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Josh,McCown,W (Jan 10),1.0,11,14.63,62%,20,20,236,1.7,0.7,2.6,9.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
Kirk,Cousins,Give Me Your Pencil,1.0,5,14.21,93%,21,21,250,1.7,0.8,1.6,4.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Case,Keenum,I AM the danger!!!,1.0,9,13.72,16%,25,25,197,1.9,0.7,3.2,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy,Dalton,I AM the danger!!!,1.0,6,12.05,54%,36,36,215,1.3,0.7,2.8,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Eli,Manning,I AM the danger!!!,1.0,8,11.60,51%,39,39,234,1.4,1.1,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1
Jacoby,Brissett,Natty Lights,1.0,11,11.36,20%,40,40,169,1.0,0.5,3.2,15.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philip,Rivers,Playoffs!!??,1.0,9,10.87,76%,45,45,208,1.4,0.8,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
Blake,Bortles,Pedialyte Powered,1.0,8,10.80,31%,47,47,201,1.1,1.0,2.9,11.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.3
Jay,Cutler,W (Jan 10),1.0,1,9.25,17%,79,79,187,1.2,0.9,0.5,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett,Hundley,W (Jan 10),1.0,8,8.96,9%,88,88,149,0.8,1.0,4.5,20.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell,Trubisky,Pedialyte Powered,1.0,9,8.72,5%,95,95,167,0.8,0.6,1.7,7.6,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1
Drew,Stanton,W (Jan 10),1.0,8,8.57,3%,101,101,172,0.8,0.5,2.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
DeShone,Kizer,Pedialyte Powered,1.0,9,8.54,3%,105,105,158,0.9,1.3,3.6,17.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
C.J.,Beathard,W (Jan 10),1.0,11,8.46,4%,109,109,164,0.9,1.0,2.5,9.9,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2
