Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Le'Veon Bell,RB,7,PIT,CIN,20.5,89.7,4.5,0.5,6.6,4.5,32.8,0.2,0.0,0.0,16.45
2,Ezekiel Elliott,RB,7,DAL,SF,22.1,88.9,4.0,0.8,3.9,2.9,23.4,0.1,0.1,0.1,16.43
3,Kareem Hunt,RB,7,KC,OAK,17.6,80.3,4.4,0.7,4.5,3.2,28.4,0.1,0.2,0.2,15.27
4,LeSean McCoy,RB,7,BUF,TB,17.9,75.6,4.2,0.4,6.1,4.5,38.2,0.2,0.1,0.1,14.78
5,Todd Gurley,RB,7,LAR,ARI,19.6,76.9,3.8,0.6,5.2,3.8,30.0,0.1,0.1,0.1,14.69
6,Mark Ingram,RB,7,NO,GB,15.9,67.8,4.2,0.5,4.6,3.4,25.0,0.2,0.1,0.1,13.28
7,Jay Ajayi,RB,7,MIA,NYJ,21.3,89.6,4.3,0.4,2.1,1.5,10.2,0.1,0.1,0.1,12.78
8,Devonta Freeman,RB,7,ATL,NE,13.7,66.5,4.7,0.5,3.8,2.8,24.1,0.1,0.1,0.1,12.46
9,Chris Ivory,RB,7,JAX,IND,16.5,69.4,4.3,0.5,3.1,2.2,17.8,0.1,0.1,0.1,12.12
10,Melvin Gordon,RB,7,LAC,DEN,17.2,64.4,3.8,0.4,5.5,3.7,27.9,0.1,0.1,0.1,12.03
11,Jordan Howard,RB,7,CHI,CAR,17.9,77.7,4.3,0.4,1.8,1.3,10.0,0.1,0.1,0.1,11.57
12,Carlos Hyde,RB,7,SF,DAL,13.1,62.9,4.8,0.4,4.2,3.0,20.8,0.1,0.1,0.1,11.17
13,Adrian Peterson,RB,7,ARI,LAR,15.8,70.0,4.4,0.5,1.3,1.0,7.7,0.1,0.1,0.1,11.17
14,CJ Anderson,RB,7,DEN,LAC,16.6,71.7,4.2,0.4,2.4,1.7,12.5,0.0,0.1,0.1,10.62
15,Jerick McKinnon,RB,7,MIN,BAL,14.7,62.0,4.1,0.3,4.3,2.9,20.3,0.1,0.1,0.1,10.43
16,Marshawn Lynch,RB,7,OAK,KC,13.7,58.0,4.1,0.5,1.5,1.1,9.1,0.1,0.1,0.1,10.11
17,Doug Martin,RB,7,TB,BUF,16.4,66.1,4.1,0.3,2.6,1.8,12.8,0.1,0.1,0.1,10.09
18,Alvin Kamara,RB,7,NO,GB,8.3,38.3,4.8,0.3,5.8,4.4,33.5,0.2,0.1,0.1,9.98
19,Frank Gore,RB,7,IND,JAX,13.9,59.8,4.3,0.4,2.5,1.9,14.6,0.0,0.1,0.1,9.64
20,Ty Montgomery,RB,7,GB,NO,10.9,47.2,4.3,0.3,3.5,2.6,20.8,0.1,0.1,0.1,9.00
21,Jonathan Stewart,RB,7,CAR,CHI,16.3,60.4,3.8,0.4,1.4,1.0,6.7,0.0,0.1,0.1,8.91
22,Joe Mixon,RB,7,CIN,PIT,12.9,55.6,4.3,0.3,3.6,2.5,17.3,0.0,0.1,0.1,8.89
23,Derrick Henry,RB,7,TEN,CLE,13.6,56.4,4.0,0.4,1.6,1.1,8.5,0.0,0.1,0.1,8.69
24,Isaiah Crowell,RB,7,CLE,TEN,13.2,52.2,4.0,0.3,2.6,1.8,12.0,0.1,0.1,0.1,8.62
25,Christian McCaffrey,RB,7,CAR,CHI,6.7,22.8,3.3,0.2,7.0,5.0,39.8,0.2,0.1,0.1,8.46
26,Tevin Coleman,RB,7,ATL,NE,6.7,32.3,4.6,0.2,4.2,3.1,28.9,0.2,0.1,0.1,8.32
27,DeMarco Murray,RB,7,TEN,CLE,10.7,41.3,3.7,0.4,2.2,1.7,12.7,0.0,0.1,0.1,7.60
28,Mike Gillislee,RB,7,NE,ATL,11.2,47.2,4.3,0.5,0.1,0.1,0.8,0.0,0.1,0.1,7.60
29,Javorius Allen,RB,7,BAL,MIN,9.2,34.7,3.9,0.2,5.2,3.8,25.1,0.1,0.1,0.1,7.58
30,LeGarrette Blount,RB,7,PHI,WAS,11.8,54.1,4.5,0.3,0.7,0.5,4.0,0.0,0.1,0.1,7.41
31,Rob Kelley,RB,7,WAS,PHI,13.5,52.9,3.8,0.3,0.7,0.5,3.9,0.0,0.1,0.1,7.28
32,Aaron Jones,RB,7,GB,NO,10.5,43.1,4.3,0.3,2.2,1.6,12.9,0.0,0.1,0.1,7.20
33,Orleans Darkwa,RB,7,NYG,SEA,12.4,53.0,4.4,0.2,1.9,1.3,9.0,0.0,0.1,0.1,7.20
34,Bilal Powell,RB,7,NYJ,MIA,9.1,36.1,4.0,0.2,4.1,2.8,19.7,0.1,0.1,0.1,7.18
35,Wendell Smallwood,RB,7,PHI,WAS,10.1,36.4,3.6,0.2,3.3,2.2,17.2,0.1,0.1,0.1,6.96
36,Chris Thompson,RB,7,WAS,PHI,5.7,25.6,4.3,0.1,5.5,4.0,32.8,0.1,0.1,0.1,6.84
37,Alex Collins,RB,7,BAL,MIN,14.1,54.1,3.9,0.2,0.7,0.5,3.9,0.0,0.1,0.1,6.80
38,James White,RB,7,NE,ATL,2.7,12.9,4.3,0.1,6.2,4.3,36.2,0.2,0.0,0.0,6.71
39,Latavius Murray,RB,7,MIN,BAL,11.9,40.1,3.3,0.3,1.9,1.4,10.2,0.0,0.1,0.1,6.63
40,Duke Johnson,RB,7,CLE,TEN,5.4,20.3,4.0,0.1,5.4,4.0,34.2,0.1,0.1,0.1,6.45
41,Thomas Rawls,RB,7,SEA,NYG,10.0,38.2,3.8,0.3,0.8,0.6,4.6,0.0,0.1,0.1,5.88
42,Tarik Cohen,RB,7,CHI,CAR,6.7,27.8,4.0,0.1,3.7,2.7,20.6,0.1,0.1,0.1,5.84
43,Marlon Mack,RB,7,IND,JAX,7.7,30.5,3.8,0.3,2.2,1.5,11.2,0.0,0.1,0.1,5.77
44,Dion Lewis,RB,7,NE,ATL,6.8,31.6,4.6,0.3,1.7,1.2,9.2,0.0,0.1,0.1,5.68
45,Matt Breida,RB,7,SF,DAL,7.2,27.4,3.9,0.2,3.1,2.2,16.6,0.0,0.1,0.1,5.40
46,Matt Forte,RB,7,NYJ,MIA,6.8,26.6,3.9,0.2,3.2,2.2,17.1,0.0,0.1,0.1,5.37
47,Eddie Lacy,RB,7,SEA,NYG,9.1,37.0,4.1,0.2,0.9,0.7,4.6,0.0,0.0,0.0,5.36
