Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Julio Jones,WR,17,ATL,CAR,8.4,5.8,75.0,87.5,0.5,0.0,11.0,14.7,0.0,0.0,0.0,0.0,0.0,11.75
2,Keenan Allen,WR,17,LAC,OAK,10.9,6.4,54.5,83.1,0.5,0.0,7.5,13.8,0.0,0.2,0.0,0.0,0.0,11.33
3,Michael Thomas,WR,17,NO,TB,9.7,6.3,60.0,78.6,0.5,0.0,7.9,13.2,0.0,0.1,0.0,0.0,0.0,10.87
4,AJ Green,WR,17,CIN,BAL,7.6,5.3,62.5,72.8,0.4,0.0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,9.68
5,Marvin Jones,WR,17,DET,GB,6.7,4.0,57.1,64.2,0.5,0.0,9.1,16.0,0.0,0.0,0.0,0.0,0.0,9.42
6,Mike Evans,WR,17,TB,NO,7.5,5.0,62.5,70.2,0.4,0.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,9.42
7,Adam Thielen,WR,17,MIN,CHI,6.7,5.0,71.4,67.4,0.4,0.0,9.6,13.4,0.0,0.2,0.0,0.0,0.0,9.16
8,Jarvis Landry,WR,17,MIA,BUF,11.4,6.4,54.5,65.3,0.4,0.0,5.9,10.8,0.2,0.4,0.0,0.0,0.0,8.97
9,Larry Fitzgerald,WR,17,ARI,SEA,8.1,5.9,75.0,64.1,0.4,0.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,8.81
10,Brandin Cooks,WR,17,NE,NYJ,5.6,3.9,66.7,61.2,0.4,0.0,10.2,15.2,0.3,1.3,0.0,0.0,0.0,8.65
11,Jamison Crowder,WR,17,WAS,NYG,8.9,5.0,55.6,61.3,0.4,0.0,6.8,12.2,0.2,1.1,0.0,0.0,0.0,8.64
12,Doug Baldwin,WR,17,SEA,ARI,7.0,4.4,57.1,61.4,0.4,0.0,8.7,15.2,0.1,0.3,0.0,0.0,0.0,8.57
13,Marquise Goodwin,WR,17,SF,LAR,7.1,4.5,57.1,66.4,0.3,0.0,9.4,16.5,0.1,0.4,0.0,0.0,0.0,8.48
14,Josh Gordon,WR,17,CLE,PIT,6.5,4.4,66.7,64.6,0.3,0.0,10.8,16.2,0.0,0.1,0.0,0.0,0.0,8.27
15,Juju Smith-Schuster,WR,17,PIT,CLE,7.2,4.4,57.1,57.7,0.4,0.0,8.3,14.5,0.0,0.3,0.0,0.0,0.0,8.20
16,TY Hilton,WR,17,IND,HOU,6.0,4.2,66.7,63.5,0.3,0.0,10.7,16.0,0.0,0.0,0.0,0.0,0.0,8.15
17,Devin Funchess,WR,17,CAR,ATL,6.4,4.1,66.7,57.1,0.4,0.0,9.5,14.2,0.0,0.2,0.0,0.0,0.0,8.13
18,Dez Bryant,WR,17,DAL,PHI,6.4,4.2,66.7,56.7,0.4,0.0,9.5,14.2,0.1,0.3,0.0,0.0,0.0,8.10
19,Demaryius Thomas,WR,17,DEN,KC,6.7,4.6,71.4,57.0,0.4,0.0,8.1,11.4,0.0,0.0,0.0,0.0,0.0,8.10
20,Stefon Diggs,WR,17,MIN,CHI,7.1,4.1,57.1,54.3,0.4,0.0,7.7,13.5,0.2,1.3,0.0,0.0,0.0,7.96
21,Keelan Cole,WR,17,JAX,TEN,5.3,3.6,80.0,54.9,0.4,0.0,11.0,13.8,0.0,0.1,0.0,0.0,0.0,7.90
22,Golden Tate,WR,17,DET,GB,8.5,5.3,62.5,58.7,0.3,0.0,7.4,11.8,0.4,1.2,0.0,0.0,0.0,7.79
23,Kelvin Benjamin,WR,17,BUF,MIA,6.6,3.8,57.1,51.1,0.4,0.0,7.3,12.8,0.0,0.0,0.0,0.0,0.0,7.51
24,Robby Anderson,WR,17,NYJ,NE,5.7,4.3,66.7,53.9,0.3,0.0,9.0,13.5,0.0,0.5,0.0,0.0,0.0,7.24
25,Dede Westbrook,WR,17,JAX,TEN,6.8,4.2,57.1,54.1,0.3,0.0,7.7,13.5,0.0,0.2,0.0,0.0,0.0,7.23
26,Rishard Matthews,WR,17,TEN,JAX,6.9,3.9,57.1,52.2,0.3,0.0,7.4,13.0,0.0,0.0,0.0,0.0,0.0,7.02
27,Mike Wallace,WR,17,BAL,CIN,5.9,3.8,66.7,52.0,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,7.00
28,Josh Doctson,WR,17,WAS,NYG,5.0,3.2,60.0,45.6,0.4,0.0,9.2,15.3,0.0,0.2,0.0,0.0,0.0,6.98
29,Michael Crabtree,WR,17,OAK,LAC,6.9,4.5,57.1,51.3,0.3,0.0,7.3,12.8,0.0,0.0,0.0,0.0,0.0,6.93
30,Will Fuller,WR,17,HOU,IND,5.7,3.7,66.7,49.9,0.3,0.0,8.3,12.5,0.2,0.7,0.0,0.0,0.0,6.86
31,Mohamed Sanu,WR,17,ATL,CAR,7.3,4.1,57.1,49.7,0.3,0.0,7.1,12.5,0.1,0.5,0.0,0.0,0.0,6.82
32,Martavis Bryant,WR,17,PIT,CLE,6.0,3.5,66.7,46.6,0.3,0.0,7.8,11.8,0.3,1.3,0.0,0.0,0.0,6.59
