Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,AJ Green,WR,8,CIN,IND,8.3,5.8,75.0,86.7,0.6,0.0,10.9,14.5,0.0,0.0,0.0,0.0,0.0,12.27
2,Antonio Brown,WR,8,PIT,DET,10.4,6.4,60.0,87.5,0.5,0.0,8.8,14.7,0.0,0.0,0.0,0.1,0.1,11.55
3,Mike Evans,WR,8,TB,CAR,8.4,5.6,75.0,77.5,0.6,0.0,9.8,13.0,0.0,0.0,0.0,0.0,0.0,11.35
4,Julio Jones,WR,8,ATL,NYJ,8.6,6.0,66.7,79.6,0.4,0.0,8.9,13.3,0.0,0.0,0.0,0.0,0.0,10.36
5,Michael Thomas,WR,8,NO,CHI,8.0,5.2,62.5,71.9,0.5,0.0,9.0,14.4,0.0,0.0,0.0,0.0,0.0,10.19
6,Doug Baldwin,WR,8,SEA,HOU,8.2,5.2,62.5,69.4,0.5,0.0,8.6,13.8,0.1,0.0,0.0,0.0,0.0,9.94
7,Dez Bryant,WR,8,DAL,WAS,7.6,5.0,62.5,65.6,0.5,0.0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,9.56
8,Keenan Allen,WR,8,LAC,NE,10.0,5.9,60.0,70.4,0.4,0.0,7.0,11.7,0.0,0.0,0.0,0.0,0.0,9.44
9,DeAndre Hopkins,WR,8,HOU,SEA,8.6,5.1,55.6,67.9,0.4,0.0,7.6,13.6,0.0,0.0,0.0,0.0,0.0,9.19
10,Brandin Cooks,WR,8,NE,LAC,5.9,4.1,66.7,63.9,0.4,0.0,10.7,16.0,0.3,0.5,0.0,0.0,0.0,8.84
11,Amari Cooper,WR,8,OAK,BUF,6.0,4.3,66.7,63.9,0.4,0.0,10.7,16.0,0.0,0.1,0.0,0.0,0.0,8.80
12,Jarvis Landry,WR,8,MIA,BAL,9.8,5.5,60.0,63.4,0.4,0.0,6.3,10.5,0.2,0.2,0.0,0.0,0.0,8.76
13,Michael Crabtree,WR,8,OAK,BUF,7.5,4.9,71.4,56.8,0.5,0.0,8.1,11.4,0.0,0.0,0.0,0.0,0.0,8.68
14,Stefon Diggs,WR,8,MIN,CLE,7.1,4.1,57.1,60.6,0.4,0.0,8.7,15.2,0.3,0.5,0.0,0.0,0.0,8.51
15,Kelvin Benjamin,WR,8,CAR,TB,8.1,4.7,62.5,66.3,0.3,0.0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,8.43
16,Chris Hogan,WR,8,NE,LAC,5.5,3.9,66.7,58.7,0.4,0.0,9.8,14.8,0.2,0.2,0.0,0.0,0.0,8.29
17,Alshon Jeffery,WR,8,PHI,SF,5.9,4.0,66.7,58.9,0.4,0.0,9.8,14.8,0.0,0.0,0.0,0.0,0.0,8.29
18,Tyreek Hill,WR,8,KC,DEN,7.1,5.0,71.4,58.0,0.3,0.0,8.3,11.6,0.9,6.1,0.0,0.0,0.0,8.21
19,Adam Thielen,WR,8,MIN,CLE,6.4,4.8,83.3,62.9,0.3,0.0,10.5,12.6,0.0,0.2,0.0,0.0,0.0,8.11
20,Demaryius Thomas,WR,8,DEN,KC,7.2,4.9,71.4,62.2,0.3,0.0,8.9,12.4,0.0,0.0,0.0,0.0,0.0,8.02
21,DeSean Jackson,WR,8,TB,CAR,6.3,3.9,66.7,60.8,0.3,0.0,10.2,15.2,0.0,0.0,0.0,0.0,0.0,7.88
22,Devin Funchess,WR,8,CAR,TB,7.1,4.6,71.4,57.1,0.3,0.0,8.1,11.4,0.0,0.1,0.0,0.0,0.0,7.52
23,Ted Ginn,WR,8,NO,CHI,6.7,4.0,57.1,54.9,0.3,0.0,7.9,13.8,0.7,1.1,0.0,0.0,0.0,7.40
24,TY Hilton,WR,8,IND,CIN,5.0,3.5,80.0,54.5,0.3,0.0,10.8,13.5,0.0,0.0,0.0,0.0,0.0,7.25
25,Pierre Garcon,WR,8,SF,PHI,8.7,4.9,55.6,59.1,0.2,0.0,6.6,11.8,0.0,0.0,0.0,0.0,0.0,7.11
26,Nelson Agholor,WR,8,PHI,SF,6.0,3.8,66.7,46.7,0.4,0.0,7.8,11.8,0.1,0.3,0.0,0.0,0.0,7.10
27,Kenny Stills,WR,8,MIA,BAL,5.9,3.8,66.7,52.5,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,7.05
28,Golden Tate,WR,8,DET,PIT,7.2,4.5,57.1,50.1,0.3,0.0,7.1,12.5,0.3,0.5,0.0,0.0,0.0,6.86
29,Marvin Jones,WR,8,DET,PIT,6.2,3.7,66.7,50.5,0.3,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,6.85
30,Tyrell Williams,WR,8,LAC,NE,4.1,3.1,75.0,45.3,0.3,0.0,11.2,15.0,0.0,0.0,0.0,0.0,0.0,6.33
31,Mohamed Sanu,WR,8,ATL,NYJ,7.1,4.0,57.1,44.9,0.3,0.0,6.4,11.2,0.1,0.3,0.0,0.0,0.0,6.32
32,Will Fuller,WR,8,HOU,SEA,4.6,3.0,60.0,43.7,0.3,0.0,8.8,14.7,0.3,0.7,0.0,0.0,0.0,6.24
33,Jeremy Maclin,WR,8,BAL,MIA,6.1,3.8,66.7,43.6,0.3,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,6.16
34,Paul Richardson,WR,8,SEA,HOU,4.0,3.0,75.0,42.8,0.3,0.0,10.8,14.3,0.0,0.0,0.0,0.0,0.0,6.08
35,Tyler Lockett,WR,8,SEA,HOU,4.4,3.2,75.0,42.3,0.3,0.0,10.5,14.0,0.8,1.6,0.0,0.1,0.1,5.99
36,Juju Smith-Schuster,WR,8,PIT,DET,5.1,3.1,60.0,41.0,0.3,0.0,8.2,13.7,0.0,0.3,0.0,0.0,0.0,5.93
37,Robby Anderson,WR,8,NYJ,ATL,4.0,3.0,75.0,40.7,0.3,0.0,10.2,13.7,0.1,0.1,0.0,0.0,0.0,5.88
38,Willie Snead,WR,8,NO,CHI,4.6,3.3,60.0,39.9,0.3,0.0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,5.79
39,Jermaine Kearse,WR,8,NYJ,ATL,5.5,3.1,50.0,39.6,0.3,0.0,6.7,13.3,0.0,0.0,0.0,0.0,0.0,5.76
