Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,8,NE,LAC,8.0,4.7,62.5,68.2,0.6,0.0,8.5,13.6,0.0,0.0,0.0,0.0,0.0,10.42
2,Zach Ertz,TE,8,PHI,SF,9.3,5.4,55.6,65.1,0.5,0.0,7.2,13.0,0.0,0.0,0.0,0.1,0.1,9.31
3,Travis Kelce,TE,8,KC,DEN,7.0,5.0,71.4,63.0,0.3,0.0,9.0,12.6,0.3,1.0,0.0,0.1,0.1,8.00
4,Hunter Henry,TE,8,LAC,NE,6.1,4.2,66.7,53.6,0.4,0.0,9.0,13.5,0.0,0.0,0.0,0.0,0.0,7.76
5,Jordan Reed,TE,8,WAS,DAL,7.2,4.9,71.4,52.5,0.4,0.0,7.4,10.4,0.0,0.0,0.0,0.1,0.1,7.45
6,Jimmy Graham,TE,8,SEA,HOU,5.9,4.0,66.7,48.2,0.4,0.0,8.0,12.0,0.0,0.0,0.0,0.1,0.1,7.02
7,Cameron Brate,TE,8,TB,CAR,5.5,3.8,66.7,43.7,0.4,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,6.77
8,Austin Seferian-Jenkins,TE,8,NYJ,ATL,5.5,4.0,66.7,41.4,0.4,0.0,6.8,10.2,0.0,0.0,0.0,0.1,0.1,6.34
9,Jason Witten,TE,8,DAL,WAS,7.9,4.5,50.0,44.8,0.3,0.0,5.6,11.2,0.0,0.0,0.0,0.1,0.1,6.08
10,Kyle Rudolph,TE,8,MIN,CLE,7.2,4.1,57.1,41.8,0.3,0.0,6.0,10.5,0.0,0.0,0.0,0.0,0.0,5.98
11,Jared Cook,TE,8,OAK,BUF,5.0,3.7,80.0,42.4,0.3,0.0,8.4,10.5,0.0,0.0,0.0,0.1,0.1,5.84
12,Zach Miller,TE,8,CHI,NO,5.2,3.2,60.0,37.5,0.3,0.0,7.6,12.7,0.0,0.0,0.0,0.0,0.0,5.55
13,Tyler Kroft,TE,8,CIN,IND,5.3,3.4,60.0,36.3,0.3,0.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,5.43
14,Ed Dickson,TE,8,CAR,TB,5.0,3.0,60.0,39.9,0.2,0.0,8.0,13.3,0.0,0.0,0.0,0.0,0.0,5.19
15,Jack Doyle,TE,8,IND,CIN,7.4,4.6,71.4,41.4,0.2,0.0,5.9,8.2,0.0,0.0,0.0,0.1,0.1,5.14
