Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Antonio Brown,WR,10,PIT,IND,11.1,6.8,63.6,90.6,0.6,0.0,8.3,13.0,0.0,0.0,0.0,0.0,0.0,12.66
2,Julio Jones,WR,10,ATL,DAL,8.5,5.9,75.0,81.8,0.5,0.0,10.2,13.7,0.0,0.0,0.0,0.0,0.0,11.18
3,AJ Green,WR,10,CIN,TEN,7.2,5.0,71.4,75.0,0.5,0.0,10.7,15.0,0.0,0.0,0.0,0.0,0.0,10.50
4,DeAndre Hopkins,WR,10,HOU,LAR,9.6,5.7,60.0,72.3,0.5,0.0,7.2,12.0,0.0,0.0,0.0,0.0,0.0,10.23
5,Doug Baldwin,WR,10,SEA,ARI,8.5,5.4,55.6,70.2,0.4,0.0,7.8,14.0,0.1,0.0,0.0,0.0,0.0,9.42
6,Michael Thomas,WR,10,NO,BUF,8.0,5.2,62.5,70.1,0.4,0.0,8.8,14.0,0.0,0.0,0.0,0.0,0.0,9.41
7,Golden Tate,WR,10,DET,CLE,9.6,6.0,60.0,68.9,0.4,0.0,6.9,11.5,0.3,0.4,0.0,0.0,0.0,9.33
8,Dez Bryant,WR,10,DAL,ATL,7.4,4.9,71.4,63.2,0.5,0.0,9.0,12.6,0.0,0.0,0.0,0.0,0.0,9.32
9,Marvin Jones,WR,10,DET,CLE,7.6,4.5,50.0,65.1,0.4,0.0,8.1,16.2,0.0,0.0,0.0,0.0,0.0,8.91
10,Devin Funchess,WR,10,CAR,MIA,7.3,4.7,71.4,62.1,0.4,0.0,8.9,12.4,0.0,0.0,0.0,0.0,0.0,8.61
11,Demaryius Thomas,WR,10,DEN,NE,7.2,4.9,71.4,61.9,0.4,0.0,8.9,12.4,0.0,0.0,0.0,0.0,0.0,8.59
12,Stefon Diggs,WR,10,MIN,WAS,7.6,4.4,50.0,59.2,0.4,0.0,7.4,14.8,0.2,0.9,0.0,0.0,0.0,8.41
13,Adam Thielen,WR,10,MIN,WAS,6.6,4.9,71.4,63.6,0.3,0.0,9.1,12.8,0.0,0.2,0.0,0.0,0.0,8.18
14,Sterling Shepard,WR,10,NYG,SF,6.1,4.7,83.3,62.9,0.3,0.0,10.5,12.6,0.2,0.9,0.0,0.0,0.0,8.18
15,Brandin Cooks,WR,10,NE,DEN,6.0,4.2,66.7,62.5,0.3,0.0,10.3,15.5,0.2,0.3,0.0,0.0,0.0,8.08
