Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,1,NE,KC,7.9,4.6,62.5,66.1,0.7,0.0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,10.81
2,Travis Kelce,TE,1,KC,NE,7.5,5.4,62.5,65.8,0.4,0.0,8.2,13.2,0.0,0.0,0.0,0.0,0.0,8.98
3,Greg Olsen,TE,1,CAR,SF,8.8,5.0,55.6,65.1,0.4,0.0,7.2,13.0,0.0,0.0,0.0,0.0,0.0,8.91
4,Kyle Rudolph,TE,1,MIN,NO,8.1,4.6,62.5,50.1,0.5,0.0,6.2,10.0,0.0,0.0,0.0,0.0,0.0,8.01
5,Jordan Reed,TE,1,WAS,PHI,7.5,5.1,71.4,57.1,0.4,0.0,8.1,11.4,0.0,0.0,0.0,0.1,0.1,7.91
6,Jimmy Graham,TE,1,SEA,GB,6.5,4.4,66.7,53.4,0.4,0.0,8.8,13.2,0.0,0.0,0.0,0.1,0.1,7.54
7,Delanie Walker,TE,1,TEN,OAK,5.3,3.9,80.0,48.4,0.4,0.0,9.6,12.0,0.0,0.1,0.0,0.0,0.0,7.25
8,Zach Ertz,TE,1,PHI,WAS,8.5,4.9,62.5,52.1,0.3,0.0,6.5,10.4,0.0,0.0,0.0,0.1,0.1,6.81
9,Tyler Eifert,TE,1,CIN,BAL,5.1,3.6,80.0,43.5,0.4,0.0,8.8,11.0,0.0,0.0,0.0,0.0,0.0,6.75
10,Martellus Bennett,TE,1,GB,SEA,6.3,3.8,66.7,41.0,0.3,0.0,6.8,10.2,0.0,0.0,0.0,0.0,0.0,5.90
11,Coby Fleener,TE,1,NO,MIN,4.9,3.6,80.0,40.8,0.3,0.0,8.2,10.2,0.0,0.0,0.0,0.0,0.0,5.88
12,Charles Clay,TE,1,BUF,NYJ,4.8,3.5,80.0,37.0,0.3,0.0,7.4,9.2,0.0,0.0,0.0,0.0,0.0,5.50
