Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,2,NE,NO,8.6,5.0,55.6,79.4,0.7,0.0,8.8,15.8,0.0,0.0,0.0,0.1,0.1,11.94
2,Greg Olsen,TE,2,CAR,BUF,8.9,5.1,55.6,66.6,0.4,0.0,7.4,13.4,0.0,0.0,0.0,0.0,0.0,9.06
3,Travis Kelce,TE,2,KC,PHI,7.5,5.4,62.5,67.1,0.4,0.0,8.4,13.4,0.0,0.0,0.0,0.1,0.1,8.91
4,Jordan Reed,TE,2,WAS,LAR,8.1,5.5,75.0,59.9,0.4,0.0,7.5,10.0,0.0,0.0,0.0,0.1,0.1,8.19
5,Jimmy Graham,TE,2,SEA,SF,6.2,4.2,66.7,53.4,0.5,0.0,8.8,13.2,0.0,0.0,0.0,0.1,0.1,8.14
6,Delanie Walker,TE,2,TEN,JAX,6.0,4.4,66.7,50.6,0.4,0.0,8.5,12.8,0.0,0.1,0.0,0.0,0.0,7.47
7,Zach Ertz,TE,2,PHI,KC,9.2,5.3,55.6,54.1,0.3,0.0,6.0,10.8,0.0,0.0,0.0,0.1,0.1,7.01
8,Kyle Rudolph,TE,2,MIN,PIT,9.0,5.1,55.6,49.5,0.3,0.0,5.6,10.0,0.0,0.0,0.0,0.0,0.0,6.75
9,Martellus Bennett,TE,2,GB,ATL,6.8,4.1,57.1,43.4,0.4,0.0,6.1,10.8,0.0,0.0,0.0,0.0,0.0,6.74
10,Tyler Eifert,TE,2,CIN,HOU,5.3,3.7,80.0,43.4,0.4,0.0,8.6,10.8,0.0,0.0,0.0,0.0,0.0,6.74
11,Austin Hooper,TE,2,ATL,GB,4.1,3.1,75.0,40.9,0.4,0.0,10.2,13.7,0.0,0.0,0.0,0.0,0.0,6.49
12,Charles Clay,TE,2,BUF,CAR,6.2,4.5,66.7,46.1,0.3,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,6.41
13,Coby Fleener,TE,2,NO,NE,5.1,3.8,80.0,45.2,0.3,0.0,9.0,11.2,0.0,0.0,0.0,0.0,0.0,6.32
14,Jared Cook,TE,2,OAK,NYJ,4.7,3.5,80.0,44.2,0.3,0.0,8.8,11.0,0.0,0.0,0.0,0.1,0.1,6.02
15,Hunter Henry,TE,2,LAC,MIA,4.2,2.9,75.0,35.5,0.4,0.0,9.0,12.0,0.0,0.0,0.0,0.1,0.1,5.75
16,Eric Ebron,TE,2,DET,NYG,5.5,4.0,80.0,44.5,0.2,0.0,8.8,11.0,0.0,0.0,0.0,0.0,0.0,5.65
17,Evan Engram,TE,2,NYG,DET,5.8,3.4,50.0,37.4,0.3,0.0,6.2,12.3,0.0,0.0,0.0,0.0,0.0,5.54
18,Zach Miller,TE,2,CHI,TB,5.5,3.4,60.0,37.1,0.3,0.0,7.4,12.3,0.0,0.0,0.0,0.0,0.0,5.51
19,Cameron Brate,TE,2,TB,CHI,4.2,2.9,75.0,35.8,0.3,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,5.38
20,Jesse James,TE,2,PIT,MIN,4.4,3.2,75.0,32.0,0.3,0.0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,5.00
21,Julius Thomas,TE,2,MIA,LAC,4.6,3.1,60.0,31.9,0.3,0.0,6.4,10.7,0.0,0.0,0.0,0.0,0.0,4.99
22,Antonio Gates,TE,2,LAC,MIA,4.8,3.1,60.0,33.8,0.3,0.0,6.8,11.3,0.0,0.0,0.0,0.1,0.1,4.98
23,Jason Witten,TE,2,DAL,DEN,7.7,4.4,50.0,39.6,0.2,0.0,5.0,10.0,0.0,0.0,0.0,0.1,0.1,4.96
24,Jack Doyle,TE,2,IND,ARI,5.4,3.4,60.0,32.5,0.2,0.0,6.4,10.7,0.0,0.0,0.0,0.1,0.1,4.25
25,George Kittle,TE,2,SF,SEA,4.8,2.9,60.0,28.7,0.2,0.0,5.8,9.7,0.0,0.0,0.0,0.0,0.0,4.07
26,OJ Howard,TE,2,TB,CHI,3.2,2.4,66.7,27.9,0.2,0.0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,3.99
27,David Njoku,TE,2,CLE,BAL,3.5,2.7,75.0,26.9,0.2,0.0,6.8,9.0,0.0,0.0,0.0,0.0,0.0,3.89
