Rk,Player,Pos,Week,Team,Opp,TFL,Sacks,QB Hits,Int,Fum Rec,Safeties,Def TD,Return TD,Pts Allowed,Fantasy Points
1,Los Angeles Rams,DST,10,LAR,HOU,0.0,3.5,0.0,1.1,0.8,0.0,0.0,0.0,18.2,9.50
2,Detroit Lions,DST,10,DET,CLE,0.0,2.6,0.0,1.4,0.5,0.0,0.0,0.0,15.9,9.20
3,Seattle Seahawks,DST,10,SEA,ARI,0.0,2.7,0.0,1.2,0.7,0.1,0.0,0.0,15.7,8.90
4,Pittsburgh Steelers,DST,10,PIT,IND,0.0,3.7,0.0,0.7,0.7,0.1,0.0,0.0,17.4,8.90
5,Jacksonville Jaguars,DST,10,JAX,LAC,0.0,3.2,0.0,1.2,0.5,0.0,0.0,0.0,17.8,8.80
6,Chicago Bears,DST,10,CHI,GB,0.0,2.7,0.0,1.2,0.7,0.0,0.0,0.0,18.9,8.70
7,Minnesota Vikings,DST,10,MIN,WAS,0.0,2.9,0.0,0.8,0.8,0.0,0.0,0.0,20.4,8.30
8,New England Patriots,DST,10,NE,DEN,0.0,2.3,0.0,1.2,0.7,0.0,0.0,0.0,18.2,8.30
9,Carolina Panthers,DST,10,CAR,MIA,0.0,2.9,0.0,1.0,0.5,0.0,0.0,0.0,14.5,8.10
10,New York Giants,DST,10,NYG,SF,0.0,2.6,0.0,1.0,0.6,0.0,0.0,0.0,18.4,8.00
11,Green Bay Packers,DST,10,GB,CHI,0.0,2.3,0.0,0.7,0.6,0.1,0.0,0.0,19.0,7.30
12,Tennessee Titans,DST,10,TEN,CIN,0.0,2.1,0.0,0.9,0.6,0.0,0.0,0.0,18.9,7.30
13,Arizona Cardinals,DST,10,ARI,SEA,0.0,2.4,0.0,0.9,0.6,0.0,0.0,0.0,23.0,6.60
14,Los Angeles Chargers,DST,10,LAC,JAX,0.0,2.5,0.0,0.8,0.5,0.0,0.0,0.0,23.4,6.30
15,New York Jets,DST,10,NYJ,TB,0.0,2.1,0.0,1.0,0.5,0.0,0.0,0.0,23.2,6.30
16,Tampa Bay Buccaneers,DST,10,TB,NYJ,0.0,2.0,0.0,0.8,0.7,0.0,0.0,0.0,21.5,6.20
17,Washington Redskins,DST,10,WAS,MIN,0.0,2.1,0.0,0.9,0.5,0.0,0.0,0.0,22.0,6.10
18,Dallas Cowboys,DST,10,DAL,ATL,0.0,2.5,0.0,0.6,0.6,0.0,0.0,0.0,24.9,6.10
19,Buffalo Bills,DST,10,BUF,NO,0.0,2.0,0.0,0.9,0.5,0.0,0.0,0.0,24.7,6.00
20,Houston Texans,DST,10,HOU,LAR,0.0,1.6,0.0,0.7,0.8,0.1,0.0,0.0,27.0,6.00
21,Miami Dolphins,DST,10,MIA,CAR,0.0,2.4,0.0,0.8,0.4,0.0,0.0,0.0,22.9,6.00
22,San Francisco 49ers,DST,10,SF,NYG,0.0,1.7,0.0,0.9,0.6,0.0,0.0,0.0,22.3,5.90
23,Denver Broncos,DST,10,DEN,NE,0.0,2.3,0.0,0.7,0.5,0.0,0.0,0.0,26.1,5.90
24,New Orleans Saints,DST,10,NO,BUF,0.0,2.5,0.0,0.6,0.4,0.0,0.0,0.0,23.1,5.70
25,Cincinnati Bengals,DST,10,CIN,TEN,0.0,2.1,0.0,0.8,0.4,0.0,0.0,0.0,22.1,5.70
26,Cleveland Browns,DST,10,CLE,DET,0.0,2.1,0.0,0.7,0.4,0.0,0.0,0.0,25.6,5.50
27,Atlanta Falcons,DST,10,ATL,DAL,0.0,1.6,0.0,0.4,0.6,0.0,0.0,0.0,24.8,4.20
28,Indianapolis Colts,DST,10,IND,PIT,0.0,1.1,0.0,0.8,0.5,0.0,0.0,0.0,27.7,3.90
