Rk,Player,Pos,Week,Team,Opp,TFL,Sacks,QB Hits,Int,Fum Rec,Safeties,Def TD,Return TD,Pts Allowed,Fantasy Points
1,Jacksonville Jaguars,DST,12,JAX,ARI,0.0,4.0,0.0,1.3,0.8,0.1,0.0,0.0,16.6,10.60
2,Cincinnati Bengals,DST,12,CIN,CLE,0.0,3.3,0.0,1.5,0.6,0.0,0.0,0.0,15.2,10.30
3,Pittsburgh Steelers,DST,12,PIT,GB,0.0,3.5,0.0,1.3,0.6,0.0,0.0,0.0,16.1,10.10
4,Baltimore Ravens,DST,12,BAL,HOU,0.0,3.1,0.0,1.1,0.8,0.0,0.0,0.0,16.2,9.10
5,Philadelphia Eagles,DST,12,PHI,CHI,0.0,3.2,0.0,0.9,0.7,0.1,0.0,0.0,15.0,8.80
6,Carolina Panthers,DST,12,CAR,NYJ,0.0,3.0,0.0,0.8,0.7,0.0,0.0,0.0,17.5,8.20
7,Seattle Seahawks,DST,12,SEA,SF,0.0,3.0,0.0,1.0,0.5,0.0,0.0,0.0,17.9,8.20
8,New England Patriots,DST,12,NE,MIA,0.0,2.5,0.0,1.3,0.4,0.0,0.0,0.0,16.5,8.10
9,Washington Redskins,DST,12,WAS,NYG,0.0,2.1,0.0,1.0,0.6,0.0,0.0,0.0,18.9,7.50
10,Atlanta Falcons,DST,12,ATL,TB,0.0,2.3,0.0,1.0,0.5,0.0,0.0,0.0,19.3,7.50
11,Minnesota Vikings,DST,12,MIN,DET,0.0,2.8,0.0,0.8,0.6,0.0,0.0,0.0,21.6,6.80
12,Los Angeles Chargers,DST,12,LAC,DAL,0.0,2.7,0.0,0.7,0.7,0.0,0.0,0.0,24.4,6.70
13,Tennessee Titans,DST,12,TEN,IND,0.0,2.9,0.0,0.6,0.7,0.0,0.0,0.0,22.5,6.70
14,Kansas City Chiefs,DST,12,KC,BUF,0.0,2.7,0.0,0.6,0.6,0.0,0.0,0.0,19.2,6.70
15,Oakland Raiders,DST,12,OAK,DEN,0.0,2.5,0.0,0.8,0.7,0.0,0.0,0.0,20.6,6.70
16,Los Angeles Rams,DST,12,LAR,NO,0.0,2.1,0.0,0.9,0.6,0.0,0.0,0.0,25.3,6.30
17,Arizona Cardinals,DST,12,ARI,JAX,0.0,2.3,0.0,0.9,0.5,0.0,0.0,0.0,20.9,6.30
18,Houston Texans,DST,12,HOU,BAL,0.0,2.0,0.0,1.0,0.5,0.0,0.0,0.0,22.6,6.20
19,New Orleans Saints,DST,12,NO,LAR,0.0,1.9,0.0,0.6,0.8,0.1,0.0,0.0,25.8,6.10
20,Dallas Cowboys,DST,12,DAL,LAC,0.0,2.2,0.0,0.8,0.5,0.0,0.0,0.0,22.3,6.00
21,New York Jets,DST,12,NYJ,CAR,0.0,2.0,0.0,0.8,0.6,0.0,0.0,0.0,22.2,6.00
22,San Francisco 49ers,DST,12,SF,SEA,0.0,2.3,0.0,0.8,0.4,0.0,0.0,0.0,25.4,5.90
23,Detroit Lions,DST,12,DET,MIN,0.0,1.8,0.0,1.0,0.4,0.0,0.0,0.0,24.5,5.80
24,New York Giants,DST,12,NYG,WAS,0.0,1.5,0.0,0.7,0.7,0.0,0.0,0.0,24.6,5.50
25,Denver Broncos,DST,12,DEN,OAK,0.0,1.9,0.0,0.6,0.6,0.0,0.0,0.0,23.2,5.50
26,Cleveland Browns,DST,12,CLE,CIN,0.0,1.7,0.0,0.6,0.6,0.0,0.0,0.0,22.4,5.30
27,Indianapolis Colts,DST,12,IND,TEN,0.0,1.7,0.0,0.7,0.5,0.0,0.0,0.0,24.0,5.30
28,Tampa Bay Buccaneers,DST,12,TB,ATL,0.0,1.6,0.0,0.8,0.6,0.0,0.0,0.0,27.6,4.60
29,Green Bay Packers,DST,12,GB,PIT,0.0,1.8,0.0,0.8,0.4,0.0,0.0,0.0,28.2,4.40
30,Buffalo Bills,DST,12,BUF,KC,0.0,2.0,0.0,0.7,0.3,0.0,0.0,0.0,27.9,4.20
31,Chicago Bears,DST,12,CHI,PHI,0.0,2.2,0.0,0.4,0.6,0.0,0.0,0.0,29.1,3.80
32,Miami Dolphins,DST,12,MIA,NE,0.0,1.8,0.0,0.5,0.4,0.1,0.0,0.0,31.9,3.40
