Rk,Player,Pos,Week,Team,Opp,TFL,Sacks,QB Hits,Int,Fum Rec,Safeties,Def TD,Return TD,Pts Allowed,Fantasy Points
1,Baltimore Ravens,DST,16,BAL,IND,0.0,3.4,0.0,1.1,0.7,0.0,0.0,0.0,14.1,9.80
2,Pittsburgh Steelers,DST,16,PIT,HOU,0.0,3.2,0.0,1.1,0.7,0.0,0.0,0.0,18.3,9.00
3,Los Angeles Chargers,DST,16,LAC,NYJ,0.0,2.9,0.0,1.2,0.4,0.0,0.0,0.0,17.9,8.90
4,Jacksonville Jaguars,DST,16,JAX,SF,0.0,3.5,0.0,1.0,0.6,0.0,0.0,0.0,19.1,8.90
5,Carolina Panthers,DST,16,CAR,TB,0.0,3.2,0.0,0.9,0.8,0.0,0.0,0.0,18.6,8.80
6,Chicago Bears,DST,16,CHI,CLE,0.0,2.8,0.0,1.1,0.7,0.0,0.0,0.0,15.6,8.60
7,Kansas City Chiefs,DST,16,KC,MIA,0.0,2.7,0.0,1.1,0.7,0.0,0.0,0.0,16.6,8.50
8,Minnesota Vikings,DST,16,MIN,GB,0.0,3.0,0.0,1.0,0.6,0.0,0.0,0.0,19.2,8.40
9,Washington Redskins,DST,16,WAS,DEN,0.0,2.6,0.0,1.1,0.5,0.0,0.0,0.0,18.2,8.00
10,Arizona Cardinals,DST,16,ARI,NYG,0.0,2.5,0.0,1.0,0.6,0.0,0.0,0.0,17.9,7.90
11,Philadelphia Eagles,DST,16,PHI,OAK,0.0,2.4,0.0,0.9,0.6,0.0,0.0,0.0,19.4,7.60
12,Los Angeles Rams,DST,16,LAR,TEN,0.0,3.0,0.0,1.0,0.5,0.0,0.0,0.0,22.7,7.20
13,New England Patriots,DST,16,NE,BUF,0.0,2.7,0.0,0.7,0.6,0.0,0.0,0.0,18.0,6.90
14,Dallas Cowboys,DST,16,DAL,SEA,0.0,2.7,0.0,0.8,0.6,0.0,0.0,0.0,21.8,6.70
15,Detroit Lions,DST,16,DET,CIN,0.0,2.2,0.0,0.9,0.6,0.0,0.0,0.0,21.5,6.40
16,Denver Broncos,DST,16,DEN,WAS,0.0,2.4,0.0,0.8,0.6,0.0,0.0,0.0,21.4,6.40
17,Cincinnati Bengals,DST,16,CIN,DET,0.0,2.7,0.0,0.6,0.6,0.0,0.0,0.0,22.0,6.30
18,New York Giants,DST,16,NYG,ARI,0.0,2.1,0.0,0.9,0.5,0.0,0.0,0.0,20.8,6.10
19,Tennessee Titans,DST,16,TEN,LAR,0.0,2.1,0.0,0.6,0.6,0.0,0.0,0.0,23.2,5.70
20,Seattle Seahawks,DST,16,SEA,DAL,0.0,2.0,0.0,0.7,0.5,0.0,0.0,0.0,24.8,5.60
21,New York Jets,DST,16,NYJ,LAC,0.0,1.7,0.0,0.8,0.5,0.0,0.0,0.0,25.1,5.50
22,Indianapolis Colts,DST,16,IND,BAL,0.0,1.4,0.0,0.7,0.5,0.0,0.0,0.0,27.1,5.00
23,New Orleans Saints,DST,16,NO,ATL,0.0,1.8,0.0,0.8,0.5,0.0,0.0,0.0,23.9,5.00
24,San Francisco 49ers,DST,16,SF,JAX,0.0,2.0,0.0,0.6,0.6,0.0,0.0,0.0,23.9,5.00
25,Cleveland Browns,DST,16,CLE,CHI,0.0,2.0,0.0,0.6,0.5,0.0,0.0,0.0,21.7,4.80
26,Green Bay Packers,DST,16,GB,MIN,0.0,1.7,0.0,0.7,0.5,0.0,0.0,0.0,22.5,4.70
27,Miami Dolphins,DST,16,MIA,KC,0.0,2.3,0.0,0.5,0.4,0.0,0.0,0.0,27.1,4.70
28,Tampa Bay Buccaneers,DST,16,TB,CAR,0.0,1.7,0.0,0.8,0.5,0.0,0.0,0.0,28.5,4.50
29,Buffalo Bills,DST,16,BUF,NE,0.0,1.8,0.0,0.7,0.4,0.0,0.0,0.0,29.2,4.20
30,Oakland Raiders,DST,16,OAK,PHI,0.0,1.9,0.0,0.6,0.6,0.0,0.0,0.0,27.7,3.90
31,Houston Texans,DST,16,HOU,PIT,0.0,1.6,0.0,0.8,0.4,0.0,0.0,0.0,27.6,3.60
32,Atlanta Falcons,DST,16,ATL,NO,0.0,1.8,0.0,0.5,0.5,0.0,0.0,0.0,28.4,3.40
