Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
28,OJ Howard,TE,5,TB,NE,2.7,2.0,66.7,24.2,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,3.62
29,Marcedes Lewis,TE,5,JAX,PIT,4.3,2.5,50.0,23.4,0.2,0.0,5.8,11.5,0.0,0.0,0.0,0.0,0.0,3.54
30,Tyler Higbee,TE,5,LAR,SEA,2.5,1.9,66.7,19.0,0.1,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,2.50
31,Stephen Anderson,TE,5,HOU,KC,2.4,1.7,100.0,18.2,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2.42
32,Darrell Daniels,TE,5,IND,SF,2.3,1.4,50.0,16.1,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,2.21
33,Gerald Everett,TE,5,LAR,SEA,2.2,1.3,50.0,15.0,0.1,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,2.10
34,Luke Willson,TE,5,SEA,LAR,1.9,1.2,50.0,14.6,0.1,0.0,7.5,15.0,0.0,0.0,0.0,0.0,0.0,2.06
35,Nick Boyle,TE,5,BAL,OAK,2.6,1.5,66.7,14.4,0.1,0.0,4.7,7.0,0.0,0.0,0.0,0.0,0.0,2.04
36,Trey Burton,TE,5,PHI,ARI,2.1,1.5,100.0,13.7,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.97
37,Darren Fells,TE,5,DET,CAR,1.6,1.2,50.0,13.5,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.95
38,Dion Sims,TE,5,CHI,MIN,1.8,1.2,50.0,13.1,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,1.91
39,Brandon Williams,TE,5,IND,SF,1.4,1.0,100.0,12.0,0.1,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.80
40,Jonnu Smith,TE,5,TEN,MIA,1.6,1.0,50.0,11.7,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.77
41,Jacob Hollister,TE,5,NE,TB,1.3,0.8,100.0,9.6,0.1,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.56
42,Demetrius Harris,TE,5,KC,HOU,1.5,1.0,50.0,8.6,0.1,0.0,4.5,9.0,0.0,0.0,0.0,0.0,0.0,1.46
43,Garrett Celek,TE,5,SF,IND,1.9,1.1,50.0,10.3,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.1,0.1,1.43
44,James O'Shaughnessy,TE,5,JAX,PIT,1.2,0.7,100.0,7.7,0.1,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1.37
45,Lance Kendricks,TE,5,GB,DAL,1.4,0.8,100.0,9.0,0.1,0.0,9.0,9.0,0.0,0.0,0.0,0.1,0.1,1.30
46,Vance McDonald,TE,5,PIT,JAX,1.2,0.7,100.0,6.9,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.29
47,Geoff Swaim,TE,5,DAL,GB,0.8,0.5,0.0,6.4,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
48,Rhett Ellison,TE,5,NYG,LAC,0.8,0.6,100.0,6.3,0.1,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.23
49,James Hanna,TE,5,DAL,GB,0.7,0.5,0.0,5.6,0.1,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16
50,Troy Niklas,TE,5,ARI,PHI,1.3,1.0,100.0,10.8,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.08
