Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Travis Kelce,TE,9,KC,DAL,7.4,5.3,71.4,66.9,0.4,0.0,9.6,13.4,0.2,1.0,0.0,0.1,0.1,8.99
2,Jimmy Graham,TE,9,SEA,WAS,6.2,4.2,66.7,50.7,0.5,0.0,8.5,12.8,0.0,0.0,0.0,0.1,0.1,7.87
3,Evan Engram,TE,9,NYG,LAR,8.0,4.7,62.5,54.2,0.4,0.0,6.8,10.8,0.0,0.0,0.0,0.0,0.0,7.82
4,Cameron Brate,TE,9,TB,NO,5.8,4.0,66.7,46.1,0.4,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,7.01
5,Vernon Davis,TE,9,WAS,SEA,6.6,4.0,57.1,50.7,0.3,0.0,7.3,12.8,0.0,0.0,0.0,0.1,0.1,6.67
6,Jack Doyle,TE,9,IND,HOU,8.0,5.0,62.5,49.4,0.2,0.0,6.1,9.8,0.0,0.0,0.0,0.1,0.1,5.94
7,Jason Witten,TE,9,DAL,KC,7.4,4.2,57.1,43.1,0.3,0.0,6.1,10.8,0.0,0.0,0.0,0.1,0.1,5.91
8,Delanie Walker,TE,9,TEN,BAL,5.0,3.7,80.0,42.7,0.3,0.0,8.6,10.8,0.0,0.0,0.0,0.1,0.1,5.87
9,Austin Seferian-Jenkins,TE,9,NYJ,BUF,5.7,4.1,66.7,42.2,0.3,0.0,7.0,10.5,0.0,0.0,0.0,0.1,0.1,5.82
10,Jared Cook,TE,9,OAK,MIA,5.0,3.7,80.0,42.1,0.3,0.0,8.4,10.5,0.0,0.0,0.0,0.1,0.1,5.81
11,Ed Dickson,TE,9,CAR,ATL,5.5,3.3,50.0,38.2,0.2,0.0,6.3,12.7,0.0,0.0,0.0,0.0,0.0,5.02
12,Tyler Kroft,TE,9,CIN,JAX,5.6,3.6,66.7,34.0,0.2,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,4.60
13,Coby Fleener,TE,9,NO,TB,3.0,2.2,66.7,26.0,0.3,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,4.40
14,Julius Thomas,TE,9,MIA,OAK,3.6,2.4,50.0,25.3,0.3,0.0,6.2,12.5,0.0,0.0,0.0,0.0,0.0,4.33
15,Ryan Griffin,TE,9,HOU,IND,4.0,2.8,75.0,29.9,0.2,0.0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,4.19
16,George Kittle,TE,9,SF,ARI,4.6,2.8,60.0,29.9,0.2,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,4.19
17,Austin Hooper,TE,9,ATL,CAR,3.4,2.6,100.0,29.7,0.2,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,4.17
18,Benjamin Watson,TE,9,BAL,TEN,4.9,3.3,60.0,29.4,0.2,0.0,5.8,9.7,0.0,0.0,0.0,0.0,0.0,4.14
19,Eric Ebron,TE,9,DET,GB,3.6,2.6,75.0,27.1,0.2,0.0,6.8,9.0,0.0,0.0,0.0,0.0,0.0,3.91
20,Nick O'Leary,TE,9,BUF,NYJ,3.5,2.0,50.0,26.9,0.2,0.0,6.8,13.5,0.0,0.0,0.0,0.0,0.0,3.89
21,OJ Howard,TE,9,TB,NO,2.7,2.0,66.7,26.0,0.2,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,3.80
22,Tyler Higbee,TE,9,LAR,NYG,3.1,2.3,66.7,25.7,0.2,0.0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,3.77
23,Marcedes Lewis,TE,9,JAX,CIN,3.1,1.8,66.7,20.3,0.2,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,3.23
24,Darren Fells,TE,9,DET,GB,2.5,1.8,100.0,19.5,0.2,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,3.15
25,AJ Derby,TE,9,DEN,PHI,3.1,2.3,66.7,23.9,0.1,0.0,8.0,12.0,0.0,0.0,0.0,0.1,0.1,2.79
26,Jermaine Gresham,TE,9,ARI,SF,4.1,2.3,50.0,21.3,0.1,0.0,5.2,10.5,0.0,0.0,0.0,0.0,0.0,2.73
27,Lance Kendricks,TE,9,GB,DET,3.2,1.8,66.7,18.3,0.1,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,2.43
