Rk,Player,Pos,Week,Team,Opp,TFL,Sacks,QB Hits,Int,Fum Rec,Safeties,Def TD,Return TD,Pts Allowed,Fantasy Points
1,Pittsburgh Steelers,DST,3,PIT,CHI,0.0,2.7,0.0,1.1,0.7,0.1,0.0,0.0,17.0,8.70
2,Indianapolis Colts,DST,3,IND,CLE,0.0,2.9,0.0,1.1,0.6,0.0,0.0,0.0,19.7,8.50
3,New England Patriots,DST,3,NE,HOU,0.0,2.9,0.0,1.1,0.6,0.0,0.0,0.0,15.9,8.50
4,Dallas Cowboys,DST,3,DAL,ARI,0.0,2.3,0.0,1.1,0.8,0.1,0.0,0.0,20.0,8.50
5,Jacksonville Jaguars,DST,3,JAX,BAL,0.0,2.4,0.0,1.2,0.7,0.0,0.0,0.0,20.0,8.40
6,Tampa Bay Buccaneers,DST,3,TB,MIN,0.0,2.6,0.0,1.1,0.7,0.0,0.0,0.0,19.6,8.40
7,Baltimore Ravens,DST,3,BAL,JAX,0.0,2.5,0.0,1.0,0.8,0.0,0.0,0.0,16.0,8.30
8,Miami Dolphins,DST,3,MIA,NYJ,0.0,2.7,0.0,1.0,0.7,0.0,0.0,0.0,18.1,8.30
9,Philadelphia Eagles,DST,3,PHI,NYG,0.0,2.5,0.0,1.1,0.6,0.0,0.0,0.0,16.1,8.10
10,Los Angeles Rams,DST,3,LAR,SF,0.0,2.6,0.0,0.8,0.7,0.0,0.0,0.0,17.9,7.80
11,Denver Broncos,DST,3,DEN,BUF,0.0,2.8,0.0,0.8,0.6,0.0,0.0,0.0,19.8,7.80
12,Green Bay Packers,DST,3,GB,CIN,0.0,2.4,0.0,1.0,0.6,0.0,0.0,0.0,19.0,7.80
13,Buffalo Bills,DST,3,BUF,DEN,0.0,2.5,0.0,0.9,0.6,0.0,0.0,0.0,20.0,7.70
14,Minnesota Vikings,DST,3,MIN,TB,0.0,2.5,0.0,0.9,0.6,0.0,0.0,0.0,19.9,7.70
15,Cleveland Browns,DST,3,CLE,IND,0.0,2.6,0.0,1.1,0.6,0.0,0.0,0.0,21.3,7.20
16,Kansas City Chiefs,DST,3,KC,LAC,0.0,2.4,0.0,1.1,0.7,0.0,0.0,0.0,21.8,7.20
17,Carolina Panthers,DST,3,CAR,NO,0.0,2.4,0.0,1.0,0.6,0.1,0.0,0.0,21.7,7.00
18,San Francisco 49ers,DST,3,SF,LAR,0.0,2.2,0.0,0.8,0.7,0.1,0.0,0.0,20.7,6.60
19,New York Giants,DST,3,NYG,PHI,0.0,2.1,0.0,0.9,0.7,0.0,0.0,0.0,20.8,6.50
20,Oakland Raiders,DST,3,OAK,WAS,0.0,1.8,0.0,0.9,0.8,0.0,0.0,0.0,24.8,6.40
21,Atlanta Falcons,DST,3,ATL,DET,0.0,2.2,0.0,0.8,0.6,0.0,0.0,0.0,23.8,6.20
22,Seattle Seahawks,DST,3,SEA,TEN,0.0,2.1,0.0,0.8,0.6,0.0,0.0,0.0,21.7,6.10
23,New Orleans Saints,DST,3,NO,CAR,0.0,2.2,0.0,0.7,0.6,0.0,0.0,0.0,27.0,6.00
24,Tennessee Titans,DST,3,TEN,SEA,0.0,2.7,0.0,0.7,0.6,0.0,0.0,0.0,21.0,5.90
25,New York Jets,DST,3,NYJ,MIA,0.0,2.0,0.0,0.7,0.6,0.0,0.0,0.0,23.9,5.80
26,Cincinnati Bengals,DST,3,CIN,GB,0.0,2.3,0.0,0.6,0.5,0.0,0.0,0.0,25.7,5.70
27,Chicago Bears,DST,3,CHI,PIT,0.0,1.8,0.0,0.8,0.5,0.0,0.0,0.0,26.1,5.60
28,Los Angeles Chargers,DST,3,LAC,KC,0.0,2.4,0.0,0.6,0.6,0.0,0.0,0.0,25.1,5.40
29,Arizona Cardinals,DST,3,ARI,DAL,0.0,1.9,0.0,0.7,0.6,0.0,0.0,0.0,22.0,5.10
30,Washington Redskins,DST,3,WAS,OAK,0.0,1.8,0.0,0.6,0.7,0.0,0.0,0.0,27.8,4.60
31,Houston Texans,DST,3,HOU,NE,0.0,2.1,0.0,0.5,0.5,0.1,0.0,0.0,27.9,3.90
32,Detroit Lions,DST,3,DET,ATL,0.0,1.9,0.0,0.6,0.5,0.0,0.0,0.0,28.8,3.70
