Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
24,OJ Howard,TE,14,TB,DET,2.5,1.9,66.7,24.8,0.2,0.0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,3.68
25,Marcedes Lewis,TE,14,JAX,SEA,3.6,2.1,50.0,24.2,0.2,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,3.62
26,George Kittle,TE,14,SF,HOU,3.5,2.1,66.7,23.8,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,3.58
27,Garrett Celek,TE,14,SF,HOU,3.2,1.9,66.7,22.5,0.2,0.0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,3.45
28,Trey Burton,TE,14,PHI,LAR,2.7,1.9,66.7,21.0,0.2,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,3.30
29,Jermaine Gresham,TE,14,ARI,TEN,3.4,1.9,66.7,19.1,0.2,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,3.11
30,Vance McDonald,TE,14,PIT,BAL,2.5,1.4,50.0,18.0,0.2,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,3.00
31,Tyler Higbee,TE,14,LAR,PHI,2.8,2.1,66.7,23.4,0.1,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,2.94
32,Seth DeValve,TE,14,CLE,GB,2.5,1.8,100.0,21.9,0.1,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.79
33,Gerald Everett,TE,14,LAR,PHI,2.1,1.2,50.0,15.0,0.2,0.0,7.5,15.0,0.0,0.1,0.0,0.0,0.0,2.71
34,Richard Rodgers,TE,14,GB,CLE,1.8,1.4,50.0,13.4,0.2,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,2.54
35,Virgil Green,TE,14,DEN,NYJ,2.7,1.7,66.7,19.4,0.1,0.0,6.3,9.5,0.0,0.0,0.0,0.0,0.0,2.54
36,Niles Paul,TE,14,WAS,LAC,2.3,1.7,100.0,17.9,0.1,0.0,9.0,9.0,0.0,0.1,0.0,0.0,0.0,2.40
37,Jesse James,TE,14,PIT,BAL,2.3,1.7,100.0,17.6,0.1,0.0,9.0,9.0,0.0,0.1,0.0,0.0,0.0,2.37
38,Ed Dickson,TE,14,CAR,MIN,2.5,1.5,66.7,17.0,0.1,0.0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,2.30
39,Antonio Gates,TE,14,LAC,WAS,2.5,1.6,100.0,16.9,0.1,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,2.29
40,Austin Traylor,TE,14,DEN,NYJ,1.9,1.4,50.0,16.1,0.1,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,2.21
41,Lance Kendricks,TE,14,GB,CLE,2.3,1.3,50.0,13.7,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.97
42,Darren Fells,TE,14,DET,TB,1.6,1.2,50.0,13.6,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,1.96
43,Josh Hill,TE,14,NO,ATL,2.3,1.5,100.0,15.1,0.1,0.0,7.5,7.5,0.0,0.2,0.0,0.1,0.1,1.93
44,Dion Sims,TE,14,CHI,CIN,1.9,1.3,50.0,12.7,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,1.87
45,Nick O'Leary,TE,14,BUF,IND,1.8,1.0,50.0,12.6,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,1.86
46,Adam Shaheen,TE,14,CHI,CIN,2.0,1.2,50.0,12.4,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.84
47,Nick Boyle,TE,14,BAL,PIT,2.5,1.4,50.0,12.2,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.82
48,Brandon Williams,TE,14,IND,BUF,1.5,1.1,50.0,11.3,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,1.73
49,Jonnu Smith,TE,14,TEN,ARI,1.6,1.0,50.0,10.9,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,1.69
50,Demetrius Harris,TE,14,KC,OAK,1.5,1.0,50.0,10.4,0.1,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.64
