Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Le'Veon Bell,RB,12,PIT,GB,22.8,89.3,3.9,0.6,5.6,3.8,29.4,0.1,0.1,0.1,15.87
2,Todd Gurley,RB,12,LAR,NO,18.1,82.2,4.6,0.6,5.0,3.7,31.8,0.1,0.1,0.1,15.40
3,LeSean McCoy,RB,12,BUF,KC,17.7,82.4,4.6,0.4,6.0,4.4,32.2,0.2,0.1,0.1,14.86
4,Leonard Fournette,RB,12,JAX,ARI,20.9,85.1,4.0,0.7,2.8,1.9,15.0,0.1,0.1,0.1,14.61
5,Kareem Hunt,RB,12,KC,BUF,16.4,80.8,5.1,0.6,4.4,3.1,24.0,0.1,0.1,0.1,14.48
6,Mark Ingram,RB,12,NO,LAR,15.1,78.2,5.2,0.6,4.4,3.2,21.4,0.1,0.1,0.1,13.96
7,Melvin Gordon,RB,12,LAC,DAL,16.9,72.7,4.3,0.5,4.9,3.3,24.7,0.2,0.1,0.1,13.74
8,Tevin Coleman,RB,12,ATL,TB,17.4,73.1,4.3,0.6,2.9,2.2,21.5,0.1,0.1,0.1,13.46
9,Alvin Kamara,RB,12,NO,LAR,8.0,47.0,5.9,0.3,5.9,4.5,39.2,0.2,0.1,0.1,11.42
10,Alfred Morris,RB,12,DAL,LAC,18.0,80.7,4.5,0.5,0.5,0.4,3.2,0.0,0.1,0.1,11.19
11,Samaje Perine,RB,12,WAS,NYG,17.7,73.3,4.1,0.5,1.6,1.2,10.0,0.0,0.1,0.1,11.13
12,Dion Lewis,RB,12,NE,MIA,15.5,64.9,4.1,0.5,1.7,1.2,9.5,0.1,0.1,0.1,10.84
13,Carlos Hyde,RB,12,SF,SEA,14.5,61.1,4.4,0.3,5.0,3.6,25.3,0.1,0.1,0.1,10.84
14,Christian McCaffrey,RB,12,CAR,NYJ,8.7,35.1,3.9,0.2,7.4,5.3,38.2,0.3,0.1,0.1,10.13
15,Lamar Miller,RB,12,HOU,BAL,16.9,63.2,3.7,0.3,3.2,2.3,14.3,0.1,0.1,0.1,9.95
16,Orleans Darkwa,RB,12,NYG,WAS,13.6,60.5,4.3,0.3,3.0,2.1,16.1,0.1,0.1,0.1,9.86
17,Jerick McKinnon,RB,12,MIN,DET,12.8,50.8,3.9,0.3,4.9,3.3,24.4,0.1,0.1,0.1,9.72
18,DeMarco Murray,RB,12,TEN,IND,12.1,47.2,3.9,0.4,3.6,2.8,20.9,0.1,0.1,0.1,9.61
19,Joe Mixon,RB,12,CIN,CLE,16.3,51.1,3.2,0.4,3.0,2.1,16.9,0.1,0.1,0.1,9.60
20,Latavius Murray,RB,12,MIN,DET,13.8,60.8,4.4,0.5,1.2,0.9,6.1,0.0,0.1,0.1,9.49
21,Frank Gore,RB,12,IND,TEN,14.0,51.1,3.6,0.4,2.5,1.9,14.8,0.1,0.1,0.1,9.39
22,Marshawn Lynch,RB,12,OAK,DEN,12.8,49.7,3.8,0.5,1.8,1.3,10.1,0.1,0.1,0.1,9.38
23,Jordan Howard,RB,12,CHI,PHI,17.1,65.6,3.9,0.3,1.6,1.2,9.0,0.0,0.1,0.1,9.06
24,Alex Collins,RB,12,BAL,HOU,15.9,61.8,3.9,0.3,2.1,1.5,11.4,0.0,0.1,0.1,8.92
25,Rex Burkhead,RB,12,NE,MIA,7.2,31.6,4.6,0.3,4.2,2.9,25.2,0.2,0.1,0.1,8.48
26,Isaiah Crowell,RB,12,CLE,CIN,13.9,55.1,3.9,0.3,2.8,1.9,12.9,0.0,0.1,0.1,8.40
27,Jamaal Williams,RB,12,GB,PIT,13.5,52.0,3.7,0.3,2.9,2.2,15.9,0.0,0.1,0.1,8.39
28,Adrian Peterson,RB,12,ARI,JAX,16.0,59.6,3.8,0.3,1.3,1.0,6.4,0.0,0.2,0.2,8.00
