Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
1,Ezekiel Elliott,RB,4,DAL,LAR,21.9,98.3,4.5,0.9,3.9,2.9,23.5,0.1,0.1,0.1,17.98
2,Kareem Hunt,RB,4,KC,WAS,16.7,80.8,4.8,0.8,4.2,3.0,26.7,0.2,0.2,0.2,16.35
3,Le'Veon Bell,RB,4,PIT,BAL,19.1,79.6,4.2,0.5,7.1,4.8,37.0,0.2,0.1,0.1,15.66
4,Devonta Freeman,RB,4,ATL,BUF,15.9,73.3,4.6,0.8,3.6,2.7,23.8,0.1,0.1,0.1,14.91
5,LeSean McCoy,RB,4,BUF,ATL,15.6,74.6,4.7,0.5,6.1,4.5,35.5,0.1,0.0,0.0,14.61
6,Ty Montgomery,RB,4,GB,CHI,15.1,66.9,4.5,0.6,5.0,3.7,29.6,0.2,0.1,0.1,14.25
7,Leonard Fournette,RB,4,JAX,NYJ,18.2,76.5,4.2,0.6,3.7,2.5,20.0,0.1,0.1,0.1,13.65
8,Todd Gurley,RB,4,LAR,DAL,17.2,66.3,3.9,0.6,4.6,3.4,27.5,0.1,0.2,0.2,13.18
9,Dalvin Cook,RB,4,MIN,DET,16.9,71.9,4.2,0.5,4.3,2.9,23.7,0.1,0.1,0.1,12.96
10,Jay Ajayi,RB,4,MIA,NO,18.2,81.3,4.5,0.6,2.5,1.8,12.7,0.0,0.1,0.1,12.80
11,Melvin Gordon,RB,4,LAC,PHI,16.9,66.1,3.9,0.4,5.0,3.4,28.4,0.1,0.2,0.2,12.05
12,CJ Anderson,RB,4,DEN,OAK,16.7,72.7,4.3,0.4,3.1,2.2,18.3,0.1,0.1,0.1,11.90
13,Chris Carson,RB,4,SEA,IND,15.1,65.8,4.4,0.5,3.0,2.0,16.7,0.1,0.1,0.1,11.65
14,Jordan Howard,RB,4,CHI,GB,14.3,65.7,4.7,0.4,3.3,2.4,19.1,0.1,0.2,0.2,11.08
15,Carlos Hyde,RB,4,SF,ARI,15.3,63.3,4.2,0.4,4.2,3.0,21.4,0.1,0.2,0.2,11.07
16,Lamar Miller,RB,4,HOU,TEN,15.5,59.5,3.8,0.4,2.9,2.1,17.5,0.1,0.1,0.1,10.50
17,Joe Mixon,RB,4,CIN,CLE,13.5,55.3,3.9,0.4,3.6,2.5,21.3,0.1,0.1,0.1,10.46
18,DeMarco Murray,RB,4,TEN,HOU,14.3,59.9,4.3,0.4,2.9,2.2,15.7,0.1,0.1,0.1,10.36
19,Christian McCaffrey,RB,4,CAR,NE,8.4,35.3,4.4,0.2,6.7,4.8,44.7,0.2,0.2,0.2,10.00
20,Isaiah Crowell,RB,4,CLE,CIN,14.5,60.8,4.4,0.4,2.8,1.9,14.8,0.0,0.1,0.1,9.76
21,Mark Ingram,RB,4,NO,MIA,10.4,49.6,5.0,0.3,4.4,3.2,25.3,0.1,0.1,0.1,9.69
22,Bilal Powell,RB,4,NYJ,JAX,13.1,53.0,4.1,0.3,4.6,3.2,21.4,0.1,0.1,0.1,9.64
23,Marshawn Lynch,RB,4,OAK,DEN,14.2,55.7,4.0,0.4,2.2,1.6,12.7,0.1,0.1,0.1,9.64
24,Mike Gillislee,RB,4,NE,CAR,14.1,57.0,4.1,0.6,0.9,0.7,4.7,0.0,0.1,0.1,9.57
25,Tevin Coleman,RB,4,ATL,BUF,7.7,35.4,4.4,0.3,3.6,2.7,26.4,0.2,0.0,0.0,9.18
26,Ameer Abdullah,RB,4,DET,MIN,12.6,49.2,3.8,0.3,3.0,2.2,18.3,0.1,0.1,0.1,8.95
