Rk,Player,Pos,Week,Team,Opp,Att,Yds,Yds/Att,TD,Targets,Rec,Yds,TD,Fum,Lost,Fantasy Points
27,Frank Gore,RB,4,IND,SEA,14.2,52.4,3.7,0.3,2.3,1.7,12.9,0.1,0.1,0.1,8.73
28,Jacquizz Rodgers,RB,4,TB,NYG,15.8,61.3,3.8,0.3,2.1,1.5,9.9,0.0,0.1,0.1,8.72
29,Chris Thompson,RB,4,WAS,KC,4.9,24.9,5.0,0.2,5.8,4.2,37.6,0.2,0.1,0.1,8.45
30,Chris Johnson,RB,4,ARI,SF,13.5,53.1,3.8,0.4,1.6,1.1,8.3,0.0,0.1,0.1,8.34
31,Tarik Cohen,RB,4,CHI,GB,6.2,28.7,4.8,0.2,6.0,4.4,33.9,0.2,0.2,0.2,8.26
32,Jonathan Stewart,RB,4,CAR,NE,13.5,56.7,4.1,0.3,1.8,1.3,9.9,0.0,0.2,0.2,8.06
33,Javorius Allen,RB,4,BAL,PIT,10.5,38.7,3.9,0.2,4.8,3.5,25.0,0.1,0.1,0.1,7.97
34,Rob Kelley,RB,4,WAS,KC,13.2,55.9,4.3,0.3,1.3,0.9,6.8,0.0,0.1,0.1,7.87
35,LeGarrette Blount,RB,4,PHI,LAC,10.2,43.9,4.4,0.4,1.3,0.9,6.7,0.0,0.1,0.1,7.26
36,Andre Ellington,RB,4,ARI,SF,5.8,23.3,3.8,0.2,4.4,3.3,30.1,0.1,0.1,0.1,6.94
37,Duke Johnson,RB,4,CLE,CIN,5.0,21.5,4.4,0.1,5.3,3.9,34.6,0.1,0.1,0.1,6.61
38,Wendell Smallwood,RB,4,PHI,LAC,9.1,38.1,4.2,0.2,3.4,2.3,17.2,0.0,0.1,0.1,6.53
39,James White,RB,4,NE,CAR,5.0,19.4,3.8,0.1,5.1,3.5,29.6,0.2,0.1,0.1,6.50
40,Theo Riddick,RB,4,DET,MIN,4.1,14.1,3.5,0.1,6.8,4.6,33.9,0.2,0.1,0.1,6.40
41,Derrick Henry,RB,4,TEN,HOU,9.7,40.6,4.1,0.3,1.3,0.9,6.8,0.0,0.1,0.1,6.34
42,Terrance West,RB,4,BAL,PIT,8.4,33.4,4.1,0.3,2.0,1.4,10.3,0.0,0.2,0.2,5.77
43,Adrian Peterson,RB,4,NO,MIA,9.1,38.5,4.2,0.3,0.8,0.6,4.3,0.0,0.2,0.2,5.68
44,Giovani Bernard,RB,4,CIN,CLE,5.5,22.1,3.7,0.1,3.5,2.6,23.1,0.1,0.1,0.1,5.52
45,Alvin Kamara,RB,4,NO,MIA,3.2,13.9,4.7,0.1,4.6,3.5,28.8,0.1,0.1,0.1,5.27
46,Paul Perkins,RB,4,NYG,TB,9.1,33.7,3.8,0.1,2.3,1.6,13.0,0.0,0.1,0.1,5.07
47,Shane Vereen,RB,4,NYG,TB,3.7,14.0,3.5,0.1,4.4,3.2,25.7,0.1,0.1,0.1,4.97
48,Chris Ivory,RB,4,JAX,NYJ,6.4,25.4,4.2,0.1,2.7,1.9,15.8,0.1,0.2,0.2,4.92
49,Jamaal Charles,RB,4,DEN,OAK,7.4,35.1,5.0,0.2,1.8,1.2,9.3,0.0,0.4,0.4,4.84
50,D'Onta Foreman,RB,4,HOU,TEN,6.6,25.9,3.7,0.2,1.4,1.0,8.7,0.0,0.1,0.1,4.46
