Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Rob Gronkowski,TE,10,NE,DEN,8.7,5.1,55.6,73.7,0.7,0.0,8.2,14.8,0.0,0.0,0.0,0.0,0.0,11.57
2,Evan Engram,TE,10,NYG,SF,8.9,5.2,55.6,60.9,0.5,0.0,6.8,12.2,0.0,0.0,0.0,0.0,0.0,9.09
3,Jimmy Graham,TE,10,SEA,ARI,6.0,4.1,66.7,48.9,0.5,0.0,8.2,12.2,0.0,0.0,0.0,0.1,0.1,7.69
4,Cameron Brate,TE,10,TB,NYJ,5.4,3.7,80.0,42.3,0.4,0.0,8.4,10.5,0.0,0.0,0.0,0.0,0.0,6.63
5,Kyle Rudolph,TE,10,MIN,WAS,7.6,4.3,50.0,40.5,0.4,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,6.45
6,Delanie Walker,TE,10,TEN,CIN,5.8,4.3,66.7,47.6,0.3,0.0,8.0,12.0,0.0,0.0,0.0,0.1,0.1,6.36
7,Austin Seferian-Jenkins,TE,10,NYJ,TB,5.2,3.8,80.0,39.2,0.4,0.0,7.8,9.8,0.0,0.0,0.0,0.1,0.1,6.12
8,Jack Doyle,TE,10,IND,PIT,8.5,5.3,62.5,50.7,0.2,0.0,6.4,10.2,0.0,0.0,0.0,0.1,0.1,6.07
9,Hunter Henry,TE,10,LAC,JAX,5.4,3.7,80.0,42.4,0.3,0.0,8.4,10.5,0.0,0.0,0.0,0.0,0.0,6.04
10,Charles Clay,TE,10,BUF,NO,4.8,3.5,80.0,38.6,0.3,0.0,7.8,9.8,0.0,0.0,0.0,0.0,0.0,5.66
11,Jason Witten,TE,10,DAL,ATL,7.0,4.0,57.1,39.1,0.3,0.0,5.6,9.8,0.0,0.0,0.0,0.1,0.1,5.51
12,Tyler Kroft,TE,10,CIN,TEN,5.6,3.6,66.7,36.4,0.3,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,5.44
13,Austin Hooper,TE,10,ATL,DAL,4.0,3.0,75.0,33.8,0.3,0.0,8.5,11.3,0.0,0.0,0.0,0.0,0.0,5.18
14,Vernon Davis,TE,10,WAS,MIN,5.5,3.3,60.0,41.5,0.2,0.0,8.4,14.0,0.0,0.0,0.0,0.1,0.1,5.15
15,Ed Dickson,TE,10,CAR,MIA,4.5,2.7,60.0,32.8,0.2,0.0,6.6,11.0,0.0,0.0,0.0,0.0,0.0,4.48
16,David Njoku,TE,10,CLE,DET,3.8,2.9,75.0,31.4,0.2,0.0,7.8,10.3,0.0,0.0,0.0,0.0,0.0,4.34
17,Eric Ebron,TE,10,DET,CLE,3.4,2.5,66.7,29.6,0.2,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,4.16
18,Julius Thomas,TE,10,MIA,CAR,4.3,2.9,75.0,28.9,0.2,0.0,7.2,9.7,0.0,0.0,0.0,0.0,0.0,4.09
19,CJ Fiedorowicz,TE,10,HOU,LAR,3.5,2.7,75.0,25.7,0.2,0.0,6.5,8.7,0.0,0.0,0.0,0.0,0.0,3.77
20,Garrett Celek,TE,10,SF,NYG,4.1,2.4,50.0,25.4,0.2,0.0,6.2,12.5,0.0,0.0,0.0,0.0,0.0,3.74
21,AJ Derby,TE,10,DEN,NE,3.4,2.5,66.7,27.4,0.2,0.0,9.0,13.5,0.0,0.0,0.0,0.1,0.1,3.74
22,Tyler Higbee,TE,10,LAR,HOU,2.7,2.0,66.7,24.0,0.2,0.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,3.60
23,Coby Fleener,TE,10,NO,BUF,2.7,2.0,66.7,23.1,0.2,0.0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,3.51
24,OJ Howard,TE,10,TB,NYJ,2.7,2.0,66.7,25.0,0.2,0.0,8.3,12.5,0.0,0.0,0.0,0.1,0.1,3.50
25,Marcedes Lewis,TE,10,JAX,LAC,3.1,1.8,66.7,21.2,0.2,0.0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,3.32
26,Jermaine Gresham,TE,10,ARI,SEA,4.7,2.6,60.0,25.7,0.1,0.0,5.2,8.7,0.0,0.0,0.0,0.0,0.0,3.17
27,Jesse James,TE,10,PIT,IND,2.3,1.7,100.0,19.3,0.2,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,3.13
28,Antonio Gates,TE,10,LAC,JAX,2.8,1.8,66.7,18.3,0.2,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,3.03
29,Darren Fells,TE,10,DET,CLE,2.1,1.5,100.0,16.6,0.2,0.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,2.86
30,Seth DeValve,TE,10,CLE,DET,2.6,1.9,66.7,20.5,0.1,0.0,6.7,10.0,0.0,0.0,0.0,0.0,0.0,2.65
31,Gerald Everett,TE,10,LAR,HOU,2.6,1.5,66.7,19.1,0.1,0.0,6.3,9.5,0.0,0.1,0.0,0.0,0.0,2.52
32,Vance McDonald,TE,10,PIT,IND,2.5,1.4,50.0,18.6,0.1,0.0,9.5,19.0,0.0,0.0,0.0,0.0,0.0,2.46
33,Stephen Anderson,TE,10,HOU,LAR,2.6,1.8,66.7,18.1,0.1,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,2.41
34,Lance Kendricks,TE,10,GB,CHI,2.6,1.5,66.7,15.0,0.1,0.0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,2.10
35,Richard Rodgers,TE,10,GB,CHI,2.1,1.6,100.0,14.0,0.1,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2.00
36,Troy Niklas,TE,10,ARI,SEA,1.7,1.3,50.0,13.0,0.1,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,1.90
37,Logan Paulsen,TE,10,SF,NYG,2.3,1.4,50.0,14.2,0.1,0.0,7.0,14.0,0.0,0.0,0.0,0.1,0.1,1.82
38,Jonnu Smith,TE,10,TEN,CIN,1.7,1.1,50.0,11.9,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.79
39,Eric Tomlinson,TE,10,NYJ,TB,1.5,1.0,50.0,11.6,0.1,0.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,1.76
40,Virgil Green,TE,10,DEN,NE,1.6,1.0,50.0,11.3,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,1.73
41,Brandon Williams,TE,10,IND,PIT,1.5,1.1,50.0,11.2,0.1,0.0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,1.72
