Rk,Player,Pos,Week,Team,Opp,Targets,Rec,Pct,Yds,TD,Long,Yds/Target,Yds/Rec,Rush,Yds,TD,Fum,Lost,Fantasy Points
1,Antonio Brown,WR,15,PIT,NE,11.9,7.3,58.3,103.8,0.7,0.0,8.7,14.9,0.1,0.2,0.0,0.0,0.0,14.60
2,Keenan Allen,WR,15,LAC,KC,11.6,6.8,58.3,88.1,0.6,0.0,7.3,12.6,0.0,0.4,0.0,0.1,0.1,12.25
3,Julio Jones,WR,15,ATL,TB,8.6,6.0,66.7,90.3,0.5,0.0,10.0,15.0,0.0,0.1,0.0,0.0,0.0,12.04
4,Michael Thomas,WR,15,NO,NYJ,9.5,6.2,60.0,78.6,0.6,0.0,7.9,13.2,0.0,0.0,0.0,0.0,0.0,11.46
5,Adam Thielen,WR,15,MIN,CIN,7.6,5.7,75.0,79.3,0.5,0.0,9.9,13.2,0.0,0.0,0.0,0.0,0.0,10.93
6,DeAndre Hopkins,WR,15,HOU,JAX,10.3,6.1,60.0,77.5,0.4,0.0,7.8,13.0,0.0,0.0,0.0,0.0,0.0,10.15
7,Doug Baldwin,WR,15,SEA,LAR,7.7,4.9,62.5,68.1,0.5,0.0,8.5,13.6,0.1,0.5,0.0,0.0,0.0,9.86
8,AJ Green,WR,15,CIN,MIN,7.6,5.3,62.5,73.9,0.4,0.0,9.2,14.8,0.0,0.0,0.0,0.0,0.0,9.79
9,Devin Funchess,WR,15,CAR,GB,7.1,4.6,71.4,67.1,0.5,0.0,9.6,13.4,0.0,0.1,0.0,0.0,0.0,9.72
10,Davante Adams,WR,15,GB,CAR,7.0,5.3,71.4,67.0,0.5,0.0,9.6,13.4,0.0,0.0,0.0,0.0,0.0,9.70
11,Dez Bryant,WR,15,DAL,OAK,7.6,5.0,62.5,65.2,0.5,0.0,8.1,13.0,0.0,0.0,0.0,0.0,0.0,9.52
12,Marvin Jones,WR,15,DET,CHI,7.2,4.3,57.1,64.8,0.5,0.0,9.3,16.2,0.0,0.0,0.0,0.0,0.0,9.48
13,Josh Gordon,WR,15,CLE,BAL,7.1,4.8,71.4,69.7,0.4,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,9.37
14,Brandin Cooks,WR,15,NE,PIT,6.4,4.5,66.7,67.9,0.4,0.0,11.3,17.0,0.3,1.0,0.0,0.0,0.0,9.29
15,Tyreek Hill,WR,15,KC,LAC,6.6,4.7,71.4,61.8,0.4,0.0,8.9,12.4,1.3,6.5,0.0,0.0,0.0,9.23
16,Alshon Jeffery,WR,15,PHI,NYG,6.1,4.1,66.7,61.0,0.5,0.0,10.2,15.2,0.0,0.0,0.0,0.0,0.0,9.10
